# t	k	Ex	Hy
147.500000	170	0.090246	0.090624
147.500000	171	0.092744	0.093129
147.500000	172	0.094876	0.095266
147.500000	173	0.096633	0.097027
147.500000	174	0.098009	0.098406
147.500000	175	0.098998	0.099396
147.500000	176	0.099597	0.099993
147.500000	177	0.099802	0.100196
147.500000	178	0.099614	0.100004
147.500000	179	0.099032	0.099417
147.500000	180	0.098060	0.098438
147.500000	181	0.096700	0.097070
147.500000	182	0.094959	0.095319
147.500000	183	0.092843	0.093192
147.500000	184	0.090361	0.090697
147.500000	185	0.087522	0.087844
147.500000	186	0.084338	0.084644
147.500000	187	0.080821	0.081111
147.500000	188	0.076985	0.077257
147.500000	189	0.072845	0.073098
147.500000	190	0.068418	0.068651
147.500000	191	0.063720	0.063933
147.500000	192	0.058772	0.058963
147.500000	193	0.053591	0.053760
147.500000	194	0.048198	0.048345
147.500000	195	0.042616	0.042739
147.500000	196	0.036865	0.036964
147.500000	197	0.030969	0.031043
147.500000	198	0.024951	0.025000
147.500000	199	0.018834	0.018859
150.000000	0	-0.003023	-0.003023
150.000000	1	-0.009297	-0.009291
150.000000	2	-0.015533	-0.015521
150.000000	3	-0.021708	-0.021690
150.000000	4	-0.027798	-0.027774
150.000000	5	-0.033778	-0.033748
150.000000	6	-0.039624	-0.039589
150.000000	7	-0.045314	-0.045274
150.000000	8	-0.050826	-0.050780
150.000000	9	-0.056136	-0.056085
150.000000	10	-0.061225	-0.061170
150.000000	11	-0.066073	-0.066012
150.000000	12	-0.070660	-0.070595
150.000000	13	-0.074968	-0.074899
150.000000	14	-0.078980	-0.078907
150.000000	15	-0.082680	-0.082603
150.000000	16	-0.086054	-0.085974
150.000000	17	-0.089089	-0.089005
150.000000	18	-0.091772	-0.091686
150.000000	19	-0.094092	-0.094004
150.000000	20	-0.096042	-0.095951
150.000000	21	-0.097612	-0.097520
150.000000	22	-0.098797	-0.098704
150.000000	23	-0.099592	-0.099498
150.000000	24	-0.099994	-0.099899
150.000000	25	-0.100002	-0.099907
150.000000	26	-0.099615	-0.099520
150.000000	27	-0.098834	-0.098740
150.000000	28	-0.097664	-0.097571
150.000000	29	-0.096108	-0.096016
150.000000	30	-0.094173	-0.094083
150.000000	31	-0.091866	-0.091778
150.000000	32	-0.089197	-0.089111
150.000000	33	-0.086176	-0.086092
150.000000	34	-0.082814	-0.082734
150.000000	35	-0.079126	-0.079049
150.000000	36	-0.075126	-0.075052
150.000000	37	-0.070829	-0.070759
150.000000	38	-0.066252	-0.066187
150.000000	39	-0.061414	-0.061353
150.000000	40	-0.056334	-0.056278
150.000000	41	-0.051031	-0.050980
150.000000	42	-0.045527	-0.045481
150.000000	43	-0.039843	-0.039803
150.000000	44	-0.034002	-0.033967
150.000000	45	-0.028027	-0.027998
150.000000	46	-0.021941	-0.021917
150.000000	47	-0.015769	-0.015751
150.000000	48	-0.009534	-0.009522
150.000000	49	-0.003262	-0.003256
150.000000	50	0.003023	0.003023
150.000000	51	0.009297	0.009291
150.000000	52	0.015533	0.015521
150.000000	53	0.021708	0.021690
150.000000	54	0.027798	0.027774
150.000000	55	0.033778	0.033748
150.000000	56	0.039624	0.039589
150.000000	57	0.045314	0.045274
150.000000	58	0.050826	0.050780
150.000000	59	0.056136	0.056085
150.000000	60	0.061225	0.061170
150.000000	61	0.066073	0.066012
150.000000	62	0.070660	0.070595
150.000000	63	0.074968	0.074899
150.000000	64	0.078980	0.078907
150.000000	65	0.082680	0.082603
150.000000	66	0.086054	0.085974
150.000000	67	0.089089	0.089005
150.000000	68	0.091772	0.091686
150.000000	69	0.094092	0.094004
150.000000	70	0.096042	0.095951
150.000000	71	0.097612	0.097520
150.000000	72	0.098797	0.098704
150.000000	73	0.099592	0.099498
150.000000	74	0.099994	0.099899
150.000000	75	0.100002	0.099907
150.000000	76	0.099615	0.099520
150.000000	77	0.098834	0.098740
150.000000	78	0.097664	0.097571
150.000000	79	0.096108	0.096016
150.000000	80	0.094173	0.094083
150.000000	81	0.091866	0.091778
150.000000	82	0.089197	0.089111
150.000000	83	0.086176	0.086092
150.000000	84	0.082814	0.082734
150.000000	85	0.079126	0.079049
150.000000	86	0.075126	0.075052
150.000000	87	0.070829	0.070759
150.000000	88	0.066252	0.066187
150.000000	89	0.061414	0.061353
150.000000	90	0.056334	0.056278
150.000000	91	0.051031	0.050980
150.000000	92	0.045527	0.045481
150.000000	93	0.039843	0.039803
150.000000	94	0.034002	0.033967
150.000000	95	0.028027	0.027998
150.000000	96	0.021941	0.021917
150.000000	97	0.015769	0.015751
150.000000	98	0.009534	0.009522
150.000000	99	0.003262	0.003256
150.000000	100	-0.003023	-0.003023
150.000000	101	-0.009297	-0.009291
150.000000	102	-0.015533	-0.015521
150.000000	103	-0.021708	-0.021690
150.000000	104	-0.027798	-0.027774
150.000000	105	-0.033778	-0.033748
150.000000	106	-0.039624	-0.039589
150.000000	107	-0.045314	-0.045274
150.000000	108	-0.050826	-0.050780
150.000000	109	-0.056136	-0.056085
150.000000	110	-0.061225	-0.061170
150.000000	111	-0.066073	-0.066012
150.000000	112	-0.070660	-0.070595
150.000000	113	-0.074968	-0.074899
150.000000	114	-0.078980	-0.078907
150.000000	115	-0.082680	-0.082603
150.000000	116	-0.086054	-0.085974
150.000000	117	-0.089089	-0.089005
150.000000	118	-0.091772	-0.091686
150.000000	119	-0.094092	-0.094004
150.000000	120	-0.096042	-0.095951
150.000000	121	-0.097612	-0.097520
150.000000	122	-0.098797	-0.098704
150.000000	123	-0.099592	-0.099498
150.000000	124	-0.099994	-0.099899
150.000000	125	-0.100002	-0.099907
150.000000	126	-0.099615	-0.099520
150.000000	127	-0.098834	-0.098740
150.000000	128	-0.097664	-0.097571
150.000000	129	-0.096108	-0.096016
150.000000	130	-0.094173	-0.094083
150.000000	131	-0.091866	-0.091778
150.000000	132	-0.089197	-0.089111
150.000000	133	-0.086176	-0.086092
150.000000	134	-0.082814	-0.082734
150.000000	135	-0.079126	-0.079049
150.000000	136	-0.075126	-0.075052
150.000000	137	-0.070829	-0.070759
150.000000	138	-0.066252	-0.066187
150.000000	139	-0.061414	-0.061353
150.000000	140	-0.056334	-0.056278
150.000000	141	-0.051031	-0.050980
150.000000	142	-0.045527	-0.045481
150.000000	143	-0.039843	-0.039803
150.000000	144	-0.034002	-0.033967
150.000000	145	-0.028027	-0.027998
150.000000	146	-0.021941	-0.021917
150.000000	147	-0.015769	-0.015751
150.000000	148	-0.009534	-0.009522
150.000000	149	-0.003262	-0.003256
150.000000	150	0.003023	0.003023
150.000000	151	0.009297	0.009291
150.000000	152	0.015533	0.015521
150.000000	153	0.021708	0.021690
150.000000	154	0.027798	0.027774
150.000000	155	0.033778	0.033748
150.000000	156	0.039624	0.039589
150.000000	157	0.045314	0.045274
150.000000	158	0.050826	0.050780
150.000000	159	0.056136	0.056085
150.000000	160	0.061225	0.061170
150.000000	161	0.066073	0.066012
150.000000	162	0.070660	0.070595
150.000000	163	0.074968	0.074899
150.000000	164	0.078980	0.078907
150.000000	165	0.082680	0.082603
150.000000	166	0.086054	0.085974
150.000000	167	0.089089	0.089005
150.000000	168	0.091772	0.091686
150.000000	169	0.094092	0.094004
150.000000	170	0.096042	0.095951
150.000000	171	0.097612	0.097520
150.000000	172	0.098797	0.098704
150.000000	173	0.099592	0.099498
150.000000	174	0.099994	0.099899
150.000000	175	0.100002	0.099907
150.000000	176	0.099615	0.099520
150.000000	177	0.098834	0.098740
150.000000	178	0.097664	0.097571
150.000000	179	0.096108	0.096016
150.000000	180	0.094173	0.094083
150.000000	181	0.091866	0.091778
150.000000	182	0.089197	0.089111
150.000000	183	0.086176	0.086092
150.000000	184	0.082814	0.082734
150.000000	185	0.079126	0.079049
150.000000	186	0.075126	0.075052
150.000000	187	0.070829	0.070759
150.000000	188	0.066252	0.066187
150.000000	189	0.061414	0.061353
150.000000	190	0.056334	0.056278
150.000000	191	0.051031	0.050980
150.000000	192	0.045527	0.045481
150.000000	193	0.039843	0.039803
150.000000	194	0.034002	0.033967
150.000000	195	0.028027	0.027998
150.000000	196	0.021941	0.021917
150.000000	197	0.015769	0.015751
150.000000	198	0.009534	0.009522
150.000000	199	0.003262	0.003256
152.500000	0	-0.018615	-0.018615
152.500000	1	-0.024766	-0.024729
152.500000	2	-0.030819	-0.030745
152.500000	3	-0.036750	-0.036641
152.500000	4	-0.042537	-0.042391
152.500000	5	-0.048155	-0.047974
152.500000	6	-0.053584	-0.053368
152.500000	7	-0.058801	-0.058552
152.500000	8	-0.063786	-0.063504
152.500000	9	-0.068519	-0.068206
152.500000	10	-0.072982	-0.072638
152.500000	11	-0.077157	-0.076784
152.500000	12	-0.081027	-0.080627
152.500000	13	-0.084578	-0.084151
152.500000	14	-0.087794	-0.087344
152.500000	15	-0.090665	-0.090191
152.500000	16	-0.093177	-0.092683
152.500000	17	-0.095322	-0.094809
152.500000	18	-0.097090	-0.096561
152.500000	19	-0.098476	-0.097932
152.500000	20	-0.099473	-0.098916
152.500000	21	-0.100077	-0.099510
152.500000	22	-0.100286	-0.099711
152.500000	23	-0.100099	-0.099519
152.500000	24	-0.099518	-0.098934
152.500000	25	-0.098543	-0.097958
152.500000	26	-0.097180	-0.096596
152.500000	27	-0.095433	-0.094853
152.500000	28	-0.093310	-0.092735
152.500000	29	-0.090818	-0.090252
152.500000	30	-0.087968	-0.087412
152.500000	31	-0.084771	-0.084227
152.500000	32	-0.081239	-0.080710
152.500000	33	-0.077387	-0.076874
152.500000	34	-0.073229	-0.072735
152.500000	35	-0.068782	-0.068309
152.500000	36	-0.064064	-0.063613
152.500000	37	-0.059092	-0.058666
152.500000	38	-0.053888	-0.053488
152.500000	39	-0.048471	-0.048098
152.500000	40	-0.042863	-0.042519
152.500000	41	-0.037085	-0.036772
152.500000	42	-0.031161	-0.030880
152.500000	43	-0.025115	-0.024866
152.500000	44	-0.018969	-0.018753
152.500000	45	-0.012748	-0.012567
152.500000	46	-0.006477	-0.006331
152.500000	47	-0.000180	-0.000071
152.500000	48	0.006117	0.006190
152.500000	49	0.012390	0.012427
152.500000	50	0.018615	0.018615
152.500000	51	0.024766	0.024729
152.500000	52	0.030819	0.030745
152.500000	53	0.036750	0.036641
152.500000	54	0.042537	0.042391
152.500000	55	0.048155	0.047974
152.500000	56	0.053584	0.053368
152.500000	57	0.058801	0.058552
152.500000	58	0.063786	0.063504
152.500000	59	0.068519	0.068206
152.500000	60	0.072982	0.072638
152.500000	61	0.077157	0.076784
152.500000	62	0.081027	0.080627
152.500000	63	0.084578	0.084151
152.500000	64	0.087794	0.087344
152.500000	65	0.090665	0.090191
152.500000	66	0.093177	0.092683
152.500000	67	0.095322	0.094809
152.500000	68	0.097090	0.096561
152.500000	69	0.098476	0.097932
152.500000	70	0.099473	0.098916
152.500000	71	0.100077	0.099510
152.500000	72	0.100286	0.099711
152.500000	73	0.100099	0.099519
152.500000	74	0.099518	0.098934
152.500000	75	0.098543	0.097958
152.500000	76	0.097180	0.096596
152.500000	77	0.095433	0.094853
152.500000	78	0.093310	0.092735
152.500000	79	0.090818	0.090252
152.500000	80	0.087968	0.087412
152.500000	81	0.084771	0.084227
152.500000	82	0.081239	0.080710
152.500000	83	0.077387	0.076874
152.500000	84	0.073229	0.072735
152.500000	85	0.068782	0.068309
152.500000	86	0.064064	0.063613
152.500000	87	0.059092	0.058666
152.500000	88	0.053888	0.053488
152.500000	89	0.048471	0.048098
152.500000	90	0.042863	0.042519
152.500000	91	0.037085	0.036772
152.500000	92	0.031161	0.030880
152.500000	93	0.025115	0.024866
152.500000	94	0.018969	0.018753
152.500000	95	0.012748	0.012567
152.500000	96	0.006477	0.006331
152.500000	97	0.000180	0.000071
152.500000	98	-0.006117	-0.006190
152.500000	99	-0.012390	-0.012427
152.500000	100	-0.018615	-0.018615
152.500000	101	-0.024766	-0.024729
152.500000	102	-0.030819	-0.030745
152.500000	103	-0.036750	-0.036641
152.500000	104	-0.042537	-0.042391
152.500000	105	-0.048155	-0.047974
152.500000	106	-0.053584	-0.053368
152.500000	107	-0.058801	-0.058552
152.500000	108	-0.063786	-0.063504
152.500000	109	-0.068519	-0.068206
152.500000	110	-0.072982	-0.072638
152.500000	111	-0.077157	-0.076784
152.500000	112	-0.081027	-0.080627
152.500000	113	-0.084578	-0.084151
152.500000	114	-0.087794	-0.087344
152.500000	115	-0.090665	-0.090191
152.500000	116	-0.093177	-0.092683
152.500000	117	-0.095322	-0.094809
152.500000	118	-0.097090	-0.096561
152.500000	119	-0.098476	-0.097932
152.500000	120	-0.099473	-0.098916
152.500000	121	-0.100077	-0.099510
152.500000	122	-0.100286	-0.099711
152.500000	123	-0.100099	-0.099519
152.500000	124	-0.099518	-0.098934
152.500000	125	-0.098543	-0.097958
152.500000	126	-0.097180	-0.096596
152.500000	127	-0.095433	-0.094853
152.500000	128	-0.093310	-0.092735
152.500000	129	-0.090818	-0.090252
152.500000	130	-0.087968	-0.087412
152.500000	131	-0.084771	-0.084227
152.500000	132	-0.081239	-0.080710
152.500000	133	-0.077387	-0.076874
152.500000	134	-0.073229	-0.072735
152.500000	135	-0.068782	-0.068309
152.500000	136	-0.064064	-0.063613
152.500000	137	-0.059092	-0.058666
152.500000	138	-0.053888	-0.053488
152.500000	139	-0.048471	-0.048098
152.500000	140	-0.042863	-0.042519
152.500000	141	-0.037085	-0.036772
152.500000	142	-0.031161	-0.030880
152.500000	143	-0.025115	-0.024866
152.500000	144	-0.018969	-0.018753
152.500000	145	-0.012748	-0.012567
152.500000	146	-0.006477	-0.006331
152.500000	147	-0.000180	-0.000071
152.500000	148	0.006117	0.006190
152.500000	149	0.012390	0.012427
152.500000	150	0.018615	0.018615
152.500000	151	0.024766	0.024729
152.500000	152	0.030819	0.030745
152.500000	153	0.036750	0.036641
152.500000	154	0.042537	0.042391
152.500000	155	0.048155	0.047974
152.500000	156	0.053584	0.053368
152.500000	157	0.058801	0.058552
152.500000	158	0.063786	0.063504
152.500000	159	0.068519	0.068206
152.500000	160	0.072982	0.072638
152.500000	161	0.077157	0.076784
152.500000	162	0.081027	0.080627
152.500000	163	0.084578	0.084151
152.500000	164	0.087794	0.087344
152.500000	165	0.090665	0.090191
152.500000	166	0.093177	0.092683
152.500000	167	0.095322	0.094809
152.500000	168	0.097090	0.096561
152.500000	169	0.098476	0.097932
152.500000	170	0.099473	0.098916
152.500000	171	0.100077	0.099510
152.500000	172	0.100286	0.099711
152.500000	173	0.100099	0.099519
152.500000	174	0.099518	0.098934
152.500000	175	0.098543	0.097958
152.500000	176	0.097180	0.096596
152.500000	177	0.095433	0.094853
152.500000	178	0.093310	0.092735
152.500000	179	0.090818	0.090252
152.500000	180	0.087968	0.087412
152.500000	181	0.084771	0.084227
152.500000	182	0.081239	0.080710
152.500000	183	0.077387	0.076874
152.500000	184	0.073229	0.072735
152.500000	185	0.068782	0.068309
152.500000	186	0.064064	0.063613
152.500000	187	0.059092	0.058666
152.500000	188	0.053888	0.053488
152.500000	189	0.048471	0.048098
152.500000	190	0.042863	0.042519
152.500000	191	0.037085	0.036772
152.500000	192	0.031161	0.030880
152.500000	193	0.025115	0.024866
152.500000	194	0.018969	0.018753
152.500000	195	0.012748	0.012567
152.500000	196	0.006477	0.006331
152.500000	197	0.000180	0.000071
152.500000	198	-0.006117	-0.006190
152.500000	199	-0.012390	-0.012427
155.000000	0	-0.033748	-0.033748
155.000000	1	-0.039625	-0.039558
155.000000	2	-0.045346	-0.045213
155.000000	3	-0.050887	-0.050689
155.000000	4	-0.056228	-0.055965
155.000000	5	-0.061347	-0.061020
155.000000	6	-0.066224	-0.065834
155.000000	7	-0.070840	-0.070388
155.000000	8	-0.075176	-0.074665
155.000000	9	-0.079215	-0.078647
155.000000	10	-0.082942	-0.082318
155.000000	11	-0.086341	-0.085665
155.000000	12	-0.089400	-0.088674
155.000000	13	-0.092106	-0.091332
155.000000	14	-0.094448	-0.093631
155.000000	15	-0.096417	-0.095559
155.000000	16	-0.098006	-0.097111
155.000000	17	-0.099209	-0.098279
155.000000	18	-0.100019	-0.099060
155.000000	19	-0.100435	-0.099449
155.000000	20	-0.100455	-0.099446
155.000000	21	-0.100078	-0.099051
155.000000	22	-0.099306	-0.098264
155.000000	23	-0.098142	-0.097090
155.000000	24	-0.096591	-0.095533
155.000000	25	-0.094659	-0.093599
155.000000	26	-0.092353	-0.091295
155.000000	27	-0.089683	-0.088631
155.000000	28	-0.086659	-0.085617
155.000000	29	-0.083292	-0.082265
155.000000	30	-0.079598	-0.078589
155.000000	31	-0.075588	-0.074602
155.000000	32	-0.071281	-0.070321
155.000000	33	-0.066692	-0.065763
155.000000	34	-0.061840	-0.060945
155.000000	35	-0.056744	-0.055886
155.000000	36	-0.051424	-0.050607
155.000000	37	-0.045902	-0.045128
155.000000	38	-0.040198	-0.039471
155.000000	39	-0.034335	-0.033659
155.000000	40	-0.028337	-0.027713
155.000000	41	-0.022227	-0.021658
155.000000	42	-0.016029	-0.015518
155.000000	43	-0.009768	-0.009316
155.000000	44	-0.003468	-0.003078
155.000000	45	0.002845	0.003173
155.000000	46	0.009147	0.009411
155.000000	47	0.015413	0.015611
155.000000	48	0.021618	0.021751
155.000000	49	0.027738	0.027804
155.000000	50	0.033748	0.033748
155.000000	51	0.039625	0.039558
155.000000	52	0.045346	0.045213
155.000000	53	0.050887	0.050689
155.000000	54	0.056228	0.055965
155.000000	55	0.061347	0.061020
155.000000	56	0.066224	0.065834
155.000000	57	0.070840	0.070388
155.000000	58	0.075176	0.074665
155.000000	59	0.079215	0.078647
155.000000	60	0.082942	0.082318
155.000000	61	0.086341	0.085665
155.000000	62	0.089400	0.088674
155.000000	63	0.092106	0.091332
155.000000	64	0.094448	0.093631
155.000000	65	0.096417	0.095559
155.000000	66	0.098006	0.097111
155.000000	67	0.099209	0.098279
155.000000	68	0.100019	0.099060
155.000000	69	0.100435	0.099449
155.000000	70	0.100455	0.099446
155.000000	71	0.100078	0.099051
155.000000	72	0.099306	0.098264
155.000000	73	0.098142	0.097090
155.000000	74	0.096591	0.095533
155.000000	75	0.094659	0.093599
155.000000	76	0.092353	0.091295
155.000000	77	0.089683	0.088631
155.000000	78	0.086659	0.085617
155.000000	79	0.083292	0.082265
155.000000	80	0.079598	0.078589
155.000000	81	0.075588	0.074602
155.000000	82	0.071281	0.070321
155.000000	83	0.066692	0.065763
155.000000	84	0.061840	0.060945
155.000000	85	0.056744	0.055886
155.000000	86	0.051424	0.050607
155.000000	87	0.045902	0.045128
155.000000	88	0.040198	0.039471
155.000000	89	0.034335	0.033659
155.000000	90	0.028337	0.027713
155.000000	91	0.022227	0.021658
155.000000	92	0.016029	0.015518
155.000000	93	0.009768	0.009316
155.000000	94	0.003468	0.003078
155.000000	95	-0.002845	-0.003173
155.000000	96	-0.009147	-0.009411
155.000000	97	-0.015413	-0.015611
155.000000	98	-0.021618	-0.021751
155.000000	99	-0.027738	-0.027804
155.000000	100	-0.033748	-0.033748
155.000000	101	-0.039625	-0.039558
155.000000	102	-0.045346	-0.045213
155.000000	103	-0.050887	-0.050689
155.000000	104	-0.056228	-0.055965
155.000000	105	-0.061347	-0.061020
155.000000	106	-0.066224	-0.065834
155.000000	107	-0.070840	-0.070388
155.000000	108	-0.075176	-0.074665
155.000000	109	-0.079215	-0.078647
155.000000	110	-0.082942	-0.082318
155.000000	111	-0.086341	-0.085665
155.000000	112	-0.089400	-0.088674
155.000000	113	-0.092106	-0.091332
155.000000	114	-0.094448	-0.093631
155.000000	115	-0.096417	-0.095559
155.000000	116	-0.098006	-0.097111
155.000000	117	-0.099209	-0.098279
155.000000	118	-0.100019	-0.099060
155.000000	119	-0.100435	-0.099449
155.000000	120	-0.100455	-0.099446
155.000000	121	-0.100078	-0.099051
155.000000	122	-0.099306	-0.098264
155.000000	123	-0.098142	-0.097090
155.000000	124	-0.096591	-0.095533
155.000000	125	-0.094659	-0.093599
155.000000	126	-0.092353	-0.091295
155.000000	127	-0.089683	-0.088631
155.000000	128	-0.086659	-0.085617
155.000000	129	-0.083292	-0.082265
155.000000	130	-0.079598	-0.078589
155.000000	131	-0.075588	-0.074602
155.000000	132	-0.071281	-0.070321
155.000000	133	-0.066692	-0.065763
155.000000	134	-0.061840	-0.060945
155.000000	135	-0.056744	-0.055886
155.000000	136	-0.051424	-0.050607
155.000000	137	-0.045902	-0.045128
155.000000	138	-0.040198	-0.039471
155.000000	139	-0.034335	-0.033659
155.000000	140	-0.028337	-0.027713
155.000000	141	-0.022227	-0.021658
155.000000	142	-0.016029	-0.015518
155.000000	143	-0.009768	-0.009316
155.000000	144	-0.003468	-0.003078
155.000000	145	0.002845	0.003173
155.000000	146	0.009147	0.009411
155.000000	147	0.015413	0.015611
155.000000	148	0.021618	0.021751
155.000000	149	0.027738	0.027804
155.000000	150	0.033748	0.033748
155.000000	151	0.039625	0.039558
155.000000	152	0.045346	0.045213
155.000000	153	0.050887	0.050689
155.000000	154	0.056228	0.055965
155.000000	155	0.061347	0.061020
155.000000	156	0.066224	0.065834
155.000000	157	0.070840	0.070388
155.000000	158	0.075176	0.074665
155.000000	159	0.079215	0.078647
155.000000	160	0.082942	0.082318
155.000000	161	0.086341	0.085665
155.000000	162	0.089400	0.088674
155.000000	163	0.092106	0.091332
155.000000	164	0.094448	0.093631
155.000000	165	0.096417	0.095559
155.000000	166	0.098006	0.097111
155.000000	167	0.099209	0.098279
155.000000	168	0.100019	0.099060
155.000000	169	0.100435	0.099449
155.000000	170	0.100455	0.099446
155.000000	171	0.100078	0.099051
155.000000	172	0.099306	0.098264
155.000000	173	0.098142	0.097090
155.000000	174	0.096591	0.095533
155.000000	175	0.094659	0.093599
155.000000	176	0.092353	0.091295
155.000000	177	0.089683	0.088631
155.000000	178	0.086659	0.085617
155.000000	179	0.083292	0.082265
155.000000	180	0.079598	0.078589
155.000000	181	0.075588	0.074602
155.000000	182	0.071281	0.070321
155.000000	183	0.066692	0.065763
155.000000	184	0.061840	0.060945
155.000000	185	0.056744	0.055886
155.000000	186	0.051424	0.050607
155.000000	187	0.045902	0.045128
155.000000	188	0.040198	0.039471
155.000000	189	0.034335	0.033659
155.000000	190	0.028337	0.027713
155.000000	191	0.022227	0.021658
155.000000	192	0.016029	0.015518
155.000000	193	0.009768	0.009316
155.000000	194	0.003468	0.003078
155.000000	195	-0.002845	-0.003173
155.000000	196	-0.009147	-0.009411
155.000000	197	-0.015413	-0.015611
155.000000	198	-0.021618	-0.021751
155.000000	199	-0.027738	-0.027804
157.500000	0	-0.048050	-0.048050
157.500000	1	-0.053509	-0.053414
157.500000	2	-0.058756	-0.058567
157.500000	3	-0.063772	-0.063489
157.500000	4	-0.068536	-0.068160
157.500000	5	-0.073029	-0.072563
157.500000	6	-0.077235	-0.076679
157.500000	7	-0.081135	-0.080492
157.500000	8	-0.084715	-0.083988
157.500000	9	-0.087961	-0.087152
157.500000	10	-0.090860	-0.089972
157.500000	11	-0.093400	-0.092438
157.500000	12	-0.095572	-0.094538
157.500000	13	-0.097366	-0.096265
157.500000	14	-0.098776	-0.097613
157.500000	15	-0.099796	-0.098575
157.500000	16	-0.100423	-0.099148
157.500000	17	-0.100653	-0.099330
157.500000	18	-0.100486	-0.099120
157.500000	19	-0.099922	-0.098518
157.500000	20	-0.098964	-0.097528
157.500000	21	-0.097616	-0.096153
157.500000	22	-0.095882	-0.094398
157.500000	23	-0.093770	-0.092271
157.500000	24	-0.091287	-0.089780
157.500000	25	-0.088445	-0.086935
157.500000	26	-0.085253	-0.083746
157.500000	27	-0.081725	-0.080227
157.500000	28	-0.077874	-0.076391
157.500000	29	-0.073716	-0.072254
157.500000	30	-0.069268	-0.067831
157.500000	31	-0.064545	-0.063141
157.500000	32	-0.059568	-0.058202
157.500000	33	-0.054356	-0.053033
157.500000	34	-0.048930	-0.047655
157.500000	35	-0.043310	-0.042088
157.500000	36	-0.037519	-0.036356
157.500000	37	-0.031581	-0.030480
157.500000	38	-0.025517	-0.024484
157.500000	39	-0.019353	-0.018391
157.500000	40	-0.013113	-0.012225
157.500000	41	-0.006821	-0.006012
157.500000	42	-0.000502	0.000226
157.500000	43	0.005819	0.006462
157.500000	44	0.012117	0.012673
157.500000	45	0.018368	0.018834
157.500000	46	0.024545	0.024921
157.500000	47	0.030626	0.030909
157.500000	48	0.036586	0.036776
157.500000	49	0.042402	0.042497
157.500000	50	0.048050	0.048050
157.500000	51	0.053509	0.053414
157.500000	52	0.058756	0.058567
157.500000	53	0.063772	0.063489
157.500000	54	0.068536	0.068160
157.500000	55	0.073029	0.072563
157.500000	56	0.077235	0.076679
157.500000	57	0.081135	0.080492
157.500000	58	0.084715	0.083988
157.500000	59	0.087961	0.087152
157.500000	60	0.090860	0.089972
157.500000	61	0.093400	0.092438
157.500000	62	0.095572	0.094538
157.500000	63	0.097366	0.096265
157.500000	64	0.098776	0.097613
157.500000	65	0.099796	0.098575
157.500000	66	0.100423	0.099148
157.500000	67	0.100653	0.099330
157.500000	68	0.100486	0.099120
157.500000	69	0.099922	0.098518
157.500000	70	0.098964	0.097528
157.500000	71	0.097616	0.096153
157.500000	72	0.095882	0.094398
157.500000	73	0.093770	0.092271
157.500000	74	0.091287	0.089780
157.500000	75	0.088445	0.086935
157.500000	76	0.085253	0.083746
157.500000	77	0.081725	0.080227
157.500000	78	0.077874	0.076391
157.500000	79	0.073716	0.072254
157.500000	80	0.069268	0.067831
157.500000	81	0.064545	0.063141
157.500000	82	0.059568	0.058202
157.500000	83	0.054356	0.053033
157.500000	84	0.048930	0.047655
157.500000	85	0.043310	0.042088
157.500000	86	0.037519	0.036356
157.500000	87	0.031581	0.030480
157.500000	88	0.025517	0.024484
157.500000	89	0.019353	0.018391
157.500000	90	0.013113	0.012225
157.500000	91	0.006821	0.006012
157.500000	92	0.000502	-0.000226
157.500000	93	-0.005819	-0.006462
157.500000	94	-0.012117	-0.012673
157.500000	95	-0.018368	-0.018834
157.500000	96	-0.024545	-0.024921
157.500000	97	-0.030626	-0.030909
157.500000	98	-0.036586	-0.036776
157.500000	99	-0.042402	-0.042497
157.500000	100	-0.048050	-0.048050
157.500000	101	-0.053509	-0.053414
157.500000	102	-0.058756	-0.058567
157.500000	103	-0.063772	-0.063489
157.500000	104	-0.068536	-0.068160
157.500000	105	-0.073029	-0.072563
157.500000	106	-0.077235	-0.076679
157.500000	107	-0.081135	-0.080492
157.500000	108	-0.084715	-0.083988
157.500000	109	-0.087961	-0.087152
157.500000	110	-0.090860	-0.089972
157.500000	111	-0.093400	-0.092438
157.500000	112	-0.095572	-0.094538
157.500000	113	-0.097366	-0.096265
157.500000	114	-0.098776	-0.097613
157.500000	115	-0.099796	-0.098575
157.500000	116	-0.100423	-0.099148
157.500000	117	-0.100653	-0.099330
157.500000	118	-0.100486	-0.099120
157.500000	119	-0.099922	-0.098518
157.500000	120	-0.098964	-0.097528
157.500000	121	-0.097616	-0.096153
157.500000	122	-0.095882	-0.094398
157.500000	123	-0.093770	-0.092271
157.500000	124	-0.091287	-0.089780
157.500000	125	-0.088445	-0.086935
157.500000	126	-0.085253	-0.083746
157.500000	127	-0.081725	-0.080227
157.500000	128	-0.077874	-0.076391
157.500000	129	-0.073716	-0.072254
157.500000	130	-0.069268	-0.067831
157.500000	131	-0.064545	-0.063141
157.500000	132	-0.059568	-0.058202
157.500000	133	-0.054356	-0.053033
157.500000	134	-0.048930	-0.047655
157.500000	135	-0.043310	-0.042088
157.500000	136	-0.037519	-0.036356
157.500000	137	-0.031581	-0.030480
157.500000	138	-0.025517	-0.024484
157.500000	139	-0.019353	-0.018391
157.500000	140	-0.013113	-0.012225
157.500000	141	-0.006821	-0.006012
157.500000	142	-0.000502	0.000226
157.500000	143	0.005819	0.006462
157.500000	144	0.012117	0.012673
157.500000	145	0.018368	0.018834
