# t	k	Ex	Hy
47.500000	119	-0.087431	-0.087798
47.500000	120	-0.090281	-0.090656
47.500000	121	-0.092774	-0.093156
47.500000	122	-0.094901	-0.095289
47.500000	123	-0.096654	-0.097046
47.500000	124	-0.098025	-0.098419
47.500000	125	-0.099009	-0.099404
47.500000	126	-0.099603	-0.099997
47.500000	127	-0.099804	-0.100195
47.500000	128	-0.099610	-0.099998
47.500000	129	-0.099024	-0.099406
47.500000	130	-0.098046	-0.098422
47.500000	131	-0.096682	-0.097049
47.500000	132	-0.094937	-0.095294
47.500000	133	-0.092816	-0.093162
47.500000	134	-0.090329	-0.090663
47.500000	135	-0.087486	-0.087806
47.500000	136	-0.084298	-0.084602
47.500000	137	-0.080776	-0.081064
47.500000	138	-0.076936	-0.077207
47.500000	139	-0.072793	-0.073045
47.500000	140	-0.068362	-0.068594
47.500000	141	-0.063661	-0.063873
47.500000	142	-0.058709	-0.058900
47.500000	143	-0.053526	-0.053694
47.500000	144	-0.048131	-0.048276
47.500000	145	-0.042546	-0.042668
47.500000	146	-0.036793	-0.036892
47.500000	147	-0.030896	-0.030970
47.500000	148	-0.024876	-0.024925
47.500000	149	-0.018758	-0.018782
47.500000	150	-0.012566	-0.012566
47.500000	151	-0.006324	-0.006299
47.500000	152	-0.000057	-0.000008
47.500000	153	0.006209	0.006283
47.500000	154	0.012452	0.012550
47.500000	155	0.018645	0.018767
47.500000	156	0.024765	0.024910
47.500000	157	0.030786	0.030955
47.500000	158	0.036687	0.036877
47.500000	159	0.042442	0.042654
47.500000	160	0.048030	0.048263
47.500000	161	0.053429	0.053681
47.500000	162	0.058617	0.058887
47.500000	163	0.063573	0.063861
47.500000	164	0.068278	0.068583
47.500000	165	0.072714	0.073034
47.500000	166	0.076863	0.077197
47.500000	167	0.080709	0.081055
47.500000	168	0.084236	0.084593
47.500000	169	0.087431	0.087798
47.500000	170	0.090281	0.090656
47.500000	171	0.092774	0.093156
47.500000	172	0.094901	0.095289
47.500000	173	0.096654	0.097046
47.500000	174	0.098025	0.098419
47.500000	175	0.099009	0.099404
47.500000	176	0.099603	0.099997
47.500000	177	0.099804	0.100195
47.500000	178	0.099610	0.099998
47.500000	179	0.099024	0.099406
47.500000	180	0.098046	0.098422
47.500000	181	0.096682	0.097049
47.500000	182	0.094937	0.095294
47.500000	183	0.092816	0.093162
47.500000	184	0.090329	0.090663
47.500000	185	0.087486	0.087806
47.500000	186	0.084298	0.084602
47.500000	187	0.080776	0.081064
47.500000	188	0.076936	0.077207
47.500000	189	0.072793	0.073045
47.500000	190	0.068362	0.068594
47.500000	191	0.063661	0.063873
47.500000	192	0.058709	0.058900
47.500000	193	0.053526	0.053694
47.500000	194	0.048131	0.048276
47.500000	195	0.042546	0.042668
47.500000	196	0.036793	0.036892
47.500000	197	0.030896	0.030970
47.500000	198	0.024876	0.024925
47.500000	199	0.018758	0.018782
50.000000	0	-0.003101	-0.003101
50.000000	1	-0.009374	-0.009368
50.000000	2	-0.015610	-0.015598
50.000000	3	-0.021784	-0.021766
50.000000	4	-0.027873	-0.027848
50.000000	5	-0.033851	-0.033821
50.000000	6	-0.039696	-0.039660
50.000000	7	-0.045384	-0.045342
50.000000	8	-0.050893	-0.050846
50.000000	9	-0.056201	-0.056149
50.000000	10	-0.061287	-0.061230
50.000000	11	-0.066132	-0.066070
50.000000	12	-0.070716	-0.070649
50.000000	13	-0.075020	-0.074949
50.000000	14	-0.079028	-0.078953
50.000000	15	-0.082725	-0.082646
50.000000	16	-0.086095	-0.086013
50.000000	17	-0.089125	-0.089040
50.000000	18	-0.091804	-0.091715
50.000000	19	-0.094120	-0.094029
50.000000	20	-0.096064	-0.095972
50.000000	21	-0.097630	-0.097536
50.000000	22	-0.098810	-0.098715
50.000000	23	-0.099601	-0.099504
50.000000	24	-0.099998	-0.099901
50.000000	25	-0.100001	-0.099903
50.000000	26	-0.099609	-0.099511
50.000000	27	-0.098823	-0.098727
50.000000	28	-0.097648	-0.097553
50.000000	29	-0.096088	-0.095993
50.000000	30	-0.094148	-0.094055
50.000000	31	-0.091837	-0.091746
50.000000	32	-0.089163	-0.089075
50.000000	33	-0.086137	-0.086052
50.000000	34	-0.082772	-0.082690
50.000000	35	-0.079080	-0.079001
50.000000	36	-0.075075	-0.075000
50.000000	37	-0.070775	-0.070704
50.000000	38	-0.066195	-0.066128
50.000000	39	-0.061354	-0.061291
50.000000	40	-0.056270	-0.056213
50.000000	41	-0.050965	-0.050913
50.000000	42	-0.045458	-0.045411
50.000000	43	-0.039772	-0.039731
50.000000	44	-0.033930	-0.033894
50.000000	45	-0.027953	-0.027923
50.000000	46	-0.021866	-0.021842
50.000000	47	-0.015692	-0.015674
50.000000	48	-0.009457	-0.009445
50.000000	49	-0.003184	-0.003178
50.000000	50	0.003101	0.003101
50.000000	51	0.009374	0.009368
50.000000	52	0.015610	0.015598
50.000000	53	0.021784	0.021766
50.000000	54	0.027873	0.027848
50.000000	55	0.033851	0.033821
50.000000	56	0.039696	0.039660
50.000000	57	0.045384	0.045342
50.000000	58	0.050893	0.050846
50.000000	59	0.056201	0.056149
50.000000	60	0.061287	0.061230
50.000000	61	0.066132	0.066070
50.000000	62	0.070716	0.070649
50.000000	63	0.075020	0.074949
50.000000	64	0.079028	0.078953
50.000000	65	0.082725	0.082646
50.000000	66	0.086095	0.086013
50.000000	67	0.089125	0.089040
50.000000	68	0.091804	0.091715
50.000000	69	0.094120	0.094029
50.000000	70	0.096064	0.095972
50.000000	71	0.097630	0.097536
50.000000	72	0.098810	0.098715
50.000000	73	0.099601	0.099504
50.000000	74	0.099998	0.099901
50.000000	75	0.100001	0.099903
50.000000	76	0.099609	0.099511
50.000000	77	0.098823	0.098727
50.000000	78	0.097648	0.097553
50.000000	79	0.096088	0.095993
50.000000	80	0.094148	0.094055
50.000000	81	0.091837	0.091746
50.000000	82	0.089163	0.089075
50.000000	83	0.086137	0.086052
50.000000	84	0.082772	0.082690
50.000000	85	0.079080	0.079001
50.000000	86	0.075075	0.075000
50.000000	87	0.070775	0.070704
50.000000	88	0.066195	0.066128
50.000000	89	0.061354	0.061291
50.000000	90	0.056270	0.056213
50.000000	91	0.050965	0.050913
50.000000	92	0.045458	0.045411
50.000000	93	0.039772	0.039731
50.000000	94	0.033930	0.033894
50.000000	95	0.027953	0.027923
50.000000	96	0.021866	0.021842
50.000000	97	0.015692	0.015674
50.000000	98	0.009457	0.009445
50.000000	99	0.003184	0.003178
50.000000	100	-0.003101	-0.003101
50.000000	101	-0.009374	-0.009368
50.000000	102	-0.015610	-0.015598
50.000000	103	-0.021784	-0.021766
50.000000	104	-0.027873	-0.027848
50.000000	105	-0.033851	-0.033821
50.000000	106	-0.039696	-0.039660
50.000000	107	-0.045384	-0.045342
50.000000	108	-0.050893	-0.050846
50.000000	109	-0.056201	-0.056149
50.000000	110	-0.061287	-0.061230
50.000000	111	-0.066132	-0.066070
50.000000	112	-0.070716	-0.070649
50.000000	113	-0.075020	-0.074949
50.000000	114	-0.079028	-0.078953
50.000000	115	-0.082725	-0.082646
50.000000	116	-0.086095	-0.086013
50.000000	117	-0.089125	-0.089040
50.000000	118	-0.091804	-0.091715
50.000000	119	-0.094120	-0.094029
50.000000	120	-0.096064	-0.095972
50.000000	121	-0.097630	-0.097536
50.000000	122	-0.098810	-0.098715
50.000000	123	-0.099601	-0.099504
50.000000	124	-0.099998	-0.099901
50.000000	125	-0.100001	-0.099903
50.000000	126	-0.099609	-0.099511
50.000000	127	-0.098823	-0.098727
50.000000	128	-0.097648	-0.097553
50.000000	129	-0.096088	-0.095993
50.000000	130	-0.094148	-0.094055
50.000000	131	-0.091837	-0.091746
50.000000	132	-0.089163	-0.089075
50.000000	133	-0.086137	-0.086052
50.000000	134	-0.082772	-0.082690
50.000000	135	-0.079080	-0.079001
50.000000	136	-0.075075	-0.075000
50.000000	137	-0.070775	-0.070704
50.000000	138	-0.066195	-0.066128
50.000000	139	-0.061354	-0.061291
50.000000	140	-0.056270	-0.056213
50.000000	141	-0.050965	-0.050913
50.000000	142	-0.045458	-0.045411
50.000000	143	-0.039772	-0.039731
50.000000	144	-0.033930	-0.033894
50.000000	145	-0.027953	-0.027923
50.000000	146	-0.021866	-0.021842
50.000000	147	-0.015692	-0.015674
50.000000	148	-0.009457	-0.009445
50.000000	149	-0.003184	-0.003178
50.000000	150	0.003101	0.003101
50.000000	151	0.009374	0.009368
50.000000	152	0.015610	0.015598
50.000000	153	0.021784	0.021766
50.000000	154	0.027873	0.027848
50.000000	155	0.033851	0.033821
50.000000	156	0.039696	0.039660
50.000000	157	0.045384	0.045342
50.000000	158	0.050893	0.050846
50.000000	159	0.056201	0.056149
50.000000	160	0.061287	0.061230
50.000000	161	0.066132	0.066070
50.000000	162	0.070716	0.070649
50.000000	163	0.075020	0.074949
50.000000	164	0.079028	0.078953
50.000000	165	0.082725	0.082646
50.000000	166	0.086095	0.086013
50.000000	167	0.089125	0.089040
50.000000	168	0.091804	0.091715
50.000000	169	0.094120	0.094029
50.000000	170	0.096064	0.095972
50.000000	171	0.097630	0.097536
50.000000	172	0.098810	0.098715
50.000000	173	0.099601	0.099504
50.000000	174	0.099998	0.099901
50.000000	175	0.100001	0.099903
50.000000	176	0.099609	0.099511
50.000000	177	0.098823	0.098727
50.000000	178	0.097648	0.097553
50.000000	179	0.096088	0.095993
50.000000	180	0.094148	0.094055
50.000000	181	0.091837	0.091746
50.000000	182	0.089163	0.089075
50.000000	183	0.086137	0.086052
50.000000	184	0.082772	0.082690
50.000000	185	0.079080	0.079001
50.000000	186	0.075075	0.075000
50.000000	187	0.070775	0.070704
50.000000	188	0.066195	0.066128
50.000000	189	0.061354	0.061291
50.000000	190	0.056270	0.056213
50.000000	191	0.050965	0.050913
50.000000	192	0.045458	0.045411
50.000000	193	0.039772	0.039731
50.000000	194	0.033930	0.033894
50.000000	195	0.027953	0.027923
50.000000	196	0.021866	0.021842
50.000000	197	0.015692	0.015674
50.000000	198	0.009457	0.009445
50.000000	199	0.003184	0.003178
52.500000	0	-0.018691	-0.018691
52.500000	1	-0.024841	-0.024804
52.500000	2	-0.030893	-0.030819
52.500000	3	-0.036822	-0.036712
52.500000	4	-0.042607	-0.042461
52.500000	5	-0.048224	-0.048042
52.500000	6	-0.053650	-0.053433
52.500000	7	-0.058864	-0.058614
52.500000	8	-0.063846	-0.063563
52.500000	9	-0.068576	-0.068262
52.500000	10	-0.073036	-0.072691
52.500000	11	-0.077207	-0.076833
52.500000	12	-0.081074	-0.080671
52.500000	13	-0.084620	-0.084192
52.500000	14	-0.087833	-0.087380
52.500000	15	-0.090699	-0.090224
52.500000	16	-0.093207	-0.092711
52.500000	17	-0.095347	-0.094832
52.500000	18	-0.097111	-0.096579
52.500000	19	-0.098492	-0.097945
52.500000	20	-0.099483	-0.098925
52.500000	21	-0.100083	-0.099514
52.500000	22	-0.100287	-0.099710
52.500000	23	-0.100096	-0.099513
52.500000	24	-0.099509	-0.098923
52.500000	25	-0.098530	-0.097943
52.500000	26	-0.097162	-0.096576
52.500000	27	-0.095411	-0.094828
52.500000	28	-0.093283	-0.092706
52.500000	29	-0.090786	-0.090217
52.500000	30	-0.087932	-0.087373
52.500000	31	-0.084730	-0.084184
52.500000	32	-0.081195	-0.080663
52.500000	33	-0.077338	-0.076823
52.500000	34	-0.073177	-0.072681
52.500000	35	-0.068726	-0.068251
52.500000	36	-0.064005	-0.063552
52.500000	37	-0.059031	-0.058602
52.500000	38	-0.053823	-0.053421
52.500000	39	-0.048404	-0.048029
52.500000	40	-0.042793	-0.042448
52.500000	41	-0.037014	-0.036699
52.500000	42	-0.031088	-0.030805
52.500000	43	-0.025040	-0.024790
52.500000	44	-0.018893	-0.018677
52.500000	45	-0.012671	-0.012490
52.500000	46	-0.006400	-0.006254
52.500000	47	-0.000103	0.000007
52.500000	48	0.006194	0.006268
52.500000	49	0.012467	0.012504
52.500000	50	0.018691	0.018691
52.500000	51	0.024841	0.024804
52.500000	52	0.030893	0.030819
52.500000	53	0.036822	0.036712
52.500000	54	0.042607	0.042461
52.500000	55	0.048224	0.048042
52.500000	56	0.053650	0.053433
52.500000	57	0.058864	0.058614
52.500000	58	0.063846	0.063563
52.500000	59	0.068576	0.068262
52.500000	60	0.073036	0.072691
52.500000	61	0.077207	0.076833
52.500000	62	0.081074	0.080671
52.500000	63	0.084620	0.084192
52.500000	64	0.087833	0.087380
52.500000	65	0.090699	0.090224
52.500000	66	0.093207	0.092711
52.500000	67	0.095347	0.094832
52.500000	68	0.097111	0.096579
52.500000	69	0.098492	0.097945
52.500000	70	0.099483	0.098925
52.500000	71	0.100083	0.099514
52.500000	72	0.100287	0.099710
52.500000	73	0.100096	0.099513
52.500000	74	0.099509	0.098923
52.500000	75	0.098530	0.097943
52.500000	76	0.097162	0.096576
52.500000	77	0.095411	0.094828
52.500000	78	0.093283	0.092706
52.500000	79	0.090786	0.090217
52.500000	80	0.087932	0.087373
52.500000	81	0.084730	0.084184
52.500000	82	0.081195	0.080663
52.500000	83	0.077338	0.076823
52.500000	84	0.073177	0.072681
52.500000	85	0.068726	0.068251
52.500000	86	0.064005	0.063552
52.500000	87	0.059031	0.058602
52.500000	88	0.053823	0.053421
52.500000	89	0.048404	0.048029
52.500000	90	0.042793	0.042448
52.500000	91	0.037014	0.036699
52.500000	92	0.031088	0.030805
52.500000	93	0.025040	0.024790
52.500000	94	0.018893	0.018677
52.500000	95	0.012671	0.012490
52.500000	96	0.006400	0.006254
52.500000	97	0.000103	-0.000007
52.500000	98	-0.006194	-0.006268
52.500000	99	-0.012467	-0.012504
52.500000	100	-0.018691	-0.018691
52.500000	101	-0.024841	-0.024804
52.500000	102	-0.030893	-0.030819
52.500000	103	-0.036822	-0.036712
52.500000	104	-0.042607	-0.042461
52.500000	105	-0.048224	-0.048042
52.500000	106	-0.053650	-0.053433
52.500000	107	-0.058864	-0.058614
52.500000	108	-0.063846	-0.063563
52.500000	109	-0.068576	-0.068262
52.500000	110	-0.073036	-0.072691
52.500000	111	-0.077207	-0.076833
52.500000	112	-0.081074	-0.080671
52.500000	113	-0.084620	-0.084192
52.500000	114	-0.087833	-0.087380
52.500000	115	-0.090699	-0.090224
52.500000	116	-0.093207	-0.092711
52.500000	117	-0.095347	-0.094832
52.500000	118	-0.097111	-0.096579
52.500000	119	-0.098492	-0.097945
52.500000	120	-0.099483	-0.098925
52.500000	121	-0.100083	-0.099514
52.500000	122	-0.100287	-0.099710
52.500000	123	-0.100096	-0.099513
52.500000	124	-0.099509	-0.098923
52.500000	125	-0.098530	-0.097943
52.500000	126	-0.097162	-0.096576
52.500000	127	-0.095411	-0.094828
52.500000	128	-0.093283	-0.092706
52.500000	129	-0.090786	-0.090217
52.500000	130	-0.087932	-0.087373
52.500000	131	-0.084730	-0.084184
52.500000	132	-0.081195	-0.080663
52.500000	133	-0.077338	-0.076823
52.500000	134	-0.073177	-0.072681
52.500000	135	-0.068726	-0.068251
52.500000	136	-0.064005	-0.063552
52.500000	137	-0.059031	-0.058602
52.500000	138	-0.053823	-0.053421
52.500000	139	-0.048404	-0.048029
52.500000	140	-0.042793	-0.042448
52.500000	141	-0.037014	-0.036699
52.500000	142	-0.031088	-0.030805
52.500000	143	-0.025040	-0.024790
52.500000	144	-0.018893	-0.018677
52.500000	145	-0.012671	-0.012490
52.500000	146	-0.006400	-0.006254
52.500000	147	-0.000103	0.000007
52.500000	148	0.006194	0.006268
52.500000	149	0.012467	0.012504
52.500000	150	0.018691	0.018691
52.500000	151	0.024841	0.024804
52.500000	152	0.030893	0.030819
52.500000	153	0.036822	0.036712
52.500000	154	0.042607	0.042461
52.500000	155	0.048224	0.048042
52.500000	156	0.053650	0.053433
52.500000	157	0.058864	0.058614
52.500000	158	0.063846	0.063563
52.500000	159	0.068576	0.068262
52.500000	160	0.073036	0.072691
52.500000	161	0.077207	0.076833
52.500000	162	0.081074	0.080671
52.500000	163	0.084620	0.084192
52.500000	164	0.087833	0.087380
52.500000	165	0.090699	0.090224
52.500000	166	0.093207	0.092711
52.500000	167	0.095347	0.094832
52.500000	168	0.097111	0.096579
52.500000	169	0.098492	0.097945
52.500000	170	0.099483	0.098925
52.500000	171	0.100083	0.099514
52.500000	172	0.100287	0.099710
52.500000	173	0.100096	0.099513
52.500000	174	0.099509	0.098923
52.500000	175	0.098530	0.097943
52.500000	176	0.097162	0.096576
52.500000	177	0.095411	0.094828
52.500000	178	0.093283	0.092706
52.500000	179	0.090786	0.090217
52.500000	180	0.087932	0.087373
52.500000	181	0.084730	0.084184
52.500000	182	0.081195	0.080663
52.500000	183	0.077338	0.076823
52.500000	184	0.073177	0.072681
52.500000	185	0.068726	0.068251
52.500000	186	0.064005	0.063552
52.500000	187	0.059031	0.058602
52.500000	188	0.053823	0.053421
52.500000	189	0.048404	0.048029
52.500000	190	0.042793	0.042448
52.500000	191	0.037014	0.036699
52.500000	192	0.031088	0.030805
52.500000	193	0.025040	0.024790
52.500000	194	0.018893	0.018677
52.500000	195	0.012671	0.012490
52.500000	196	0.006400	0.006254
52.500000	197	0.000103	-0.000007
52.500000	198	-0.006194	-0.006268
52.500000	199	-0.012467	-0.012504
55.000000	0	-0.033821	-0.033821
55.000000	1	-0.039696	-0.039629
55.000000	2	-0.045415	-0.045282
55.000000	3	-0.050954	-0.050755
55.000000	4	-0.056293	-0.056028
55.000000	5	-0.061409	-0.061081
55.000000	6	-0.066283	-0.065892
55.000000	7	-0.070895	-0.070443
55.000000	8	-0.075228	-0.074716
55.000000	9	-0.079263	-0.078694
55.000000	10	-0.082986	-0.082361
55.000000	11	-0.086381	-0.085704
55.000000	12	-0.089436	-0.088708
55.000000	13	-0.092137	-0.091362
55.000000	14	-0.094475	-0.093656
55.000000	15	-0.096440	-0.095580
55.000000	16	-0.098024	-0.097127
55.000000	17	-0.099222	-0.098290
55.000000	18	-0.100028	-0.099066
55.000000	19	-0.100439	-0.099451
55.000000	20	-0.100454	-0.099443
55.000000	21	-0.100072	-0.099042
55.000000	22	-0.099295	-0.098251
55.000000	23	-0.098127	-0.097072
55.000000	24	-0.096571	-0.095510
55.000000	25	-0.094634	-0.093571
55.000000	26	-0.092324	-0.091263
55.000000	27	-0.089649	-0.088595
55.000000	28	-0.086620	-0.085576
55.000000	29	-0.083250	-0.082221
55.000000	30	-0.079551	-0.078540
55.000000	31	-0.075538	-0.074550
55.000000	32	-0.071227	-0.070266
55.000000	33	-0.066635	-0.065704
55.000000	34	-0.061780	-0.060883
55.000000	35	-0.056681	-0.055821
55.000000	36	-0.051359	-0.050540
55.000000	37	-0.045833	-0.045059
55.000000	38	-0.040127	-0.039400
55.000000	39	-0.034263	-0.033585
55.000000	40	-0.028263	-0.027638
55.000000	41	-0.022152	-0.021582
55.000000	42	-0.015953	-0.015441
55.000000	43	-0.009691	-0.009239
55.000000	44	-0.003391	-0.003000
55.000000	45	0.002922	0.003250
55.000000	46	0.009224	0.009488
55.000000	47	0.015489	0.015688
55.000000	48	0.021693	0.021827
55.000000	49	0.027812	0.027879
55.000000	50	0.033821	0.033821
55.000000	51	0.039696	0.039629
55.000000	52	0.045415	0.045282
55.000000	53	0.050954	0.050755
55.000000	54	0.056293	0.056028
55.000000	55	0.061409	0.061081
55.000000	56	0.066283	0.065892
55.000000	57	0.070895	0.070443
55.000000	58	0.075228	0.074716
55.000000	59	0.079263	0.078694
55.000000	60	0.082986	0.082361
55.000000	61	0.086381	0.085704
55.000000	62	0.089436	0.088708
55.000000	63	0.092137	0.091362
55.000000	64	0.094475	0.093656
55.000000	65	0.096440	0.095580
55.000000	66	0.098024	0.097127
55.000000	67	0.099222	0.098290
55.000000	68	0.100028	0.099066
55.000000	69	0.100439	0.099451
55.000000	70	0.100454	0.099443
55.000000	71	0.100072	0.099042
55.000000	72	0.099295	0.098251
55.000000	73	0.098127	0.097072
55.000000	74	0.096571	0.095510
55.000000	75	0.094634	0.093571
55.000000	76	0.092324	0.091263
55.000000	77	0.089649	0.088595
55.000000	78	0.086620	0.085576
55.000000	79	0.083250	0.082221
55.000000	80	0.079551	0.078540
55.000000	81	0.075538	0.074550
55.000000	82	0.071227	0.070266
55.000000	83	0.066635	0.065704
55.000000	84	0.061780	0.060883
55.000000	85	0.056681	0.055821
55.000000	86	0.051359	0.050540
55.000000	87	0.045833	0.045059
55.000000	88	0.040127	0.039400
55.000000	89	0.034263	0.033585
55.000000	90	0.028263	0.027638
55.000000	91	0.022152	0.021582
55.000000	92	0.015953	0.015441
55.000000	93	0.009691	0.009239
55.000000	94	0.003391	0.003000
55.000000	95	-0.002922	-0.003250
55.000000	96	-0.009224	-0.009488
55.000000	97	-0.015489	-0.015688
55.000000	98	-0.021693	-0.021827
55.000000	99	-0.027812	-0.027879
55.000000	100	-0.033821	-0.033821
55.000000	101	-0.039696	-0.039629
55.000000	102	-0.045415	-0.045282
55.000000	103	-0.050954	-0.050755
55.000000	104	-0.056293	-0.056028
55.000000	105	-0.061409	-0.061081
55.000000	106	-0.066283	-0.065892
55.000000	107	-0.070895	-0.070443
55.000000	108	-0.075228	-0.074716
55.000000	109	-0.079263	-0.078694
55.000000	110	-0.082986	-0.082361
55.000000	111	-0.086381	-0.085704
55.000000	112	-0.089436	-0.088708
55.000000	113	-0.092137	-0.091362
55.000000	114	-0.094475	-0.093656
55.000000	115	-0.096440	-0.095580
55.000000	116	-0.098024	-0.097127
55.000000	117	-0.099222	-0.098290
55.000000	118	-0.100028	-0.099066
55.000000	119	-0.100439	-0.099451
55.000000	120	-0.100454	-0.099443
55.000000	121	-0.100072	-0.099042
55.000000	122	-0.099295	-0.098251
55.000000	123	-0.098127	-0.097072
55.000000	124	-0.096571	-0.095510
55.000000	125	-0.094634	-0.093571
55.000000	126	-0.092324	-0.091263
55.000000	127	-0.089649	-0.088595
55.000000	128	-0.086620	-0.085576
55.000000	129	-0.083250	-0.082221
55.000000	130	-0.079551	-0.078540
55.000000	131	-0.075538	-0.074550
55.000000	132	-0.071227	-0.070266
55.000000	133	-0.066635	-0.065704
55.000000	134	-0.061780	-0.060883
55.000000	135	-0.056681	-0.055821
55.000000	136	-0.051359	-0.050540
55.000000	137	-0.045833	-0.045059
55.000000	138	-0.040127	-0.039400
55.000000	139	-0.034263	-0.033585
55.000000	140	-0.028263	-0.027638
55.000000	141	-0.022152	-0.021582
55.000000	142	-0.015953	-0.015441
55.000000	143	-0.009691	-0.009239
55.000000	144	-0.003391	-0.003000
55.000000	145	0.002922	0.003250
55.000000	146	0.009224	0.009488
55.000000	147	0.015489	0.015688
55.000000	148	0.021693	0.021827
55.000000	149	0.027812	0.027879
55.000000	150	0.033821	0.033821
55.000000	151	0.039696	0.039629
55.000000	152	0.045415	0.045282
55.000000	153	0.050954	0.050755
55.000000	154	0.056293	0.056028
55.000000	155	0.061409	0.061081
55.000000	156	0.066283	0.065892
55.000000	157	0.070895	0.070443
55.000000	158	0.075228	0.074716
55.000000	159	0.079263	0.078694
55.000000	160	0.082986	0.082361
55.000000	161	0.086381	0.085704
55.000000	162	0.089436	0.088708
55.000000	163	0.092137	0.091362
55.000000	164	0.094475	0.093656
55.000000	165	0.096440	0.095580
55.000000	166	0.098024	0.097127
55.000000	167	0.099222	0.098290
55.000000	168	0.100028	0.099066
55.000000	169	0.100439	0.099451
55.000000	170	0.100454	0.099443
55.000000	171	0.100072	0.099042
55.000000	172	0.099295	0.098251
55.000000	173	0.098127	0.097072
55.000000	174	0.096571	0.095510
55.000000	175	0.094634	0.093571
55.000000	176	0.092324	0.091263
55.000000	177	0.089649	0.088595
55.000000	178	0.086620	0.085576
55.000000	179	0.083250	0.082221
55.000000	180	0.079551	0.078540
55.000000	181	0.075538	0.074550
55.000000	182	0.071227	0.070266
55.000000	183	0.066635	0.065704
55.000000	184	0.061780	0.060883
55.000000	185	0.056681	0.055821
55.000000	186	0.051359	0.050540
55.000000	187	0.045833	0.045059
55.000000	188	0.040127	0.039400
55.000000	189	0.034263	0.033585
55.000000	190	0.028263	0.027638
55.000000	191	0.022152	0.021582
55.000000	192	0.015953	0.015441
55.000000	193	0.009691	0.009239
55.000000	194	0.003391	0.003000
55.000000	195	-0.002922	-0.003250
55.000000	196	-0.009224	-0.009488
55.000000	197	-0.015489	-0.015688
55.000000	198	-0.021693	-0.021827
55.000000	199	-0.027812	-0.027879
57.500000	0	-0.048118	-0.048118
57.500000	1	-0.053574	-0.053479
57.500000	2	-0.058819	-0.058630
57.500000	3	-0.063832	-0.063549
57.500000	4	-0.068593	-0.068217
57.500000	5	-0.073083	-0.072615
57.500000	6	-0.077284	-0.076728
57.500000	7	-0.081181	-0.080537
57.500000	8	-0.084757	-0.084029
57.500000	9	-0.087999	-0.087189
57.500000	10	-0.090894	-0.090005
57.500000	11	-0.093429	-0.092465
57.500000	12	-0.095596	-0.094561
57.500000	13	-0.097386	-0.096284
57.500000	14	-0.098792	-0.097626
57.500000	15	-0.099807	-0.098584
57.500000	16	-0.100429	-0.099152
57.500000	17	-0.100654	-0.099329
57.500000	18	-0.100482	-0.099114
57.500000	19	-0.099914	-0.098508
57.500000	20	-0.098951	-0.097513
57.500000	21	-0.097597	-0.096133
57.500000	22	-0.095859	-0.094374
57.500000	23	-0.093742	-0.092242
57.500000	24	-0.091255	-0.089746
57.500000	25	-0.088408	-0.086896
57.500000	26	-0.085213	-0.083703
57.500000	27	-0.081680	-0.080180
57.500000	28	-0.077826	-0.076341
57.500000	29	-0.073664	-0.072200
57.500000	30	-0.069212	-0.067774
57.500000	31	-0.064487	-0.063081
57.500000	32	-0.059507	-0.058138
57.500000	33	-0.054292	-0.052967
57.500000	34	-0.048863	-0.047586
57.500000	35	-0.043241	-0.042017
57.500000	36	-0.037448	-0.036283
57.500000	37	-0.031508	-0.030405
57.500000	38	-0.025443	-0.024408
57.500000	39	-0.019278	-0.018314
57.500000	40	-0.013037	-0.012148
57.500000	41	-0.006744	-0.005934
57.500000	42	-0.000425	0.000304
57.500000	43	0.005896	0.006540
57.500000	44	0.012194	0.012750
57.500000	45	0.018443	0.018911
57.500000	46	0.024620	0.024996
57.500000	47	0.030700	0.030983
57.500000	48	0.036658	0.036848
57.500000	49	0.042472	0.042567
57.500000	50	0.048118	0.048118
57.500000	51	0.053574	0.053479
57.500000	52	0.058819	0.058630
57.500000	53	0.063832	0.063549
57.500000	54	0.068593	0.068217
57.500000	55	0.073083	0.072615
57.500000	56	0.077284	0.076728
57.500000	57	0.081181	0.080537
57.500000	58	0.084757	0.084029
57.500000	59	0.087999	0.087189
57.500000	60	0.090894	0.090005
57.500000	61	0.093429	0.092465
57.500000	62	0.095596	0.094561
57.500000	63	0.097386	0.096284
57.500000	64	0.098792	0.097626
57.500000	65	0.099807	0.098584
57.500000	66	0.100429	0.099152
57.500000	67	0.100654	0.099329
57.500000	68	0.100482	0.099114
57.500000	69	0.099914	0.098508
57.500000	70	0.098951	0.097513
57.500000	71	0.097597	0.096133
57.500000	72	0.095859	0.094374
57.500000	73	0.093742	0.092242
57.500000	74	0.091255	0.089746
57.500000	75	0.088408	0.086896
57.500000	76	0.085213	0.083703
57.500000	77	0.081680	0.080180
57.500000	78	0.077826	0.076341
57.500000	79	0.073664	0.072200
57.500000	80	0.069212	0.067774
57.500000	81	0.064487	0.063081
57.500000	82	0.059507	0.058138
57.500000	83	0.054292	0.052967
57.500000	84	0.048863	0.047586
57.500000	85	0.043241	0.042017
57.500000	86	0.037448	0.036283
57.500000	87	0.031508	0.030405
57.500000	88	0.025443	0.024408
57.500000	89	0.019278	0.018314
57.500000	90	0.013037	0.012148
57.500000	91	0.006744	0.005934
57.500000	92	0.000425	-0.000304
57.500000	93	-0.005896	-0.006540
57.500000	94	-0.012194	-0.012750
57.500000	95	-0.018443	-0.018911
