Paso 0:
x	Temperatura
0.122449	2.15639e-13
0.142857	4.34387e-12
0.163265	7.552e-11
0.183673	1.13945e-09
0.204082	1.49794e-08
0.22449	1.72016e-07
0.244898	1.72786e-06
0.265306	1.5185e-05
0.285714	0.000116659
0.306122	0.000781936
0.326531	0.00455854
0.346939	0.0230141
0.367347	0.100042
0.387755	0.371727
0.408163	1.16994
0.428571	3.08459
0.44898	6.72386
0.469388	11.9386
0.489796	17.001
0.510204	19.1636
0.530612	17.001
0.55102	11.9386
0.571429	6.72386
0.591837	3.08459
0.612245	1.16994
0.632653	0.371727
0.653061	0.100042
0.673469	0.0230141
0.693878	0.00455854
0.714286	0.000781936
0.734694	0.000116659
0.755102	1.5185e-05
0.77551	1.72786e-06
0.795918	1.72016e-07
0.816327	1.49794e-08
0.836735	1.13945e-09
0.857143	7.552e-11
0.877551	4.34387e-12
0.897959	2.15639e-13
0.918367	9.16908e-15
0.938776	3.30569e-16
0.959184	9.9677e-18
0.979592	2.46642e-19
1	0
-------------------------
Paso 29:
x	Temperatura
0	0
0.0204082	2.38453e-20
0.0408163	1.00536e-18
0.0612245	3.48485e-17
0.0816327	1.01229e-15
0.102041	2.49862e-14
0.122449	5.29511e-13
0.142857	9.70994e-12
0.163265	1.54974e-10
0.183673	2.16196e-09
0.204082	2.64398e-08
0.22449	2.83967e-07
0.244898	2.68036e-06
0.265306	2.22293e-05
0.285714	0.000161782
0.306122	0.00103095
0.326531	0.00573335
0.346939	0.0277019
0.367347	0.115621
0.387755	0.413867
0.408163	1.25929
0.428571	3.22262
0.44898	6.84995
0.469388	11.9264
0.489796	16.7689
0.510204	18.8174
0.530612	16.7689
0.55102	11.9264
0.571429	6.84995
0.591837	3.22262
0.612245	1.25929
0.632653	0.413867
0.653061	0.115621
0.673469	0.0277019
0.693878	0.00573335
0.714286	0.00103095
0.734694	0.000161782
0.755102	2.22293e-05
0.77551	2.68036e-06
0.795918	2.83967e-07
0.816327	2.64398e-08
0.836735	2.16196e-09
0.857143	1.54974e-10
0.877551	9.70994e-12
0.897959	5.29511e-13
0.918367	2.49862e-14
0.938776	1.01229e-15
0.959184	3.48484e-17
0.979592	1.00491e-18
1	0
-------------------------
Paso 30:
x	Temperatura
0	0
0.0204082	1.00491e-19
0.0408163	3.63539e-18
0.0612245	1.10367e-16
0.0816327	2.85277e-15
0.102041	6.34462e-14
0.122449	1.22387e-12
0.142857	2.06011e-11
0.163265	3.03974e-10
0.183673	3.94437e-09
0.204082	4.51075e-08
0.22449	4.55147e-07
0.244898	4.05313e-06
0.265306	3.18336e-05
0.285714	0.000220175
0.306122	0.00133773
0.326531	0.00711521
0.346939	0.0329802
0.367347	0.132454
0.387755	0.457659
0.408163	1.34876
0.428571	3.35579
0.44898	6.96593
0.469388	11.9077
0.489796	16.5453
0.510204	18.4895
0.530612	16.5453
0.55102	11.9077
0.571429	6.96593
0.591837	3.35579
0.612245	1.34876
0.632653	0.457659
0.653061	0.132454
0.673469	0.0329802
0.693878	0.00711521
0.714286	0.00133773
0.734694	0.000220175
0.755102	3.18336e-05
0.77551	4.05313e-06
0.795918	4.55147e-07
0.816327	4.51075e-08
0.836735	3.94437e-09
0.857143	3.03974e-10
0.877551	2.06011e-11
0.897959	1.22387e-12
0.918367	6.34462e-14
0.938776	2.85277e-15
0.959184	1.10367e-16
0.979592	3.6331e-18
1	0
-------------------------
Paso 31:
x	Temperatura
0	0
0.0204082	3.75358e-19
0.0408163	1.18946e-17
0.0612245	3.21309e-16
0.0816327	7.48278e-15
0.102041	1.51469e-13
0.122449	2.68183e-12
0.142857	4.17296e-11
0.163265	5.72648e-10
0.183673	6.94744e-09
0.204082	7.46299e-08
0.22449	7.10289e-07
0.244898	5.98854e-06
0.265306	4.46839e-05
0.285714	0.000294544
0.306122	0.00171068
0.326531	0.00872288
0.346939	0.0388714
0.367347	0.15052
0.387755	0.50295
0.408163	1.43807
0.428571	3.4841
0.44898	7.0725
0.469388	11.8833
0.489796	16.3297
0.510204	18.1783
0.530612	16.3297
0.55102	11.8833
0.571429	7.0725
0.591837	3.4841
0.612245	1.43807
0.632653	0.50295
0.653061	0.15052
0.673469	0.0388714
0.693878	0.00872288
0.714286	0.00171068
0.734694	0.000294544
0.755102	4.46839e-05
0.77551	5.98854e-06
0.795918	7.10289e-07
0.816327	7.46299e-08
0.836735	6.94744e-09
0.857143	5.72648e-10
0.877551	4.17296e-11
0.897959	2.68183e-12
0.918367	1.51469e-13
0.938776	7.48278e-15
0.959184	3.21308e-16
0.979592	1.18846e-17
1	0
-------------------------
Paso 32:
x	Temperatura
0	0
0.0204082	1.26724e-18
0.0408163	3.57361e-17
0.0612245	8.69702e-16
0.0816327	1.84334e-14
0.102041	3.42459e-13
0.122449	5.60443e-12
0.142857	8.10956e-11
0.163265	1.04035e-09
0.183673	1.18541e-08
0.204082	1.20087e-07
0.22449	1.08185e-06
0.244898	8.66302e-06
0.265306	6.15841e-05
0.285714	0.000387885
0.306122	0.00215855
0.326531	0.0105746
0.346939	0.0453941
0.367347	0.169791
0.387755	0.549585
0.408163	1.52698
0.428571	3.60754
0.44898	7.17034
0.469388	11.8542
0.489796	16.1218
0.510204	17.8824
0.530612	16.1218
0.55102	11.8542
0.571429	7.17034
0.591837	3.60754
0.612245	1.52698
0.632653	0.549585
0.653061	0.169791
0.673469	0.0453941
0.693878	0.0105746
0.714286	0.00215855
0.734694	0.000387885
0.755102	6.15841e-05
0.77551	8.66302e-06
0.795918	1.08185e-06
0.816327	1.20087e-07
0.836735	1.18541e-08
0.857143	1.04035e-09
0.877551	8.10956e-11
0.897959	5.60443e-12
0.918367	3.42459e-13
0.938776	1.84334e-14
0.959184	8.69701e-16
0.979592	3.56977e-17
1	0
-------------------------
Paso 33:
x	Temperatura
0	0
0.0204082	3.92448e-18
0.0408163	9.97225e-17
0.0612245	2.20863e-15
0.0816327	4.29605e-14
0.102041	7.37659e-13
0.122449	1.12251e-11
0.142857	1.51826e-10
0.163265	1.82904e-09
0.183673	1.96509e-08
0.204082	1.88398e-07
0.22449	1.61162e-06
0.244898	1.22917e-05
0.265306	8.34635e-05
0.285714	0.000503482
0.306122	0.0026904
0.326531	0.0126877
0.346939	0.0525633
0.367347	0.190231
0.387755	0.597413
0.408163	1.61527
0.428571	3.72617
0.44898	7.26006
0.469388	11.8209
0.489796	15.9212
0.510204	17.6006
0.530612	15.9212
0.55102	11.8209
0.571429	7.26006
0.591837	3.72617
0.612245	1.61527
0.632653	0.597413
0.653061	0.190231
0.673469	0.0525633
0.693878	0.0126877
0.714286	0.0026904
0.734694	0.000503482
0.755102	8.34635e-05
0.77551	1.22917e-05
0.795918	1.61162e-06
0.816327	1.88398e-07
0.836735	1.96509e-08
0.857143	1.82904e-09
0.877551	1.51826e-10
0.897959	1.12251e-11
0.918367	7.37659e-13
0.938776	4.29605e-14
0.959184	2.20863e-15
0.979592	9.95887e-17
1	0
-------------------------
Paso 34:
x	Temperatura
0	0
0.0204082	1.12774e-17
0.0408163	2.60839e-16
0.0612245	5.30136e-15
0.0816327	9.52981e-14
0.102041	1.52141e-12
0.122449	2.16385e-11
0.142857	2.74807e-10
0.163265	3.12115e-09
0.183673	3.17299e-08
0.204082	2.88798e-07
0.22449	2.35248e-06
0.244898	1.71331e-05
0.265306	0.000111383
0.285714	0.000644893
0.306122	0.00331549
0.326531	0.015079
0.346939	0.0603899
0.367347	0.211801
0.387755	0.646288
0.408163	1.70275
0.428571	3.84005
0.44898	7.34225
0.469388	11.784
0.489796	15.7274
0.510204	17.3318
0.530612	15.7274
0.55102	11.784
0.571429	7.34225
0.591837	3.84005
0.612245	1.70275
0.632653	0.646288
0.653061	0.211801
0.673469	0.0603899
0.693878	0.015079
0.714286	0.00331549
0.734694	0.000644893
0.755102	0.000111383
0.77551	1.71331e-05
0.795918	2.35248e-06
0.816327	2.88798e-07
0.836735	3.17299e-08
0.857143	3.12115e-09
0.877551	2.74807e-10
0.897959	2.16385e-11
0.918367	1.52141e-12
0.938776	9.52981e-14
0.959184	5.30135e-15
0.979592	2.60412e-16
1	0
-------------------------
Paso 35:
x	Temperatura
0	0
0.0204082	3.03481e-17
0.0408163	6.44275e-16
0.0612245	1.21007e-14
0.0816327	2.02231e-13
0.102041	3.01731e-12
0.122449	4.02904e-11
0.142857	4.82347e-10
0.163265	5.183e-09
0.183673	5.00143e-08
0.204082	4.33388e-07
0.22449	3.37026e-06
0.244898	2.34933e-05
0.265306	0.000146538
0.285714	0.000815932
0.306122	0.00404323
0.326531	0.0177639
0.346939	0.0688815
0.367347	0.234457
0.387755	0.696067
0.408163	1.78925
0.428571	3.94929
0.44898	7.41744
0.469388	11.7441
0.489796	15.5402
0.510204	17.075
0.530612	15.5402
0.55102	11.7441
0.571429	7.41744
0.591837	3.94929
0.612245	1.78925
0.632653	0.696067
0.653061	0.234457
0.673469	0.0688815
0.693878	0.0177639
0.714286	0.00404323
0.734694	0.000815932
0.755102	0.000146538
0.77551	2.34933e-05
0.795918	3.37026e-06
0.816327	4.33388e-07
0.836735	5.00143e-08
0.857143	5.183e-09
0.877551	4.82347e-10
0.897959	4.02904e-11
0.918367	3.01731e-12
0.938776	2.02231e-13
0.959184	1.21006e-14
0.979592	6.43013e-16
1	0
-------------------------
Paso 36:
x	Temperatura
0	0
0.0204082	7.70539e-17
0.0408163	1.51204e-15
0.0612245	2.64006e-14
0.0816327	4.12315e-13
0.102041	5.7751e-12
0.122449	7.26866e-11
0.142857	8.23177e-10
0.163265	8.39479e-09
0.183673	7.71089e-08
0.204082	6.37753e-07
0.22449	4.74572e-06
0.244898	3.17305e-05
0.265306	0.000190264
0.285714	0.00102065
0.306122	0.00488305
0.326531	0.0207569
0.346939	0.0780419
0.367347	0.258149
0.387755	0.746614
0.408163	1.87464
0.428571	4.05398
0.44898	7.48615
0.469388	11.7017
0.489796	15.3592
0.510204	16.8293
0.530612	15.3592
0.55102	11.7017
0.571429	7.48615
0.591837	4.05398
0.612245	1.87464
0.632653	0.746614
0.653061	0.258149
0.673469	0.0780419
0.693878	0.0207569
0.714286	0.00488305
0.734694	0.00102065
0.755102	0.000190264
0.77551	3.17305e-05
0.795918	4.74572e-06
0.816327	6.37753e-07
0.836735	7.71089e-08
0.857143	8.39479e-09
0.877551	8.23177e-10
0.897959	7.26866e-11
0.918367	5.7751e-12
0.938776	4.12315e-13
0.959184	2.64005e-14
0.979592	1.50854e-15
1	0
-------------------------
Paso 37:
x	Temperatura
0	0
0.0204082	1.85733e-16
0.0408163	3.3891e-15
0.0612245	5.52947e-14
0.0816327	8.1063e-13
0.102041	1.0701e-11
0.122449	1.27396e-10
0.142857	1.36909e-09
0.163265	1.32882e-08
0.183673	1.1648e-07
0.204082	9.21657e-07
0.22449	6.57663e-06
0.244898	4.22588e-05
0.265306	0.000244035
0.285714	0.00126331
0.306122	0.00584436
0.326531	0.0240712
0.346939	0.0878718
0.367347	0.282828
0.387755	0.7978
0.408163	1.95878
0.428571	4.15425
0.44898	7.54885
0.469388	11.657
0.489796	15.1842
0.510204	16.594
0.530612	15.1842
0.55102	11.657
0.571429	7.54885
0.591837	4.15425
0.612245	1.95878
0.632653	0.7978
0.653061	0.282828
0.673469	0.0878718
0.693878	0.0240712
0.714286	0.00584436
0.734694	0.00126331
0.755102	0.000244035
0.77551	4.22588e-05
0.795918	6.57663e-06
0.816327	9.21657e-07
0.836735	1.1648e-07
0.857143	1.32882e-08
0.877551	1.36909e-09
0.897959	1.27396e-10
0.918367	1.0701e-11
0.938776	8.1063e-13
0.959184	5.52943e-14
0.979592	3.37999e-15
1	0
-------------------------
Paso 38:
x	Temperatura
0	0
0.0204082	4.27245e-16
0.0408163	7.2869e-15
0.0612245	1.11593e-13
0.0816327	1.54174e-12
0.102041	1.92489e-11
0.122449	2.17433e-10
0.142857	2.22365e-09
0.163265	2.05931e-08
0.183673	1.72662e-07
0.204082	1.3098e-06
0.22449	8.9798e-06
0.244898	5.55518e-05
0.265306	0.000309462
0.285714	0.00154837
0.306122	0.00693648
0.326531	0.0277186
0.346939	0.0983687
0.367347	0.30844
0.387755	0.849502
0.408163	2.04157
0.428571	4.25022
0.44898	7.60595
0.469388	11.6105
0.489796	15.0147
0.510204	16.3683
0.530612	15.0147
0.55102	11.6105
0.571429	7.60595
0.591837	4.25022
0.612245	2.04157
0.632653	0.849502
0.653061	0.30844
0.673469	0.0983687
0.693878	0.0277186
0.714286	0.00693648
0.734694	0.00154837
0.755102	0.000309462
0.77551	5.55518e-05
0.795918	8.9798e-06
0.816327	1.3098e-06
0.836735	1.72662e-07
0.857143	2.05931e-08
0.877551	2.22365e-09
0.897959	2.17433e-10
0.918367	1.92489e-11
0.938776	1.54174e-12
0.959184	1.11591e-13
0.979592	7.26435e-15
1	0
-------------------------
Paso 39:
x	Temperatura
0	0
0.0204082	9.42052e-16
0.0408163	1.50858e-14
0.0612245	2.17704e-13
0.0816327	2.84445e-12
0.102041	3.36931e-11
0.122449	3.62136e-10
0.142857	3.53325e-09
0.163265	3.12935e-08
0.183673	2.515e-07
0.204082	1.83265e-06
0.22449	1.20933e-05
0.244898	7.21458e-05
0.265306	0.000388295
0.285714	0.00188045
0.306122	0.00816851
0.326531	0.0317097
0.346939	0.109527
0.367347	0.33493
0.387755	0.901605
0.408163	2.12293
0.428571	4.34203
0.44898	7.65788
0.469388	11.5625
0.489796	14.8506
0.510204	16.1517
0.530612	14.8506
0.55102	11.5625
0.571429	7.65788
0.591837	4.34203
0.612245	2.12293
0.632653	0.901605
0.653061	0.33493
0.673469	0.109527
0.693878	0.0317097
0.714286	0.00816851
0.734694	0.00188045
0.755102	0.000388295
0.77551	7.21458e-05
0.795918	1.20933e-05
0.816327	1.83265e-06
0.836735	2.515e-07
0.857143	3.12935e-08
0.877551	3.53325e-09
0.897959	3.62136e-10
0.918367	3.36931e-11
0.938776	2.84445e-12
0.959184	2.17701e-13
0.979592	1.50326e-14
1	0
-------------------------
Paso 40:
x	Temperatura
0	0
0.0204082	1.99863e-15
0.0408163	3.01701e-14
0.0612245	4.11715e-13
0.0816327	5.10314e-12
0.102041	5.75106e-11
0.122449	5.89644e-10
0.142857	5.5012e-09
0.163265	4.66956e-08
0.183673	3.60421e-07
0.204082	2.5273e-06
0.22449	1.60783e-05
0.244898	9.26421e-05
0.265306	0.000482414
0.285714	0.00226428
0.306122	0.00954934
0.326531	0.0360536
0.346939	0.121339
0.367347	0.362243
0.387755	0.953999
0.408163	2.20279
0.428571	4.4298
0.44898	7.705
0.469388	11.5131
0.489796	14.6916
0.510204	15.9434
0.530612	14.6916
0.55102	11.5131
0.571429	7.705
0.591837	4.4298
0.612245	2.20279
0.632653	0.953999
0.653061	0.362243
0.673469	0.121339
0.693878	0.0360536
0.714286	0.00954934
0.734694	0.00226428
0.755102	0.000482414
0.77551	9.26421e-05
0.795918	1.60783e-05
0.816327	2.5273e-06
0.836735	3.60421e-07
0.857143	4.66956e-08
0.877551	5.5012e-09
0.897959	5.89644e-10
0.918367	5.75106e-11
0.938776	5.10314e-12
0.959184	4.11708e-13
0.979592	3.00498e-14
1	0
-------------------------
Paso 41:
x	Temperatura
0	0
0.0204082	4.09333e-15
0.0408163	5.84517e-14
0.0612245	7.56649e-13
0.0816327	8.92202e-12
0.102041	9.59047e-11
0.122449	9.40144e-10
0.142857	8.40504e-09
0.163265	6.85072e-08
0.183673	5.08735e-07
0.204082	3.4384e-06
0.22449	2.11214e-05
0.244898	0.000117709
0.265306	0.000593828
0.285714	0.00270472
0.306122	0.0110875
0.326531	0.040758
0.346939	0.133794
0.367347	0.390323
0.387755	1.00658
0.408163	2.28108
0.428571	4.51369
0.44898	7.74765
0.469388	11.4627
0.489796	14.5374
0.510204	15.743
0.530612	14.5374
0.55102	11.4627
0.571429	7.74765
0.591837	4.51369
0.612245	2.28108
0.632653	1.00658
0.653061	0.390323
0.673469	0.133794
0.693878	0.040758
0.714286	0.0110875
0.734694	0.00270472
0.755102	0.000593828
0.77551	0.000117709
0.795918	2.11214e-05
0.816327	3.4384e-06
0.836735	5.08735e-07
0.857143	6.85072e-08
0.877551	8.40504e-09
0.897959	9.40144e-10
0.918367	9.59047e-11
0.938776	8.92202e-12
0.959184	7.56634e-13
0.979592	5.81902e-14
1	0
-------------------------
Paso 42:
x	Temperatura
0	0
0.0204082	8.11621e-15
0.0408163	1.0998e-13
0.0612245	1.35427e-12
0.0816327	1.523e-11
0.102041	1.5651e-10
0.122449	1.47002e-09
0.142857	1.26178e-08
0.163265	9.89299e-08
0.183673	7.07973e-07
0.204082	4.61916e-06
0.22449	2.74364e-05
0.244898	0.000148084
0.265306	0.000724664
0.285714	0.00320668
0.306122	0.0127912
0.326531	0.0458293
0.346939	0.146879
0.367347	0.419114
0.387755	1.05926
0.408163	2.35776
0.428571	4.59383
0.44898	7.78616
0.469388	11.4115
0.489796	14.3878
0.510204	15.55
0.530612	14.3878
0.55102	11.4115
0.571429	7.78616
0.591837	4.59383
0.612245	2.35776
0.632653	1.05926
0.653061	0.419114
0.673469	0.146879
0.693878	0.0458293
0.714286	0.0127912
0.734694	0.00320668
0.755102	0.000724664
0.77551	0.000148084
0.795918	2.74364e-05
0.816327	4.61916e-06
0.836735	7.07973e-07
0.857143	9.89299e-08
0.877551	1.26178e-08
0.897959	1.47002e-09
0.918367	1.5651e-10
0.938776	1.523e-11
0.959184	1.35424e-12
0.979592	1.09432e-13
1	0
-------------------------
Paso 43:
x	Temperatura
0	0
0.0204082	1.56192e-14
0.0408163	2.01413e-13
0.0612245	2.36521e-12
0.0816327	2.54266e-11
0.102041	2.50328e-10
0.122449	2.25708e-09
0.142857	1.86334e-08
0.163265	1.40766e-07
0.183673	9.72255e-07
0.204082	6.13228e-06
0.22449	3.52661e-05
0.244898	0.000184574
0.265306	0.000877163
0.285714	0.00377512
0.306122	0.0146683
0.326531	0.0512725
0.346939	0.160579
0.367347	0.448559
0.387755	1.11195
0.408163	2.4328
0.428571	4.67037
0.44898	7.82081
0.469388	11.3595
0.489796	14.2426
0.510204	15.364
0.530612	14.2426
0.55102	11.3595
0.571429	7.82081
0.591837	4.67037
0.612245	2.4328
0.632653	1.11195
0.653061	0.448559
0.673469	0.160579
0.693878	0.0512725
0.714286	0.0146683
0.734694	0.00377512
0.755102	0.000877163
0.77551	0.000184574
0.795918	3.52661e-05
0.816327	6.13228e-06
0.836735	9.72255e-07
0.857143	1.40766e-07
0.877551	1.86334e-08
0.897959	2.25708e-09
0.918367	2.50328e-10
0.938776	2.54266e-11
0.959184	2.36514e-12
0.979592	2.003e-13
1	0
-------------------------
Paso 44:
x	Temperatura
0	0
0.0204082	2.92388e-14
0.0408163	3.59719e-13
0.0612245	4.03772e-12
0.0816327	4.15805e-11
0.102041	3.92935e-10
0.122449	3.40713e-09
0.142857	2.70974e-08
0.163265	1.97538e-07
0.183673	1.31868e-06
0.204082	8.05098e-06
0.22449	4.48841e-05
0.244898	0.000228055
0.265306	0.00105367
0.285714	0.004415
0.306122	0.016726
0.326531	0.0570911
0.346939	0.174879
0.367347	0.478605
0.387755	1.16457
0.408163	2.50617
0.428571	4.74343
0.44898	7.85188
0.469388	11.3071
0.489796	14.1016
0.510204	15.1845
0.530612	14.1016
0.55102	11.3071
0.571429	7.85188
0.591837	4.74343
0.612245	2.50617
0.632653	1.16457
0.653061	0.478605
0.673469	0.174879
0.693878	0.0570911
0.714286	0.016726
0.734694	0.004415
0.755102	0.00105367
0.77551	0.000228055
0.795918	4.48841e-05
0.816327	8.05098e-06
0.836735	1.31868e-06
0.857143	1.97538e-07
0.877551	2.70974e-08
0.897959	3.40713e-09
0.918367	3.92935e-10
0.938776	4.15805e-11
0.959184	4.03757e-12
0.979592	3.57528e-13
1	0
-------------------------
Paso 45:
x	Temperatura
0	0
0.0204082	5.33481e-14
0.0408163	6.27632e-13
0.0612245	6.74803e-12
0.0816327	6.6696e-11
0.102041	6.06051e-10
0.122449	5.06191e-09
0.142857	3.88423e-08
0.163265	2.73626e-07
0.183673	1.76776e-06
0.204082	1.046e-05
0.22449	5.65959e-05
0.244898	0.000279471
0.265306	0.00125661
0.285714	0.00513128
0.306122	0.0189713
0.326531	0.0632875
0.346939	0.18976
0.367347	0.509197
0.387755	1.21704
0.408163	2.57785
0.428571	4.81315
0.44898	7.87963
0.469388	11.2542
0.489796	13.9646
0.510204	15.0112
0.530612	13.9646
0.55102	11.2542
0.571429	7.87963
0.591837	4.81315
0.612245	2.57785
0.632653	1.21704
0.653061	0.509197
0.673469	0.18976
0.693878	0.0632875
0.714286	0.0189713
0.734694	0.00513128
0.755102	0.00125661
0.77551	0.000279471
0.795918	5.65959e-05
0.816327	1.046e-05
0.836735	1.76776e-06
0.857143	2.73626e-07
0.877551	3.88423e-08
0.897959	5.06191e-09
0.918367	6.06051e-10
0.938776	6.66959e-11
0.959184	6.74773e-12
0.979592	6.2344e-13
1	0
-------------------------
Paso 46:
x	Temperatura
0	0
0.0204082	9.50403e-14
0.0408163	1.07151e-12
0.0612245	1.1056e-11
0.0816327	1.05065e-10
0.102041	9.19502e-10
0.122449	7.40885e-09
0.142857	5.49293e-08
0.163265	3.74416e-07
0.183673	2.34385e-06
0.204082	1.34568e-05
0.22449	7.0741e-05
0.244898	0.000339837
0.265306	0.00148851
0.285714	0.00592884
0.306122	0.0214104
0.326531	0.0698628
0.346939	0.205204
0.367347	0.540283
0.387755	1.2693
0.408163	2.64784
0.428571	4.87967
0.44898	7.90429
0.469388	11.201
0.489796	13.8314
0.510204	14.8436
0.530612	13.8314
0.55102	11.201
0.571429	7.90429
0.591837	4.87967
0.612245	2.64784
0.632653	1.2693
0.653061	0.540283
0.673469	0.205204
0.693878	0.0698628
0.714286	0.0214104
0.734694	0.00592884
0.755102	0.00148851
0.77551	0.000339837
0.795918	7.0741e-05
0.816327	1.34568e-05
0.836735	2.34385e-06
0.857143	3.74416e-07
0.877551	5.49293e-08
0.897959	7.40885e-09
0.918367	9.19502e-10
0.938776	1.05064e-10
0.959184	1.10554e-11
0.979592	1.06369e-12
1	0
-------------------------
Paso 47:
x	Temperatura
0	0
0.0204082	1.65584e-13
0.0408163	1.79245e-12
0.0612245	1.77807e-11
0.0816327	1.62723e-10
0.102041	1.37368e-09
0.122449	1.06927e-08
0.142857	7.66957e-08
0.163265	5.06467e-07
0.183673	3.07564e-06
0.204082	1.7152e-05
0.22449	8.7693e-05
0.244898	0.000410233
0.265306	0.00175195
0.285714	0.00681251
0.306122	0.0240492
0.326531	0.0768168
0.346939	0.221189
0.367347	0.571811
0.387755	1.32128
0.408163	2.71613
0.428571	4.94312
0.44898	7.92607
0.469388	11.1477
0.489796	13.7019
0.510204	14.6816
0.530612	13.7019
0.55102	11.1477
0.571429	7.92607
0.591837	4.94312
0.612245	2.71613
0.632653	1.32128
0.653061	0.571811
0.673469	0.221189
0.693878	0.0768168
0.714286	0.0240492
0.734694	0.00681251
0.755102	0.00175195
0.77551	0.000410233
0.795918	8.7693e-05
0.816327	1.7152e-05
0.836735	3.07564e-06
0.857143	5.06467e-07
0.877551	7.66957e-08
0.897959	1.06927e-08
0.918367	1.37368e-09
0.938776	1.62723e-10
0.959184	1.77796e-11
0.979592	1.77823e-12
1	0
-------------------------
Paso 48:
x	Temperatura
0	0
0.0204082	2.82535e-13
0.0408163	2.94184e-12
0.0612245	2.81014e-11
0.0816327	2.4804e-10
0.102041	2.0226e-09
0.122449	1.52293e-08
0.142857	1.05809e-07
0.163265	6.7769e-07
0.183673	3.9966e-06
0.204082	2.16711e-05
0.22449	0.000107861
0.244898	0.000491801
0.265306	0.00204958
0.285714	0.007787
0.306122	0.0268928
0.326531	0.0841482
0.346939	0.237696
0.367347	0.603732
0.387755	1.37294
0.408163	2.78273
0.428571	5.00362
0.44898	7.94517
0.469388	11.0943
0.489796	13.5759
0.510204	14.5248
0.530612	13.5759
0.55102	11.0943
0.571429	7.94517
0.591837	5.00362
0.612245	2.78273
0.632653	1.37294
0.653061	0.603732
0.673469	0.237696
0.693878	0.0841482
0.714286	0.0268928
0.734694	0.007787
0.755102	0.00204958
0.77551	0.000491801
0.795918	0.000107861
0.816327	2.16711e-05
0.836735	3.9966e-06
0.857143	6.7769e-07
0.877551	1.05809e-07
0.897959	1.52293e-08
0.918367	2.0226e-09
0.938776	2.4804e-10
0.959184	2.80993e-11
0.979592	2.91656e-12
1	0
-------------------------
Paso 49:
x	Temperatura
0	0
0.0204082	4.72756e-13
0.0408163	4.74261e-12
0.0612245	4.36902e-11
0.0816327	3.72461e-10
0.102041	2.93755e-09
0.122449	2.14218e-08
0.142857	1.44329e-07
0.163265	8.97544e-07
0.183673	5.14552e-06
0.204082	2.71546e-05
0.22449	0.000131691
0.244898	0.000585747
0.265306	0.00238409
0.285714	0.00885692
0.306122	0.0299461
0.326531	0.0918548
0.346939	0.254702
0.367347	0.635999
0.387755	1.4242
0.408163	2.84764
0.428571	5.0613
0.44898	7.96178
0.469388	11.0409
0.489796	13.4532
0.510204	14.3729
0.530612	13.4532
0.55102	11.0409
0.571429	7.96178
0.591837	5.0613
0.612245	2.84764
0.632653	1.4242
0.653061	0.635999
0.673469	0.254702
0.693878	0.0918548
0.714286	0.0299461
0.734694	0.00885692
0.755102	0.00238409
0.77551	0.000585747
0.795918	0.000131691
0.816327	2.71546e-05
0.836735	5.14552e-06
0.857143	8.97544e-07
0.877551	1.44329e-07
0.897959	2.14218e-08
0.918367	2.93755e-09
0.938776	3.72461e-10
0.959184	4.36864e-11
0.979592	4.69859e-12
1	0
-------------------------
