x,T=1,T=10,T=50,T=100,T=150,T=200,T=250,T=300
17.2072,1.05722e-05,0.198022,0.485593,0.543375,0.564134,0.574811,0.581314,0.585691
17.2673,1.06939e-05,0.199289,0.488554,0.546671,0.567549,0.578287,0.584828,0.58923
17.3273,1.08137e-05,0.200295,0.490783,0.549132,0.570093,0.580873,0.58744,0.591859
17.3874,1.09315e-05,0.201041,0.492282,0.550763,0.57177,0.582574,0.589155,0.593584
17.4474,1.10471e-05,0.201552,0.493117,0.551639,0.572659,0.58347,0.590054,0.594485
17.5075,1.11604e-05,0.201871,0.493411,0.551898,0.572904,0.583707,0.590286,0.594714
17.5676,1.12718e-05,0.202055,0.493329,0.551729,0.572703,0.583488,0.590057,0.594478
17.6276,1.13813e-05,0.202176,0.49307,0.55136,0.572291,0.583055,0.589611,0.594022
17.6877,1.14893e-05,0.202308,0.492846,0.551031,0.571923,0.582665,0.589208,0.593611
17.7477,1.15961e-05,0.202526,0.492867,0.550981,0.571845,0.582574,0.589107,0.593504
17.8078,1.17018e-05,0.202894,0.49332,0.551423,0.572282,0.583007,0.589539,0.593934
17.8679,1.18065e-05,0.203464,0.494353,0.552527,0.57341,0.584147,0.590686,0.595086
17.9279,1.191e-05,0.204269,0.496062,0.554402,0.575343,0.58611,0.592667,0.59708
17.988,1.2012e-05,0.205321,0.498483,0.557089,0.578126,0.588942,0.595529,0.599961
18.048,1.21121e-05,0.206607,0.501586,0.560555,0.581722,0.592605,0.599233,0.603693
18.1081,1.22094e-05,0.208093,0.505275,0.564692,0.58602,0.596986,0.603664,0.608158
18.1682,1.23032e-05,0.209722,0.509399,0.569327,0.59084,0.601901,0.608637,0.61317
18.2282,1.23924e-05,0.211422,0.513758,0.574235,0.595945,0.607108,0.613906,0.618481
18.2883,1.24761e-05,0.213112,0.518123,0.579154,0.601064,0.61233,0.619191,0.623808
18.3483,1.25532e-05,0.214703,0.522252,0.583808,0.605909,0.617272,0.624193,0.628851
18.4084,1.26227e-05,0.216113,0.525909,0.587932,0.610201,0.621651,0.628625,0.633318
18.4685,1.2684e-05,0.217267,0.528887,0.591287,0.613693,0.625213,0.63223,0.636952
18.5285,1.27362e-05,0.218107,0.53102,0.593687,0.616188,0.627758,0.634805,0.639547
18.5886,1.27791e-05,0.218594,0.532202,0.595008,0.61756,0.629156,0.636219,0.640972
18.6486,1.28125e-05,0.218716,0.532392,0.595207,0.617761,0.629358,0.636422,0.641175
18.7087,1.28365e-05,0.218483,0.531623,0.594317,0.616827,0.628402,0.635451,0.640195
18.7688,1.28515e-05,0.217933,0.529993,0.592453,0.614878,0.626408,0.633431,0.638156
18.8288,1.2858e-05,0.217125,0.527667,0.589799,0.612105,0.623574,0.630559,0.635259
18.8889,1.28567e-05,0.216132,0.524853,0.586595,0.608759,0.620154,0.627095,0.631765
18.9489,1.28485e-05,0.215044,0.521795,0.583116,0.605127,0.616444,0.623336,0.627973
19.009,1.28343e-05,0.213949,0.518747,0.579651,0.601511,0.61275,0.619594,0.6242
19.0691,1.28149e-05,0.212936,0.515955,0.576481,0.598204,0.609372,0.616173,0.620749
19.1291,1.2791e-05,0.212081,0.513635,0.573851,0.595461,0.606571,0.613337,0.61789
19.1892,1.27632e-05,0.211445,0.511955,0.571952,0.593484,0.604553,0.611294,0.61583
19.2492,1.27319e-05,0.211063,0.511021,0.570907,0.592398,0.603446,0.610175,0.614702
19.3093,1.26973e-05,0.210949,0.510869,0.570754,0.592246,0.603294,0.610023,0.614551
19.3694,1.26594e-05,0.211088,0.511459,0.57145,0.59298,0.604049,0.61079,0.615326
19.4294,1.26179e-05,0.211438,0.512677,0.572865,0.594467,0.605574,0.612338,0.616889
19.4895,1.25724e-05,0.211938,0.514349,0.574801,0.5965,0.607656,0.61445,0.619022
19.5495,1.25223e-05,0.212506,0.51625,0.577002,0.59881,0.610023,0.616852,0.621448
19.6096,1.24671e-05,0.213053,0.518124,0.579176,0.601095,0.612365,0.619229,0.623848
19.6697,1.24062e-05,0.213484,0.519707,0.581024,0.60304,0.614361,0.621256,0.625895
19.7297,1.23392e-05,0.21371,0.520747,0.582258,0.604346,0.615704,0.622621,0.627277
19.7898,1.22657e-05,0.213656,0.521028,0.582632,0.604755,0.616131,0.62306,0.627723
19.8498,1.21856e-05,0.213265,0.520386,0.58196,0.604073,0.615445,0.622371,0.627032
19.9099,1.2099e-05,0.212505,0.518729,0.580135,0.602189,0.61353,0.620437,0.625086
19.97,1.20064e-05,0.211373,0.516041,0.577139,0.599082,0.610366,0.617239,0.621864
20.03,1.19085e-05,0.209892,0.512386,0.573044,0.594828,0.606031,0.612854,0.617446
20.0901,1.18062e-05,0.208117,0.507907,0.568012,0.589597,0.600698,0.607458,0.612008
20.1502,1.17005e-05,0.206122,0.502814,0.562282,0.583637,0.594619,0.601307,0.605808
20.2102,1.15929e-05,0.204003,0.497368,0.556149,0.577257,0.588111,0.594721,0.59917
20.2703,1.14846e-05,0.201864,0.491861,0.549945,0.570801,0.581526,0.588057,0.592453
20.3303,1.13769e-05,0.199813,0.48659,0.54401,0.564626,0.575227,0.581683,0.586028
20.3904,1.12711e-05,0.19795,0.48184,0.538665,0.559066,0.569557,0.575946,0.580245
20.4505,1.11683e-05,0.196362,0.477851,0.534186,0.55441,0.564809,0.571143,0.575405
20.5105,1.10693e-05,0.195115,0.474808,0.53078,0.550875,0.561207,0.567499,0.571734
20.5706,1.09747e-05,0.194245,0.472818,0.528572,0.548588,0.55888,0.565148,0.569366
20.6306,1.08847e-05,0.193761,0.471903,0.527586,0.547577,0.557857,0.564118,0.56833
20.6907,1.07995e-05,0.19364,0.471999,0.527749,0.547767,0.55806,0.564329,0.568547
20.7508,1.07186e-05,0.193828,0.47296,0.528896,0.548983,0.559311,0.565602,0.569836
20.8108,1.06417e-05,0.194248,0.474569,0.53078,0.550967,0.561348,0.567671,0.571926
20.8709,1.05681e-05,0.194803,0.476554,0.533092,0.553399,0.563842,0.570203,0.574483
20.9309,1.04971e-05,0.195387,0.478616,0.53549,0.555921,0.566428,0.572828,0.577135
20.991,1.0428e-05,0.195891,0.480447,0.537626,0.558168,0.568733,0.575169,0.5795
21.0511,1.03601e-05,0.196214,0.481762,0.539173,0.559801,0.570411,0.576873,0.581223
21.1111,1.02931e-05,0.19627,0.482319,0.539858,0.560533,0.571167,0.577645,0.582004
21.1712,1.02267e-05,0.196,0.481943,0.539479,0.560154,0.570789,0.577267,0.581626
21.2312,1.01609e-05,0.195371,0.480542,0.537932,0.558555,0.569162,0.575624,0.579973
21.2913,1.0096e-05,0.194385,0.478114,0.535213,0.555731,0.566285,0.572714,0.577041
21.3514,1.00328e-05,0.193076,0.474752,0.531426,0.551792,0.562267,0.568648,0.572942
21.4114,9.97189e-06,0.19151,0.470632,0.526775,0.546948,0.557325,0.563645,0.567899
21.4715,9.91444e-06,0.189777,0.466009,0.521546,0.5415,0.551763,0.558014,0.562222
21.5315,9.86156e-06,0.187988,0.461189,0.516087,0.53581,0.545954,0.552132,0.556291
21.5916,9.81442e-06,0.186262,0.456507,0.510781,0.530277,0.540304,0.546412,0.550522
21.6517,9.77414e-06,0.184721,0.452302,0.506012,0.525303,0.535225,0.541268,0.545335
21.7117,9.74166e-06,0.183475,0.448885,0.502134,0.521259,0.531094,0.537084,0.541115
21.7718,9.71771e-06,0.182615,0.446516,0.499443,0.518451,0.528226,0.53418,0.538186
21.8318,9.70272e-06,0.182206,0.445379,0.49815,0.517102,0.526847,0.532783,0.536778
21.8919,9.69678e-06,0.18228,0.445568,0.498361,0.517321,0.527071,0.533009,0.537005
21.952,9.69961e-06,0.182832,0.447073,0.500068,0.5191,0.528888,0.534849,0.53886
22.012,9.7106e-06,0.183821,0.449787,0.503147,0.522311,0.532167,0.53817,0.542209
22.0721,9.72885e-06,0.185172,0.453505,0.507366,0.526713,0.536662,0.542722,0.5468
22.1321,9.75319e-06,0.186785,0.457945,0.512406,0.531969,0.542031,0.54816,0.552284
22.1922,9.7823e-06,0.188536,0.462765,0.517878,0.537678,0.547862,0.554065,0.558239
22.2523,9.81482e-06,0.190294,0.467598,0.523363,0.5434,0.553706,0.559983,0.564208
22.3123,9.84941e-06,0.191925,0.472072,0.528441,0.548697,0.559115,0.565462,0.569733
22.3724,9.88486e-06,0.193311,0.475851,0.532726,0.553165,0.563679,0.570083,0.574393
22.4324,9.92019e-06,0.194351,0.478652,0.535899,0.556473,0.567056,0.573503,0.577842
22.4925,9.95473e-06,0.194976,0.480281,0.537737,0.558387,0.569009,0.575479,0.579834
22.5526,9.98811e-06,0.195154,0.48064,0.538129,0.55879,0.569418,0.575892,0.580249
22.6126,1.00203e-05,0.194891,0.479742,0.537089,0.557698,0.568299,0.574756,0.579102
22.6727,1.00518e-05,0.194231,0.477712,0.534757,0.555256,0.565801,0.572223,0.576546
22.7327,1.0083e-05,0.193256,0.474772,0.531388,0.551731,0.562194,0.568568,0.572857
22.7928,1.01149e-05,0.192076,0.471231,0.527331,0.547486,0.557852,0.564167,0.568416
22.8529,1.01484e-05,0.190822,0.467456,0.523004,0.542958,0.55322,0.559471,0.563677
22.9129,1.01845e-05,0.189635,0.463841,0.518856,0.538616,0.548777,0.554966,0.559131
22.973,1.02242e-05,0.188653,0.460779,0.515333,0.534924,0.544999,0.551135,0.555264
23.033,1.02682e-05,0.188002,0.458623,0.512838,0.532306,0.542316,0.548413,0.552515
23.0931,1.0317e-05,0.187781,0.457659,0.511698,0.5311,0.541076,0.547152,0.551241
23.1532,1.03707e-05,0.188057,0.45808,0.512131,0.531537,0.541515,0.547592,0.551681
23.2132,1.04289e-05,0.188855,0.459966,0.514231,0.533713,0.543731,0.549832,0.553937
23.2733,1.04912e-05,0.190159,0.463277,0.517953,0.537583,0.547677,0.553824,0.557961
23.3333,1.05564e-05,0.191908,0.467852,0.523114,0.542957,0.553159,0.559373,0.563555
23.3934,1.06232e-05,0.194003,0.473419,0.529408,0.549513,0.559852,0.566148,0.570385
23.4535,1.06901e-05,0.196314,0.47962,0.536426,0.556826,0.567317,0.573707,0.578007
23.5135,1.07553e-05,0.19869,0.486031,0.543687,0.564396,0.575046,0.581532,0.585897
23.5736,1.08173e-05,0.200968,0.492202,0.55068,0.571687,0.58249,0.589071,0.593499
23.6336,1.08743e-05,0.202991,0.497691,0.556903,0.578175,0.589115,0.595779,0.600264
23.6937,1.09251e-05,0.204618,0.502102,0.561902,0.583388,0.594438,0.601169,0.605699
23.7538,1.09688e-05,0.205737,0.505116,0.565316,0.586947,0.598072,0.604849,0.60941
23.8138,1.10046e-05,0.206275,0.506521,0.566903,0.588599,0.599758,0.606556,0.61113
23.8739,1.10325e-05,0.206202,0.506229,0.566562,0.58824,0.59939,0.606182,0.610752
23.9339,1.10527e-05,0.205538,0.504291,0.564349,0.585927,0.597025,0.603785,0.608335
23.994,1.10661e-05,0.204351,0.500888,0.560469,0.581874,0.592883,0.599589,0.604101
24.0541,1.10738e-05,0.202751,0.496322,0.555267,0.57644,0.58733,0.593963,0.598426
24.1141,1.10771e-05,0.200883,0.490996,0.549197,0.570101,0.580852,0.587399,0.591805
24.1742,1.10776e-05,0.198913,0.485376,0.542793,0.563411,0.574014,0.580472,0.584817
24.2342,1.10768e-05,0.19702,0.479959,0.536616,0.556959,0.567419,0.57379,0.578077
24.2943,1.10763e-05,0.195376,0.475228,0.531219,0.551319,0.561654,0.567948,0.572184
24.3544,1.10771e-05,0.194132,0.471614,0.527091,0.547005,0.557243,0.563479,0.567674
24.4144,1.10801e-05,0.193408,0.46946,0.524624,0.544423,0.554602,0.560801,0.564973
24.4745,1.10859e-05,0.193281,0.468987,0.524069,0.543838,0.554002,0.560191,0.564356
24.5345,1.10942e-05,0.193776,0.470274,0.525519,0.545347,0.55554,0.561748,0.565926
24.5946,1.11047e-05,0.194865,0.473252,0.528895,0.548867,0.559136,0.565389,0.569597
24.6547,1.11164e-05,0.196467,0.477702,0.53395,0.554142,0.564524,0.570846,0.575101
24.7147,1.1128e-05,0.198454,0.483272,0.540286,0.560755,0.57128,0.57769,0.582003
24.7748,1.1138e-05,0.20066,0.489505,0.54738,0.568162,0.578849,0.585358,0.589738
24.8348,1.11447e-05,0.202896,0.49587,0.554633,0.575737,0.58659,0.593201,0.597649
24.8949,1.11466e-05,0.204964,0.501811,0.56141,0.582818,0.593828,0.600535,0.605048
24.955,1.11423e-05,0.206672,0.50679,0.567098,0.588765,0.599908,0.606696,0.611264
25.015,1.11307e-05,0.207853,0.51033,0.571156,0.593012,0.604253,0.6111,0.615708
25.0751,1.11113e-05,0.208379,0.512063,0.573162,0.595117,0.60641,0.613289,0.617919
25.1351,1.1084e-05,0.20817,0.511757,0.572851,0.594805,0.606098,0.612977,0.617607
25.1952,1.10494e-05,0.207208,0.509342,0.570143,0.591992,0.60323,0.610076,0.614683
25.2553,1.10085e-05,0.205534,0.504923,0.565153,0.586796,0.597928,0.604709,0.609273
25.3153,1.09629e-05,0.203249,0.498772,0.558189,0.579538,0.590519,0.597207,0.601709
25.3754,1.09147e-05,0.200509,0.49131,0.549731,0.570719,0.581513,0.588088,0.592513
25.4354,1.08662e-05,0.197511,0.483081,0.540393,0.560979,0.571566,0.578015,0.582354
25.4955,1.08197e-05,0.194478,0.474705,0.530883,0.551057,0.561431,0.56775,0.572002
25.5556,1.07777e-05,0.191644,0.466835,0.521939,0.541724,0.551897,0.558093,0.562262
25.6156,1.07423e-05,0.189233,0.460097,0.514276,0.533725,0.543725,0.549815,0.553914
25.6757,1.07153e-05,0.187439,0.455045,0.508524,0.527719,0.537587,0.543597,0.547641
25.7357,1.06977e-05,0.186414,0.452106,0.505171,0.524215,0.534006,0.539968,0.54398
25.7958,1.06902e-05,0.186247,0.451551,0.504525,0.523536,0.533309,0.539261,0.543266
25.8559,1.06928e-05,0.186964,0.453458,0.506679,0.525779,0.535598,0.541578,0.545602
25.9159,1.07047e-05,0.188517,0.457711,0.511501,0.530807,0.540732,0.546777,0.550844
25.976,1.07247e-05,0.190789,0.463994,0.518635,0.538249,0.548334,0.554476,0.558609
26.036,1.07509e-05,0.193601,0.471822,0.52753,0.547532,0.557817,0.56408,0.568295
26.0961,1.07814e-05,0.196728,0.480569,0.537477,0.557914,0.568423,0.574824,0.579132
26.1562,1.0814e-05,0.199913,0.489521,0.547663,0.568548,0.579289,0.585831,0.590233
26.2162,1.08467e-05,0.202889,0.497931,0.557238,0.578547,0.589506,0.596181,0.600674
26.2763,1.08778e-05,0.205401,0.505079,0.565385,0.587056,0.598202,0.604992,0.609562
26.3363,1.09059e-05,0.207229,0.510336,0.571385,0.593326,0.604612,0.611488,0.616115
26.3964,1.09304e-05,0.208205,0.513219,0.574686,0.59678,0.608146,0.615069,0.619729
26.4565,1.09516e-05,0.208233,0.513434,0.574953,0.597066,0.608442,0.615372,0.620036
26.5165,1.09701e-05,0.207293,0.510909,0.572099,0.594094,0.605408,0.612301,0.61694
26.5766,1.09877e-05,0.205453,0.505807,0.566307,0.588052,0.599238,0.606052,0.610638
26.6366,1.10065e-05,0.202861,0.498521,0.558022,0.579404,0.590403,0.597102,0.601611
26.6967,1.10293e-05,0.199739,0.489651,0.547921,0.568857,0.579624,0.586183,0.590597
26.7568,1.1059e-05,0.196366,0.479961,0.536872,0.557313,0.567826,0.574229,0.578538
26.8168,1.10986e-05,0.193055,0.47032,0.525861,0.545804,0.55606,0.562306,0.566509
26.8769,1.11509e-05,0.190132,0.461638,0.515923,0.53541,0.545428,0.55153,0.555636
26.9369,1.12183e-05,0.187909,0.454791,0.508055,0.527169,0.536995,0.542979,0.547005
26.997,1.13023e-05,0.186655,0.450545,0.50313,0.521995,0.531693,0.537598,0.541571
27.0571,1.14037e-05,0.186575,0.449494,0.501826,0.520597,0.530245,0.536119,0.540072
27.1171,1.15224e-05,0.187786,0.451999,0.504558,0.523407,0.533096,0.538995,0.542964
27.1772,1.16572e-05,0.190312,0.458151,0.511433,0.530542,0.540363,0.546344,0.550367
27.2372,1.18059e-05,0.194068,0.467753,0.522232,0.541772,0.551816,0.557932,0.562047
27.2973,1.19655e-05,0.19887,0.480322,0.536412,0.556534,0.566877,0.573176,0.577414
27.3574,1.21327e-05,0.204442,0.495119,0.553135,0.573954,0.584656,0.591174,0.595559
27.4174,1.23035e-05,0.210434,0.511195,0.571327,0.592912,0.604009,0.610768,0.615316
27.4775,1.24741e-05,0.216453,0.527461,0.589752,0.612119,0.62362,0.630624,0.635338
27.5375,1.2641e-05,0.222083,0.54277,0.607107,0.630215,0.642098,0.649336,0.654207
27.5976,1.28012e-05,0.226928,0.556006,0.622123,0.645876,0.658093,0.665534,0.670542
27.6577,1.29526e-05,0.23064,0.56618,0.633673,0.657926,0.6704,0.677998,0.683112
27.7177,1.30945e-05,0.232951,0.572513,0.640867,0.665432,0.678068,0.685765,0.690945
27.7778,1.3227e-05,0.233697,0.57451,0.643137,0.667801,0.680489,0.688217,0.693419
27.8378,1.33515e-05,0.232842,0.572014,0.640297,0.664838,0.677461,0.685151,0.690326
27.8979,1.34707e-05,0.230479,0.565237,0.632582,0.656782,0.66923,0.676813,0.681916
27.958,1.35878e-05,0.22684,0.554762,0.620645,0.644315,0.656489,0.663904,0.668895
28.018,1.37067e-05,0.222274,0.541515,0.605532,0.628524,0.640348,0.64755,0.652396
28.0781,1.38314e-05,0.217235,0.52671,0.588615,0.61084,0.622267,0.629227,0.63391
28.1381,1.39652e-05,0.212244,0.511767,0.571505,0.592941,0.603961,0.610671,0.615187
28.1982,1.41105e-05,0.207856,0.498213,0.555933,0.576632,0.587272,0.59375,0.598108
28.2583,1.42683e-05,0.204614,0.487562,0.54362,0.563712,0.574036,0.580322,0.584551
28.3183,1.44375e-05,0.203006,0.481199,0.536143,0.555824,0.565936,0.572091,0.576232
28.3784,1.46145e-05,0.203423,0.480258,0.534796,0.554324,0.564354,0.57046,0.574567
28.4384,1.47934e-05,0.206119,0.485517,0.540474,0.560145,0.570249,0.576399,0.580535
28.4985,1.49655e-05,0.211181,0.497314,0.553571,0.573706,0.584048,0.590342,0.594576
28.5586,1.51193e-05,0.21851,0.515485,0.573917,0.594834,0.605577,0.612116,0.616514
28.6186,1.52414e-05,0.227814,0.539344,0.60075,0.622738,0.634032,0.640907,0.645532
28.6787,1.53164e-05,0.238611,0.567692,0.632724,0.656021,0.667989,0.675275,0.680177
28.7387,1.5328e-05,0.250254,0.598864,0.667968,0.692736,0.705464,0.713212,0.718425
28.7988,1.52596e-05,0.261958,0.630819,0.704181,0.73049,0.744012,0.752245,0.757785
28.8589,1.50954e-05,0.272849,0.661253,0.73876,0.766572,0.78087,0.789576,0.795435
28.9189,1.48214e-05,0.282016,0.687737,0.768963,0.798125,0.81312,0.822252,0.828398
28.979,1.44261e-05,0.288568,0.707879,0.792081,0.822327,0.837882,0.847357,0.853733
29.039,1.39022e-05,0.291694,0.719479,0.805622,0.83658,0.852504,0.862205,0.868733
29.0991,1.32464e-05,0.290726,0.72069,0.807491,0.838699,0.854754,0.864535,0.871118
29.1592,1.24611e-05,0.285183,0.710157,0.796145,0.827072,0.842986,0.852681,0.859207
29.2192,1.15541e-05,0.27482,0.687133,0.770727,0.800803,0.816281,0.825711,0.832059
29.2793,1.05388e-05,0.259652,0.651555,0.731152,0.759799,0.774543,0.783527,0.789574
29.3393,9.43455e-06,0.23997,0.604089,0.678159,0.704823,0.718548,0.726911,0.732541
29.3994,8.2657e-06,0.216335,0.54612,0.613296,0.637485,0.649937,0.657524,0.662632
29.4595,7.06106e-06,0.189561,0.479703,0.538873,0.560184,0.571154,0.57784,0.582341
29.5195,5.85288e-06,0.160677,0.407467,0.457848,0.475995,0.485339,0.491033,0.494866
29.5796,4.67564e-06,0.130872,0.332483,0.373677,0.388518,0.396159,0.400816,0.403951
29.6396,3.5646e-06,0.10144,0.258103,0.290136,0.301678,0.307621,0.311243,0.313681
29.6997,2.5544e-06,0.0737038,0.187768,0.211105,0.219515,0.223845,0.226484,0.22826
29.7598,1.67749e-06,0.0489462,0.124822,0.140353,0.14595,0.148832,0.150588,0.151771
29.8198,9.62735e-07,0.028334,0.0723126,0.0813179,0.0845634,0.0862346,0.0872532,0.087939
29.8799,4.34075e-07,0.0128535,0.0328219,0.0369118,0.0383859,0.0391449,0.0396076,0.039919
29.9399,1.09459e-07,0.00325307,0.00830955,0.00934538,0.00971872,0.00991096,0.0100281,0.010107
30,0,0,0,0,0,0,0,0
