x1,x2,(E1=10.0865 E2=10.7422),(E1=10.7422 E2=10.0865)
-19.596,8.68787,9.5379e-05,9.5379e-05
-19.596,9.09191,7.98975e-05,7.98975e-05
-19.596,9.49595,5.6242e-05,5.6242e-05
-19.596,9.89999,3.27712e-05,3.27712e-05
-19.596,10.304,1.54346e-05,1.54346e-05
-19.596,10.7081,5.72996e-06,5.72996e-06
-19.596,11.1121,1.7059e-06,1.7059e-06
-19.596,11.5162,5.1352e-07,5.1352e-07
-19.596,11.9202,2.8582e-07,2.8582e-07
-19.596,12.3242,3.12933e-07,3.12933e-07
-19.596,12.7283,2.81916e-07,2.81916e-07
-19.596,13.1323,4.13738e-08,4.13738e-08
-19.596,13.5364,3.88485e-07,3.88485e-07
-19.596,13.9404,3.84001e-06,3.84001e-06
-19.596,14.3444,1.38882e-05,1.38882e-05
-19.596,14.7485,3.24819e-05,3.24819e-05
-19.596,15.1525,5.73657e-05,5.73657e-05
-19.596,15.5566,8.16409e-05,8.16409e-05
-19.596,15.9606,9.65843e-05,9.65843e-05
-19.596,16.3646,9.62728e-05,9.62728e-05
-19.596,16.7687,8.09674e-05,8.09674e-05
-19.596,17.1727,5.69009e-05,5.69009e-05
-19.596,17.5768,3.26484e-05,3.26484e-05
-19.596,17.9808,1.46373e-05,1.46373e-05
-19.596,18.3848,4.7201e-06,4.7201e-06
-19.596,18.7889,9.20997e-07,9.20997e-07
-19.596,19.1929,6.90187e-08,6.90187e-08
-19.596,19.597,1.05947e-09,1.05947e-09
-19.596,20.001,0,0
-19.1919,-19.999,7.3769e-13,7.3769e-13
-19.1919,-19.595,6.6004e-08,6.6004e-08
-19.1919,-19.1909,2.652e-12,2.652e-12
-19.1919,-18.7869,1.32951e-06,1.32951e-06
-19.1919,-18.3828,1.1145e-05,1.1145e-05
-19.1919,-17.9788,4.11707e-05,4.11707e-05
-19.1919,-17.5748,9.97268e-05,9.97268e-05
-19.1919,-17.1707,0.000181542,0.000181542
-19.1919,-16.7667,0.000264369,0.000264369
-19.1919,-16.3626,0.000317566,0.000317566
-19.1919,-15.9586,0.000318632,0.000318632
-19.1919,-15.5546,0.000266675,0.000266675
-19.1919,-15.1505,0.000183159,0.000183159
-19.1919,-14.7465,9.92793e-05,9.92793e-05
-19.1919,-14.3424,3.89278e-05,3.89278e-05
-19.1919,-13.9384,8.71592e-06,8.71592e-06
-19.1919,-13.5344,2.89173e-07,2.89173e-07
-19.1919,-13.1303,6.74351e-07,6.74351e-07
-19.1919,-12.7263,1.50156e-06,1.50156e-06
-19.1919,-12.3222,1.04818e-06,1.04818e-06
-19.1919,-11.9182,5.15768e-07,5.15768e-07
-19.1919,-11.5142,6.90512e-07,6.90512e-07
-19.1919,-11.1101,3.12846e-06,3.12846e-06
-19.1919,-10.7061,1.37887e-05,1.37887e-05
-19.1919,-10.302,4.31284e-05,4.31284e-05
-19.1919,-9.89799,9.9333e-05,9.9333e-05
-19.1919,-9.49395,0.000178455,0.000178455
-19.1919,-9.08991,0.000260053,0.000260053
-19.1919,-8.68587,0.000314283,0.000314283
-19.1919,-8.28183,0.00031774,0.00031774
-19.1919,-7.87779,0.000267643,0.000267643
-19.1919,-7.47375,0.000184134,0.000184134
-19.1919,-7.06971,9.8705e-05,9.8705e-05
-19.1919,-6.66567,3.68448e-05,3.68448e-05
-19.1919,-6.26163,6.67271e-06,6.67271e-06
-19.1919,-5.85759,3.34832e-09,3.34832e-09
-19.1919,-5.45355,2.64858e-06,2.64858e-06
-19.1919,-5.04951,4.77073e-06,4.77073e-06
-19.1919,-4.64546,1.44081e-08,1.44081e-08
-19.1919,-4.24142,3.70273e-06,3.70273e-06
-19.1919,-3.83738,1.67005e-06,1.67005e-06
-19.1919,-3.43334,1.01431e-06,1.01431e-06
-19.1919,-3.0293,3.41272e-06,3.41272e-06
-19.1919,-2.62526,4.79111e-08,4.79111e-08
-19.1919,-2.22122,2.59762e-06,2.59762e-06
-19.1919,-1.81718,1.57203e-06,1.57203e-06
-19.1919,-1.41314,5.23676e-07,5.23676e-07
-19.1919,-1.0091,2.86208e-06,2.86208e-06
-19.1919,-0.605061,1.83651e-07,1.83651e-07
-19.1919,-0.20102,1.8876e-06,1.8876e-06
-19.1919,0.20302,1.85302e-06,1.85302e-06
-19.1919,0.607061,1.98424e-07,1.98424e-07
-19.1919,1.0111,2.83703e-06,2.83703e-06
-19.1919,1.41514,4.94577e-07,4.94577e-07
-19.1919,1.81918,1.5706e-06,1.5706e-06
-19.1919,2.22322,2.52605e-06,2.52605e-06
-19.1919,2.62726,5.15837e-08,5.15837e-08
-19.1919,3.0313,3.33463e-06,3.33463e-06
-19.1919,3.43534,9.77946e-07,9.77946e-07
-19.1919,3.83938,1.63022e-06,1.63022e-06
-19.1919,4.24342,3.59866e-06,3.59866e-06
-19.1919,4.64746,1.33517e-08,1.33517e-08
-19.1919,5.05151,4.76956e-06,4.76956e-06
-19.1919,5.45555,2.6418e-06,2.6418e-06
-19.1919,5.85959,2.05522e-08,2.05522e-08
-19.1919,6.26363,6.77455e-06,6.77455e-06
-19.1919,6.66767,3.70879e-05,3.70879e-05
-19.1919,7.07171,9.90862e-05,9.90862e-05
-19.1919,7.47575,0.000184561,0.000184561
-19.1919,7.87979,0.000267962,0.000267962
-19.1919,8.28383,0.000317817,0.000317817
-19.1919,8.68787,0.000314084,0.000314084
-19.1919,9.09191,0.000259661,0.000259661
-19.1919,9.49595,0.000178025,0.000178025
-19.1919,9.89999,9.89987e-05,9.89987e-05
-19.1919,10.304,4.29452e-05,4.29452e-05
-19.1919,10.7081,1.37286e-05,1.37286e-05
-19.1919,11.1121,3.12776e-06,3.12776e-06
-19.1919,11.5162,7.00594e-07,7.00594e-07
-19.1919,11.9202,5.21178e-07,5.21178e-07
-19.1919,12.3242,1.05149e-06,1.05149e-06
-19.1919,12.7283,1.50416e-06,1.50416e-06
-19.1919,13.1323,6.78985e-07,6.78985e-07
-19.1919,13.5364,3.19856e-07,3.19856e-07
-19.1919,13.9404,8.82537e-06,8.82537e-06
-19.1919,14.3444,3.91693e-05,3.91693e-05
-19.1919,14.7485,9.96542e-05,9.96542e-05
-19.1919,15.1525,0.000183583,0.000183583
-19.1919,15.5566,0.000267,0.000267
-19.1919,15.9606,0.000318722,0.000318722
-19.1919,16.3646,0.000317376,0.000317376
-19.1919,16.7687,0.000263974,0.000263974
-19.1919,17.1727,0.000181097,0.000181097
-19.1919,17.5768,9.93754e-05,9.93754e-05
-19.1919,17.9808,4.09764e-05,4.09764e-05
-19.1919,18.3848,1.10836e-05,1.10836e-05
-19.1919,18.7889,1.33306e-06,1.33306e-06
-19.1919,19.1929,1.28336e-08,1.28336e-08
-19.1919,19.597,6.94864e-08,6.94864e-08
-19.1919,20.001,0,0
-18.7879,-19.999,7.32738e-12,7.32738e-12
-18.7879,-19.595,9.22353e-07,9.22353e-07
-18.7879,-19.1909,1.31768e-06,1.31768e-06
-18.7879,-18.7869,2.2786e-11,2.2786e-11
-18.7879,-18.3828,7.39464e-06,7.39464e-06
-18.7879,-17.9788,4.62731e-05,4.62731e-05
-18.7879,-17.5748,0.000136402,0.000136402
-18.7879,-17.1707,0.000272845,0.000272845
-18.7879,-16.7667,0.000416965,0.000416965
-18.7879,-16.3626,0.000511811,0.000511811
-18.7879,-15.9586,0.00051448,0.00051448
-18.7879,-15.5546,0.000423059,0.000423059
-18.7879,-15.1505,0.000278202,0.000278202
-18.7879,-14.7465,0.000137979,0.000137979
-18.7879,-14.3424,4.44459e-05,4.44459e-05
-18.7879,-13.9384,5.2802e-06,5.2802e-06
-18.7879,-13.5344,5.41901e-07,5.41901e-07
-18.7879,-13.1303,4.75727e-06,4.75727e-06
-18.7879,-12.7263,4.84057e-06,4.84057e-06
-18.7879,-12.3222,1.74364e-06,1.74364e-06
-18.7879,-11.9182,8.61019e-08,8.61019e-08
-18.7879,-11.5142,9.87248e-09,9.87248e-09
-18.7879,-11.1101,5.67404e-07,5.67404e-07
-18.7879,-10.7061,9.81122e-06,9.81122e-06
-18.7879,-10.302,4.77229e-05,4.77229e-05
-18.7879,-9.89799,0.000133619,0.000133619
-18.7879,-9.49395,0.000265218,0.000265218
-18.7879,-9.08991,0.0004076,0.0004076
-18.7879,-8.68587,0.000505448,0.000505448
-18.7879,-8.28183,0.000513906,0.000513906
-18.7879,-7.87779,0.000427038,0.000427038
-18.7879,-7.47375,0.000282671,0.000282671
-18.7879,-7.06971,0.000139482,0.000139482
-18.7879,-6.66567,4.28674e-05,4.28674e-05
-18.7879,-6.26163,3.62664e-06,3.62664e-06
-18.7879,-5.85759,2.09321e-06,2.09321e-06
-18.7879,-5.45355,1.01778e-05,1.01778e-05
-18.7879,-5.04951,1.1748e-05,1.1748e-05
-18.7879,-4.64546,2.51388e-07,2.51388e-07
-18.7879,-4.24142,8.32391e-06,8.32391e-06
-18.7879,-3.83738,5.06525e-06,5.06525e-06
-18.7879,-3.43334,1.87418e-06,1.87418e-06
-18.7879,-3.0293,9.07411e-06,9.07411e-06
-18.7879,-2.62526,3.30379e-07,3.30379e-07
-18.7879,-2.22122,6.47403e-06,6.47403e-06
-18.7879,-1.81718,4.74969e-06,4.74969e-06
-18.7879,-1.41314,1.16215e-06,1.16215e-06
-18.7879,-1.0091,8.00663e-06,8.00663e-06
-18.7879,-0.605061,6.07552e-07,6.07552e-07
-18.7879,-0.20102,5.24736e-06,5.24736e-06
-18.7879,0.20302,5.19864e-06,5.19864e-06
-18.7879,0.607061,6.28155e-07,6.28155e-07
-18.7879,1.0111,7.95781e-06,7.95781e-06
-18.7879,1.41514,1.12549e-06,1.12549e-06
-18.7879,1.81918,4.72899e-06,4.72899e-06
-18.7879,2.22322,6.363e-06,6.363e-06
-18.7879,2.62726,3.3373e-07,3.3373e-07
-18.7879,3.0313,8.92579e-06,8.92579e-06
-18.7879,3.43534,1.83487e-06,1.83487e-06
-18.7879,3.83938,4.96577e-06,4.96577e-06
-18.7879,4.24342,8.16657e-06,8.16657e-06
-18.7879,4.64746,2.39396e-07,2.39396e-07
-18.7879,5.05151,1.17641e-05,1.17641e-05
-18.7879,5.45555,1.01652e-05,1.01652e-05
-18.7879,5.85959,2.08862e-06,2.08862e-06
-18.7879,6.26363,3.74198e-06,3.74198e-06
-18.7879,6.66767,4.32262e-05,4.32262e-05
-18.7879,7.07171,0.000140103,0.000140103
-18.7879,7.47575,0.0002834,0.0002834
-18.7879,7.87979,0.000427592,0.000427592
-18.7879,8.28383,0.000514034,0.000514034
-18.7879,8.68787,0.000505083,0.000505083
-18.7879,9.09191,0.000406905,0.000406905
-18.7879,9.49595,0.000264481,0.000264481
-18.7879,9.89999,0.000133084,0.000133084
-18.7879,10.304,4.7471e-05,4.7471e-05
-18.7879,10.7081,9.76573e-06,9.76573e-06
-18.7879,11.1121,5.98098e-07,5.98098e-07
-18.7879,11.5162,3.44442e-08,3.44442e-08
-18.7879,11.9202,9.57795e-08,9.57795e-08
-18.7879,12.3242,1.75758e-06,1.75758e-06
-18.7879,12.7283,4.85749e-06,4.85749e-06
-18.7879,13.1323,4.76281e-06,4.76281e-06
-18.7879,13.5364,5.61505e-07,5.61505e-07
-18.7879,13.9404,5.40908e-06,5.40908e-06
-18.7879,14.3444,4.48001e-05,4.48001e-05
-18.7879,14.7485,0.000138588,0.000138588
-18.7879,15.1525,0.000278926,0.000278926
-18.7879,15.5566,0.00042363,0.00042363
-18.7879,15.9606,0.000514637,0.000514637
-18.7879,16.3646,0.000511469,0.000511469
-18.7879,16.7687,0.000416269,0.000416269
-18.7879,17.1727,0.000272084,0.000272084
-18.7879,17.5768,0.000135836,0.000135836
-18.7879,17.9808,4.60022e-05,4.60022e-05
-18.7879,18.3848,7.34875e-06,7.34875e-06
-18.7879,18.7889,3.93853e-08,3.93853e-08
-18.7879,19.1929,1.3448e-06,1.3448e-06
-18.7879,19.597,9.22229e-07,9.22229e-07
-18.7879,20.001,0,0
-18.3838,-19.999,3.39122e-11,3.39122e-11
-18.3838,-19.595,4.74768e-06,4.74768e-06
-18.3838,-19.1909,1.11068e-05,1.11068e-05
-18.3838,-18.7869,7.32582e-06,7.32582e-06
-18.3838,-18.3828,8.51114e-11,8.51114e-11
-18.3838,-17.9788,2.10479e-05,2.10479e-05
-18.3838,-17.5748,0.000106237,0.000106237
-18.3838,-17.1707,0.00025958,0.00025958
-18.3838,-16.7667,0.000434876,0.000434876
-18.3838,-16.3626,0.000555112,0.000555112
-18.3838,-15.9586,0.000559851,0.000559851
-18.3838,-15.5546,0.000445966,0.000445966
-18.3838,-15.1505,0.000270212,0.000270212
-18.3838,-14.7465,0.000111415,0.000111415
-18.3838,-14.3424,2.12754e-05,2.12754e-05
-18.3838,-13.9384,9.11215e-08,9.11215e-08
-18.3838,-13.5344,1.15838e-05,1.15838e-05
-18.3838,-13.1303,1.9251e-05,1.9251e-05
-18.3838,-12.7263,1.21738e-05,1.21738e-05
-18.3838,-12.3222,1.9986e-06,1.9986e-06
-18.3838,-11.9182,7.11497e-07,7.11497e-07
-18.3838,-11.5142,5.0567e-06,5.0567e-06
-18.3838,-11.1101,3.95504e-06,3.95504e-06
-18.3838,-10.7061,1.03876e-07,1.03876e-07
-18.3838,-10.302,2.05995e-05,2.05995e-05
-18.3838,-9.89799,0.000100128,0.000100128
-18.3838,-9.49395,0.000246761,0.000246761
-18.3838,-9.08991,0.000420224,0.000420224
-18.3838,-8.68587,0.00054614,0.00054614
-18.3838,-8.28183,0.000560909,0.000560909
-18.3838,-7.87779,0.000454876,0.000454876
-18.3838,-7.47375,0.000280233,0.000280233
-18.3838,-7.06971,0.000116821,0.000116821
-18.3838,-6.66567,2.17658e-05,2.17658e-05
-18.3838,-6.26163,3.27289e-07,3.27289e-07
-18.3838,-5.85759,1.64761e-05,1.64761e-05
-18.3838,-5.45355,2.92874e-05,2.92874e-05
-18.3838,-5.04951,2.29084e-05,2.29084e-05
-18.3838,-4.64546,1.37073e-06,1.37073e-06
-18.3838,-4.24142,1.4643e-05,1.4643e-05
-18.3838,-3.83738,1.20936e-05,1.20936e-05
-18.3838,-3.43334,2.54028e-06,2.54028e-06
-18.3838,-3.0293,1.91576e-05,1.91576e-05
-18.3838,-2.62526,1.32343e-06,1.32343e-06
-18.3838,-2.22122,1.27876e-05,1.27876e-05
-18.3838,-1.81718,1.1302e-05,1.1302e-05
-18.3838,-1.41314,2.01311e-06,2.01311e-06
-18.3838,-1.0091,1.77588e-05,1.77588e-05
-18.3838,-0.605061,1.56067e-06,1.56067e-06
-18.3838,-0.20102,1.15692e-05,1.15692e-05
-18.3838,0.20302,1.15619e-05,1.15619e-05
-18.3838,0.607061,1.55599e-06,1.55599e-06
-18.3838,1.0111,1.76953e-05,1.76953e-05
-18.3838,1.41514,2.00859e-06,2.00859e-06
-18.3838,1.81918,1.12185e-05,1.12185e-05
-18.3838,2.22322,1.27105e-05,1.27105e-05
-18.3838,2.62726,1.29825e-06,1.29825e-06
-18.3838,3.0313,1.89695e-05,1.89695e-05
-18.3838,3.43534,2.54388e-06,2.54388e-06
-18.3838,3.83938,1.19008e-05,1.19008e-05
-18.3838,4.24342,1.45269e-05,1.45269e-05
-18.3838,4.64746,1.3139e-06,1.3139e-06
-18.3838,5.05151,2.29801e-05,2.29801e-05
-18.3838,5.45555,2.9292e-05,2.9292e-05
-18.3838,5.85959,1.64162e-05,1.64162e-05
-18.3838,6.26363,3.47663e-07,3.47663e-07
-18.3838,6.66767,2.20711e-05,2.20711e-05
-18.3838,7.07171,0.000117492,0.000117492
-18.3838,7.47575,0.000281097,0.000281097
-18.3838,7.87979,0.000455558,0.000455558
-18.3838,8.28383,0.000561058,0.000561058
-18.3838,8.68787,0.000545664,0.000545664
-18.3838,9.09191,0.000419353,0.000419353
-18.3838,9.49595,0.000245895,0.000245895
-18.3838,9.89999,9.95784e-05,9.95784e-05
-18.3838,10.304,2.04281e-05,2.04281e-05
-18.3838,10.7081,1.548e-07,1.548e-07
-18.3838,11.1121,4.03065e-06,4.03065e-06
-18.3838,11.5162,5.07067e-06,5.07067e-06
-18.3838,11.9202,7.03569e-07,7.03569e-07
-18.3838,12.3242,2.03118e-06,2.03118e-06
-18.3838,12.7283,1.22364e-05,1.22364e-05
-18.3838,13.1323,1.92765e-05,1.92765e-05
-18.3838,13.5364,1.15576e-05,1.15576e-05
-18.3838,13.9404,1.29992e-07,1.29992e-07
-18.3838,14.3444,2.15713e-05,2.15713e-05
-18.3838,14.7485,0.000112063,0.000112063
-18.3838,15.1525,0.000271069,0.000271069
-18.3838,15.5566,0.000446675,0.000446675
-18.3838,15.9606,0.000560051,0.000560051
-18.3838,16.3646,0.000554677,0.000554677
-18.3838,16.7687,0.00043401,0.00043401
-18.3838,17.1727,0.000258683,0.000258683
-18.3838,17.5768,0.000105646,0.000105646
-18.3838,17.9808,2.08536e-05,2.08536e-05
-18.3838,18.3848,5.61975e-08,5.61975e-08
-18.3838,18.7889,7.41729e-06,7.41729e-06
-18.3838,19.1929,1.11216e-05,1.11216e-05
-18.3838,19.597,4.71615e-06,4.71615e-06
-18.3838,20.001,0,0
-17.9798,-19.999,1.00417e-10,1.00417e-10
-17.9798,-19.595,1.47298e-05,1.47298e-05
-17.9798,-19.1909,4.11131e-05,4.11131e-05
-17.9798,-18.7869,4.60879e-05,4.60879e-05
-17.9798,-18.3828,2.08486e-05,2.08486e-05
-17.9798,-17.9788,1.86574e-10,1.86574e-10
-17.9798,-17.5748,3.73563e-05,3.73563e-05
-17.9798,-17.1707,0.000155928,0.000155928
-17.9798,-16.7667,0.000316231,0.000316231
-17.9798,-16.3626,0.000434565,0.000434565
-17.9798,-15.9586,0.000440926,0.000440926
-17.9798,-15.5546,0.000331018,0.000331018
-17.9798,-15.1505,0.000169863,0.000169863
-17.9798,-14.7465,4.38263e-05,4.38263e-05
-17.9798,-14.3424,9.2747e-08,9.2747e-08
-17.9798,-13.9384,2.14754e-05,2.14754e-05
-17.9798,-13.5344,5.30606e-05,5.30606e-05
-17.9798,-13.1303,5.3452e-05,5.3452e-05
-17.9798,-12.7263,2.52812e-05,2.52812e-05
-17.9798,-12.3222,1.72468e-06,1.72468e-06
-17.9798,-11.9182,6.80362e-06,6.80362e-06
-17.9798,-11.5142,2.98758e-05,2.98758e-05
-17.9798,-11.1101,3.91057e-05,3.91057e-05
-17.9798,-10.7061,2.00583e-05,2.00583e-05
-17.9798,-10.302,8.28663e-08,8.28663e-08
-17.9798,-9.89799,3.09209e-05,3.09209e-05
-17.9798,-9.49395,0.000140902,0.000140902
-17.9798,-9.08991,0.000298751,0.000298751
-17.9798,-8.68587,0.000424581,0.000424581
-17.9798,-8.28183,0.000444179,0.000444179
-17.9798,-7.87779,0.000344362,0.000344362
-17.9798,-7.47375,0.000183999,0.000183999
-17.9798,-7.06971,5.10722e-05,5.10722e-05
-17.9798,-6.66567,4.07758e-07,4.07758e-07
-17.9798,-6.26163,2.15953e-05,2.15953e-05
-17.9798,-5.85759,5.97116e-05,5.97116e-05
-17.9798,-5.45355,6.68125e-05,6.68125e-05
-17.9798,-5.04951,3.85194e-05,3.85194e-05
-17.9798,-4.64546,4.35531e-06,4.35531e-06
-17.9798,-4.24142,2.22561e-05,2.22561e-05
-17.9798,-3.83738,2.41477e-05,2.41477e-05
-17.9798,-3.43334,2.83101e-06,2.83101e-06
-17.9798,-3.0293,3.45936e-05,3.45936e-05
-17.9798,-2.62526,3.65583e-06,3.65583e-06
-17.9798,-2.22122,2.17593e-05,2.17593e-05
-17.9798,-1.81718,2.25082e-05,2.25082e-05
-17.9798,-1.41314,3.01105e-06,3.01105e-06
-17.9798,-1.0091,3.34329e-05,3.34329e-05
-17.9798,-0.605061,3.29168e-06,3.29168e-06
-17.9798,-0.20102,2.16726e-05,2.16726e-05
-17.9798,0.20302,2.1815e-05,2.1815e-05
-17.9798,0.607061,3.1951e-06,3.1951e-06
-17.9798,1.0111,3.33829e-05,3.33829e-05
-17.9798,1.41514,3.09821e-06,3.09821e-06
-17.9798,1.81918,2.22891e-05,2.22891e-05
-17.9798,2.22322,2.18522e-05,2.18522e-05
-17.9798,2.62726,3.53278e-06,3.53278e-06
-17.9798,3.0313,3.44499e-05,3.44499e-05
-17.9798,3.43534,2.92324e-06,2.92324e-06
-17.9798,3.83938,2.38319e-05,2.38319e-05
-17.9798,4.24342,2.23332e-05,2.23332e-05
-17.9798,4.64746,4.18583e-06,4.18583e-06
-17.9798,5.05151,3.87036e-05,3.87036e-05
-17.9798,5.45555,6.68977e-05,6.68977e-05
-17.9798,5.85959,5.96061e-05,5.96061e-05
-17.9798,6.26363,2.14343e-05,2.14343e-05
-17.9798,6.66767,4.74671e-07,4.74671e-07
-17.9798,7.07171,5.15497e-05,5.15497e-05
-17.9798,7.47575,0.000184763,0.000184763
-17.9798,7.87979,0.000345015,0.000345015
-17.9798,8.28383,0.00044432,0.00044432
-17.9798,8.68787,0.000424102,0.000424102
-17.9798,9.09191,0.000297922,0.000297922
-17.9798,9.49595,0.00014017,0.00014017
-17.9798,9.89999,3.05929e-05,3.05929e-05
-17.9798,10.304,1.40734e-07,1.40734e-07
-17.9798,10.7081,2.02441e-05,2.02441e-05
-17.9798,11.1121,3.91755e-05,3.91755e-05
-17.9798,11.5162,2.97937e-05,2.97937e-05
-17.9798,11.9202,6.71824e-06,6.71824e-06
-17.9798,12.3242,1.77726e-06,1.77726e-06
