x1,x2,(E1=10.0865 E2=10.7422),(E1=10.7422 E2=10.0865)
-13.1313,-6.66567,4.68774e-05,4.68774e-05
-13.1313,-6.26163,1.25489e-05,1.25489e-05
-13.1313,-5.85759,8.49529e-07,8.49529e-07
-13.1313,-5.45355,6.60564e-07,6.60564e-07
-13.1313,-5.04951,2.88907e-06,2.88907e-06
-13.1313,-4.64546,1.68365e-08,1.68365e-08
-13.1313,-4.24142,2.53866e-06,2.53866e-06
-13.1313,-3.83738,7.17252e-07,7.17252e-07
-13.1313,-3.43334,8.73236e-07,8.73236e-07
-13.1313,-3.0293,1.8408e-06,1.8408e-06
-13.1313,-2.62526,2.9525e-11,2.9525e-11
-13.1313,-2.22122,1.54594e-06,1.54594e-06
-13.1313,-1.81718,6.80074e-07,6.80074e-07
-13.1313,-1.41314,3.65031e-07,3.65031e-07
-13.1313,-1.0091,1.42062e-06,1.42062e-06
-13.1313,-0.605061,6.6168e-08,6.6168e-08
-13.1313,-0.20102,9.46931e-07,9.46931e-07
-13.1313,0.20302,9.15317e-07,9.15317e-07
-13.1313,0.607061,7.83733e-08,7.83733e-08
-13.1313,1.0111,1.40181e-06,1.40181e-06
-13.1313,1.41514,3.33753e-07,3.33753e-07
-13.1313,1.81918,6.83885e-07,6.83885e-07
-13.1313,2.22322,1.48004e-06,1.48004e-06
-13.1313,2.62726,3.60273e-10,3.60273e-10
-13.1313,3.0313,1.77972e-06,1.77972e-06
-13.1313,3.43534,8.28467e-07,8.28467e-07
-13.1313,3.83938,6.94446e-07,6.94446e-07
-13.1313,4.24342,2.43731e-06,2.43731e-06
-13.1313,4.64746,1.68044e-08,1.68044e-08
-13.1313,5.05151,2.88171e-06,2.88171e-06
-13.1313,5.45555,6.59011e-07,6.59011e-07
-13.1313,5.85959,8.85978e-07,8.85978e-07
-13.1313,6.26363,1.26743e-05,1.26743e-05
-13.1313,6.66767,4.71309e-05,4.71309e-05
-13.1313,7.07171,0.000109078,0.000109078
-13.1313,7.47575,0.000189583,0.000189583
-13.1313,7.87979,0.000266018,0.000266018
-13.1313,8.28383,0.000311663,0.000311663
-13.1313,8.68787,0.000309624,0.000309624
-13.1313,9.09191,0.000261998,0.000261998
-13.1313,9.49595,0.000188128,0.000188128
-13.1313,9.89999,0.000113418,0.000113418
-13.1313,10.304,5.65401e-05,5.65401e-05
-13.1313,10.7081,2.30571e-05,2.30571e-05
-13.1313,11.1121,7.92007e-06,7.92007e-06
-13.1313,11.5162,2.7127e-06,2.7127e-06
-13.1313,11.9202,1.33051e-06,1.33051e-06
-13.1313,12.3242,1.00004e-06,1.00004e-06
-13.1313,12.7283,5.70798e-07,5.70798e-07
-13.1313,13.1323,1.02362e-08,1.02362e-08
-13.1313,13.5364,2.43555e-06,2.43555e-06
-13.1313,13.9404,1.58307e-05,1.58307e-05
-13.1313,14.3444,5.04154e-05,5.04154e-05
-13.1313,14.7485,0.000111173,0.000111173
-13.1313,15.1525,0.000190319,0.000190319
-13.1313,15.5566,0.000266432,0.000266432
-13.1313,15.9606,0.000313029,0.000313029
-13.1313,16.3646,0.000312261,0.000312261
-13.1313,16.7687,0.000264865,0.000264865
-13.1313,17.1727,0.000189557,0.000189557
-13.1313,17.5768,0.000112383,0.000112383
-13.1313,17.9808,5.34009e-05,5.34009e-05
-13.1313,18.3848,1.92191e-05,1.92191e-05
-13.1313,18.7889,4.75081e-06,4.75081e-06
-13.1313,19.1929,6.78502e-07,6.78502e-07
-13.1313,19.597,4.15547e-08,4.15547e-08
-13.1313,20.001,0,0
-12.7273,-19.999,1.54049e-12,1.54049e-12
-12.7273,-19.595,2.82997e-07,2.82997e-07
-12.7273,-19.1909,1.50639e-06,1.50639e-06
-12.7273,-18.7869,4.85887e-06,4.85887e-06
-12.7273,-18.3828,1.22269e-05,1.22269e-05
-12.7273,-17.9788,2.54009e-05,2.54009e-05
-12.7273,-17.5748,4.46136e-05,4.46136e-05
-12.7273,-17.1707,6.72563e-05,6.72563e-05
-12.7273,-16.7667,8.79387e-05,8.79387e-05
-12.7273,-16.3626,0.000100371,0.000100371
-12.7273,-15.9586,0.000100259,0.000100259
-12.7273,-15.5546,8.75083e-05,8.75083e-05
-12.7273,-15.1505,6.63189e-05,6.63189e-05
-12.7273,-14.7465,4.30932e-05,4.30932e-05
-12.7273,-14.3424,2.34744e-05,2.34744e-05
-12.7273,-13.9384,1.02801e-05,1.02801e-05
-12.7273,-13.5344,3.29595e-06,3.29595e-06
-12.7273,-13.1303,5.66472e-07,5.66472e-07
-12.7273,-12.7263,2.42906e-12,2.42906e-12
-12.7273,-12.3222,3.06329e-07,3.06329e-07
-12.7273,-11.9182,1.13031e-06,1.13031e-06
-12.7273,-11.5142,2.88391e-06,2.88391e-06
-12.7273,-11.1101,6.68627e-06,6.68627e-06
-12.7273,-10.7061,1.42477e-05,1.42477e-05
-12.7273,-10.302,2.72076e-05,2.72076e-05
-12.7273,-9.89799,4.58228e-05,4.58228e-05
-12.7273,-9.49395,6.77093e-05,6.77093e-05
-12.7273,-9.08991,8.77623e-05,8.77623e-05
-12.7273,-8.68587,9.98404e-05,9.98404e-05
-12.7273,-8.28183,9.95706e-05,9.95706e-05
-12.7273,-7.87779,8.66471e-05,8.66471e-05
-12.7273,-7.47375,6.51298e-05,6.51298e-05
-12.7273,-7.06971,4.14893e-05,4.14893e-05
-12.7273,-6.66567,2.16056e-05,2.16056e-05
-12.7273,-6.26163,8.5185e-06,8.5185e-06
-12.7273,-5.85759,2.05096e-06,2.05096e-06
-12.7273,-5.45355,8.06584e-08,8.06584e-08
-12.7273,-5.04951,2.80638e-07,2.80638e-07
-12.7273,-4.64546,9.2857e-08,9.2857e-08
-12.7273,-4.24142,3.72267e-07,3.72267e-07
-12.7273,-3.83738,5.76873e-09,5.76873e-09
-12.7273,-3.43334,2.20664e-07,2.20664e-07
-12.7273,-3.0293,1.07016e-07,1.07016e-07
-12.7273,-2.62526,3.74778e-08,3.74778e-08
-12.7273,-2.22122,1.40362e-07,1.40362e-07
-12.7273,-1.81718,6.10861e-09,6.10861e-09
-12.7273,-1.41314,5.61217e-08,5.61217e-08
-12.7273,-1.0091,5.01268e-08,5.01268e-08
-12.7273,-0.605061,1.02792e-10,1.02792e-10
-12.7273,-0.20102,3.59232e-08,3.59232e-08
-12.7273,0.20302,3.12155e-08,3.12155e-08
-12.7273,0.607061,6.8433e-11,6.8433e-11
-12.7273,1.0111,4.7911e-08,4.7911e-08
-12.7273,1.41514,4.67015e-08,4.67015e-08
-12.7273,1.81918,6.74626e-09,6.74626e-09
-12.7273,2.22322,1.26151e-07,1.26151e-07
-12.7273,2.62726,3.27302e-08,3.27302e-08
-12.7273,3.0313,9.78233e-08,9.78233e-08
-12.7273,3.43534,2.0271e-07,2.0271e-07
-12.7273,3.83938,4.8908e-09,4.8908e-09
-12.7273,4.24342,3.44773e-07,3.44773e-07
-12.7273,4.64746,9.02443e-08,9.02443e-08
-12.7273,5.05151,2.77542e-07,2.77542e-07
-12.7273,5.45555,8.56489e-08,8.56489e-08
-12.7273,5.85959,2.07396e-06,2.07396e-06
-12.7273,6.26363,8.57065e-06,8.57065e-06
-12.7273,6.66767,2.1692e-05,2.1692e-05
-12.7273,7.07171,4.16013e-05,4.16013e-05
-12.7273,7.47575,6.52431e-05,6.52431e-05
-12.7273,7.87979,8.67289e-05,8.67289e-05
-12.7273,8.28383,9.95944e-05,9.95944e-05
-12.7273,8.68787,9.97989e-05,9.97989e-05
-12.7273,9.09191,8.76709e-05,8.76709e-05
-12.7273,9.49595,6.75981e-05,6.75981e-05
-12.7273,9.89999,4.57217e-05,4.57217e-05
-12.7273,10.304,2.71344e-05,2.71344e-05
-12.7273,10.7081,1.42047e-05,1.42047e-05
-12.7273,11.1121,6.66527e-06,6.66527e-06
-12.7273,11.5162,2.87456e-06,2.87456e-06
-12.7273,11.9202,1.12551e-06,1.12551e-06
-12.7273,12.3242,3.03546e-07,3.03546e-07
-12.7273,12.7283,6.69258e-10,6.69258e-10
-12.7273,13.1323,5.75791e-07,5.75791e-07
-12.7273,13.5364,3.3228e-06,3.3228e-06
-12.7273,13.9404,1.03344e-05,1.03344e-05
-12.7273,14.3444,2.35609e-05,2.35609e-05
-12.7273,14.7485,4.3204e-05,4.3204e-05
-12.7273,15.1525,6.64307e-05,6.64307e-05
-12.7273,15.5566,8.75892e-05,8.75892e-05
-12.7273,15.9606,0.000100282,0.000100282
-12.7273,16.3646,0.000100328,0.000100328
-12.7273,16.7687,8.78444e-05,8.78444e-05
-12.7273,17.1727,6.71409e-05,6.71409e-05
-12.7273,17.5768,4.45083e-05,4.45083e-05
-12.7273,17.9808,2.5325e-05,2.5325e-05
-12.7273,18.3848,1.21833e-05,1.21833e-05
-12.7273,18.7889,4.83921e-06,4.83921e-06
-12.7273,19.1929,1.49933e-06,1.49933e-06
-12.7273,19.597,2.80746e-07,2.80746e-07
-12.7273,20.001,0,0
-12.3232,-19.999,2.03062e-12,2.03062e-12
-12.3232,-19.595,3.14322e-07,3.14322e-07
-12.3232,-19.1909,1.05191e-06,1.05191e-06
-12.3232,-18.7869,1.75206e-06,1.75206e-06
-12.3232,-18.3828,2.015e-06,2.015e-06
-12.3232,-17.9788,1.74985e-06,1.74985e-06
-12.3232,-17.5748,1.17694e-06,1.17694e-06
-12.3232,-17.1707,6.17198e-07,6.17198e-07
-12.3232,-16.7667,2.64257e-07,2.64257e-07
-12.3232,-16.3626,1.20107e-07,1.20107e-07
-12.3232,-15.9586,1.07866e-07,1.07866e-07
-12.3232,-15.5546,2.14323e-07,2.14323e-07
-12.3232,-15.1505,5.05058e-07,5.05058e-07
-12.3232,-14.7465,9.9796e-07,9.9796e-07
-12.3232,-14.3424,1.53688e-06,1.53688e-06
-12.3232,-13.9384,1.82429e-06,1.82429e-06
-12.3232,-13.5344,1.62772e-06,1.62772e-06
-12.3232,-13.1303,9.98974e-07,9.98974e-07
-12.3232,-12.7263,3.03551e-07,3.03551e-07
-12.3232,-12.3222,2.022e-12,2.022e-12
-12.3232,-11.9182,3.19665e-07,3.19665e-07
-12.3232,-11.5142,1.09329e-06,1.09329e-06
-12.3232,-11.1101,1.86375e-06,1.86375e-06
-12.3232,-10.7061,2.19915e-06,2.19915e-06
-12.3232,-10.302,1.96608e-06,1.96608e-06
-12.3232,-9.89799,1.36645e-06,1.36645e-06
-12.3232,-9.49395,7.40485e-07,7.40485e-07
-12.3232,-9.08991,3.20635e-07,3.20635e-07
-12.3232,-8.68587,1.33963e-07,1.33963e-07
-12.3232,-8.28183,9.6658e-08,9.6658e-08
-12.3232,-7.87779,1.68929e-07,1.68929e-07
-12.3232,-7.47375,4.00843e-07,4.00843e-07
-12.3232,-7.06971,8.2602e-07,8.2602e-07
-12.3232,-6.66567,1.32562e-06,1.32562e-06
-12.3232,-6.26163,1.62947e-06,1.62947e-06
-12.3232,-5.85759,1.49737e-06,1.49737e-06
-12.3232,-5.45355,9.4276e-07,9.4276e-07
-12.3232,-5.04951,2.93093e-07,2.93093e-07
-12.3232,-4.64546,9.54316e-08,9.54316e-08
-12.3232,-4.24142,1.27452e-07,1.27452e-07
-12.3232,-3.83738,2.69262e-07,2.69262e-07
-12.3232,-3.43334,3.72985e-09,3.72985e-09
-12.3232,-3.0293,3.1249e-07,3.1249e-07
-12.3232,-2.62526,6.78798e-08,6.78798e-08
-12.3232,-2.22122,1.70632e-07,1.70632e-07
-12.3232,-1.81718,2.49711e-07,2.49711e-07
-12.3232,-1.41314,1.63925e-08,1.63925e-08
-12.3232,-1.0091,3.30884e-07,3.30884e-07
-12.3232,-0.605061,4.06491e-08,4.06491e-08
-12.3232,-0.20102,2.12242e-07,2.12242e-07
-12.3232,0.20302,2.16922e-07,2.16922e-07
-12.3232,0.607061,3.75732e-08,3.75732e-08
-12.3232,1.0111,3.31851e-07,3.31851e-07
-12.3232,1.41514,1.85591e-08,1.85591e-08
-12.3232,1.81918,2.46142e-07,2.46142e-07
-12.3232,2.22322,1.75797e-07,1.75797e-07
-12.3232,2.62726,6.43371e-08,6.43371e-08
-12.3232,3.0313,3.15217e-07,3.15217e-07
-12.3232,3.43534,4.78613e-09,4.78613e-09
-12.3232,3.83938,2.67238e-07,2.67238e-07
-12.3232,4.24342,1.32447e-07,1.32447e-07
-12.3232,4.64746,9.1984e-08,9.1984e-08
-12.3232,5.05151,2.95751e-07,2.95751e-07
-12.3232,5.45555,9.4598e-07,9.4598e-07
-12.3232,5.85959,1.49898e-06,1.49898e-06
-12.3232,6.26363,1.62862e-06,1.62862e-06
-12.3232,6.66767,1.32316e-06,1.32316e-06
-12.3232,7.07171,8.23534e-07,8.23534e-07
-12.3232,7.47575,3.99437e-07,3.99437e-07
-12.3232,7.87979,1.68714e-07,1.68714e-07
-12.3232,8.28383,9.71907e-08,9.71907e-08
-12.3232,8.68787,1.35029e-07,1.35029e-07
-12.3232,9.09191,3.22493e-07,3.22493e-07
-12.3232,9.49595,7.43316e-07,7.43316e-07
-12.3232,9.89999,1.36961e-06,1.36961e-06
-12.3232,10.304,1.96808e-06,1.96808e-06
-12.3232,10.7081,2.19855e-06,2.19855e-06
-12.3232,11.1121,1.86043e-06,1.86043e-06
-12.3232,11.5162,1.08886e-06,1.08886e-06
-12.3232,11.9202,3.1661e-07,3.1661e-07
-12.3232,12.3242,4.30266e-12,4.30266e-12
-12.3232,12.7283,3.06323e-07,3.06323e-07
-12.3232,13.1323,1.00249e-06,1.00249e-06
-12.3232,13.5364,1.62967e-06,1.62967e-06
-12.3232,13.9404,1.82364e-06,1.82364e-06
-12.3232,14.3444,1.53432e-06,1.53432e-06
-12.3232,14.7485,9.95139e-07,9.95139e-07
-12.3232,15.1525,5.03282e-07,5.03282e-07
-12.3232,15.5566,2.1386e-07,2.1386e-07
-12.3232,15.9606,1.08271e-07,1.08271e-07
-12.3232,16.3646,1.21037e-07,1.21037e-07
-12.3232,16.7687,2.65863e-07,2.65863e-07
-12.3232,17.1727,6.19705e-07,6.19705e-07
-12.3232,17.5768,1.17989e-06,1.17989e-06
-12.3232,17.9808,1.7519e-06,1.7519e-06
-12.3232,18.3848,2.01472e-06,2.01472e-06
-12.3232,18.7889,1.74915e-06,1.74915e-06
-12.3232,19.1929,1.04777e-06,1.04777e-06
-12.3232,19.597,3.11356e-07,3.11356e-07
-12.3232,20.001,0,0
-11.9192,-19.999,2.16733e-12,2.16733e-12
-11.9192,-19.595,2.85816e-07,2.85816e-07
-11.9192,-19.1909,5.16091e-07,5.16091e-07
-11.9192,-18.7869,8.61824e-08,8.61824e-08
-11.9192,-18.3828,7.09342e-07,7.09342e-07
-11.9192,-17.9788,6.78312e-06,6.78312e-06
-11.9192,-17.5748,2.24345e-05,2.24345e-05
-11.9192,-17.1707,4.71439e-05,4.71439e-05
-11.9192,-16.7667,7.37893e-05,7.37893e-05
-11.9192,-16.3626,9.15243e-05,9.15243e-05
-11.9192,-15.9586,9.20832e-05,9.20832e-05
-11.9192,-15.5546,7.508e-05,7.508e-05
-11.9192,-15.1505,4.83257e-05,4.83257e-05
-11.9192,-14.7465,2.28904e-05,2.28904e-05
-11.9192,-14.3424,6.58011e-06,6.58011e-06
-11.9192,-13.9384,4.59604e-07,4.59604e-07
-11.9192,-13.5344,3.58484e-07,3.58484e-07
-11.9192,-13.1303,1.32944e-06,1.32944e-06
-11.9192,-12.7263,1.12562e-06,1.12562e-06
-11.9192,-12.3222,3.16513e-07,3.16513e-07
-11.9192,-11.9182,1.38286e-12,1.38286e-12
-11.9192,-11.5142,7.61018e-08,7.61018e-08
-11.9192,-11.1101,2.63527e-10,2.63527e-10
-11.9192,-10.7061,1.00823e-06,1.00823e-06
-11.9192,-10.302,6.92636e-06,6.92636e-06
-11.9192,-9.89799,2.17778e-05,2.17778e-05
-11.9192,-9.49395,4.55666e-05,4.55666e-05
-11.9192,-9.08991,7.19123e-05,7.19123e-05
-11.9192,-8.68587,9.02948e-05,9.02948e-05
-11.9192,-8.28183,9.20548e-05,9.20548e-05
-11.9192,-7.87779,7.59967e-05,7.59967e-05
-11.9192,-7.47375,4.93628e-05,4.93628e-05
-11.9192,-7.06971,2.33454e-05,2.33454e-05
-11.9192,-6.66567,6.42107e-06,6.42107e-06
-11.9192,-6.26163,2.77472e-07,2.77472e-07
-11.9192,-5.85759,7.9217e-07,7.9217e-07
-11.9192,-5.45355,2.48642e-06,2.48642e-06
-11.9192,-5.04951,2.50289e-06,2.50289e-06
-11.9192,-4.64546,7.99356e-08,7.99356e-08
-11.9192,-4.24142,1.71517e-06,1.71517e-06
-11.9192,-3.83738,1.1563e-06,1.1563e-06
-11.9192,-3.43334,3.56699e-07,3.56699e-07
-11.9192,-3.0293,1.98524e-06,1.98524e-06
-11.9192,-2.62526,9.19387e-08,9.19387e-08
-11.9192,-2.22122,1.38515e-06,1.38515e-06
-11.9192,-1.81718,1.08297e-06,1.08297e-06
-11.9192,-1.41314,2.38295e-07,2.38295e-07
-11.9192,-1.0091,1.78146e-06,1.78146e-06
-11.9192,-0.605061,1.4236e-07,1.4236e-07
-11.9192,-0.20102,1.16512e-06,1.16512e-06
-11.9192,0.20302,1.15776e-06,1.15776e-06
-11.9192,0.607061,1.4528e-07,1.4528e-07
-11.9192,1.0111,1.77214e-06,1.77214e-06
-11.9192,1.41514,2.32978e-07,2.32978e-07
-11.9192,1.81918,1.0771e-06,1.0771e-06
-11.9192,2.22322,1.36649e-06,1.36649e-06
-11.9192,2.62726,9.17574e-08,9.17574e-08
-11.9192,3.0313,1.95718e-06,1.95718e-06
-11.9192,3.43534,3.51532e-07,3.51532e-07
-11.9192,3.83938,1.1351e-06,1.1351e-06
-11.9192,4.24342,1.68874e-06,1.68874e-06
-11.9192,4.64746,7.63476e-08,7.63476e-08
-11.9192,5.05151,2.50777e-06,2.50777e-06
-11.9192,5.45555,2.48454e-06,2.48454e-06
-11.9192,5.85959,7.8876e-07,7.8876e-07
-11.9192,6.26363,2.93676e-07,2.93676e-07
-11.9192,6.66767,6.48192e-06,6.48192e-06
-11.9192,7.07171,2.34568e-05,2.34568e-05
-11.9192,7.47575,4.94966e-05,4.94966e-05
-11.9192,7.87979,7.60993e-05,7.60993e-05
-11.9192,8.28383,9.2078e-05,9.2078e-05
-11.9192,8.68787,9.02258e-05,9.02258e-05
-11.9192,9.09191,7.17826e-05,7.17826e-05
-11.9192,9.49595,4.54315e-05,4.54315e-05
-11.9192,9.89999,2.16831e-05,2.16831e-05
-11.9192,10.304,6.88546e-06,6.88546e-06
-11.9192,10.7081,1.00452e-06,1.00452e-06
-11.9192,11.1121,8.02533e-09,8.02533e-09
-11.9192,11.5162,8.05321e-08,8.05321e-08
-11.9192,11.9202,1.33732e-09,1.33732e-09
-11.9192,12.3242,3.19763e-07,3.19763e-07
-11.9192,12.7283,1.1302e-06,1.1302e-06
-11.9192,13.1323,1.33081e-06,1.33081e-06
-11.9192,13.5364,3.59673e-07,3.59673e-07
-11.9192,13.9404,4.7837e-07,4.7837e-07
-11.9192,14.3444,6.63998e-06,6.63998e-06
-11.9192,14.7485,2.29991e-05,2.29991e-05
-11.9192,15.1525,4.84586e-05,4.84586e-05
-11.9192,15.5566,7.5186e-05,7.5186e-05
-11.9192,15.9606,9.21125e-05,9.21125e-05
-11.9192,16.3646,9.14602e-05,9.14602e-05
-11.9192,16.7687,7.36599e-05,7.36599e-05
-11.9192,17.1727,4.70044e-05,4.70044e-05
-11.9192,17.5768,2.23339e-05,2.23339e-05
-11.9192,17.9808,6.73872e-06,6.73872e-06
-11.9192,18.3848,7.05758e-07,7.05758e-07
-11.9192,18.7889,9.57199e-08,9.57199e-08
-11.9192,19.1929,5.20856e-07,5.20856e-07
-11.9192,19.597,2.84826e-07,2.84826e-07
-11.9192,20.001,0,0
-11.5152,-19.999,4.11931e-12,4.11931e-12
-11.5152,-19.595,5.12568e-07,5.12568e-07
-11.5152,-19.1909,6.87117e-07,6.87117e-07
-11.5152,-18.7869,1.07199e-08,1.07199e-08
-11.5152,-18.3828,5.07959e-06,5.07959e-06
-11.5152,-17.9788,2.99208e-05,2.99208e-05
-11.5152,-17.5748,8.65278e-05,8.65278e-05
-11.5152,-17.1707,0.0001716,0.0001716
-11.5152,-16.7667,0.000261127,0.000261127
-11.5152,-16.3626,0.000319923,0.000319923
-11.5152,-15.9586,0.00032154,0.00032154
-11.5152,-15.5546,0.000264809,0.000264809
-11.5152,-15.1505,0.000174804,0.000174804
-11.5152,-14.7465,8.73986e-05,8.73986e-05
-11.5152,-14.3424,2.86935e-05,2.86935e-05
-11.5152,-13.9384,3.67065e-06,3.67065e-06
-11.5152,-13.5344,2.35219e-07,2.35219e-07
-11.5152,-13.1303,2.71123e-06,2.71123e-06
-11.5152,-12.7263,2.87438e-06,2.87438e-06
-11.5152,-12.3222,1.08695e-06,1.08695e-06
-11.5152,-11.9182,7.52236e-08,7.52236e-08
-11.5152,-11.5142,1.36314e-13,1.36314e-13
-11.5152,-11.1101,4.86609e-07,4.86609e-07
-11.5152,-10.7061,6.6802e-06,6.6802e-06
-11.5152,-10.302,3.09075e-05,3.09075e-05
-11.5152,-9.89799,8.48945e-05,8.48945e-05
-11.5152,-9.49395,0.000166971,0.000166971
-11.5152,-9.08991,0.000255402,0.000255402
-11.5152,-8.68587,0.000316004,0.000316004
-11.5152,-8.28183,0.000321135,0.000321135
-11.5152,-7.87779,0.000267166,0.000267166
-11.5152,-7.47375,0.000177445,0.000177445
-11.5152,-7.06971,8.8215e-05,8.8215e-05
-11.5152,-6.66567,2.7622e-05,2.7622e-05
-11.5152,-6.26163,2.55889e-06,2.55889e-06
-11.5152,-5.85759,1.10242e-06,1.10242e-06
-11.5152,-5.45355,5.98008e-06,5.98008e-06
-11.5152,-5.04951,7.10285e-06,7.10285e-06
-11.5152,-4.64546,1.38788e-07,1.38788e-07
-11.5152,-4.24142,5.06607e-06,5.06607e-06
-11.5152,-3.83738,3.01949e-06,3.01949e-06
-11.5152,-3.43334,1.15816e-06,1.15816e-06
-11.5152,-3.0293,5.45687e-06,5.45687e-06
-11.5152,-2.62526,1.88474e-07,1.88474e-07
-11.5152,-2.22122,3.91086e-06,3.91086e-06
-11.5152,-1.81718,2.83208e-06,2.83208e-06
-11.5152,-1.41314,7.07984e-07,7.07984e-07
-11.5152,-1.0091,4.79835e-06,4.79835e-06
-11.5152,-0.605061,3.60189e-07,3.60189e-07
-11.5152,-0.20102,3.14606e-06,3.14606e-06
-11.5152,0.20302,3.11493e-06,3.11493e-06
-11.5152,0.607061,3.73431e-07,3.73431e-07
-11.5152,1.0111,4.76824e-06,4.76824e-06
-11.5152,1.41514,6.84372e-07,6.84372e-07
-11.5152,1.81918,2.82037e-06,2.82037e-06
-11.5152,2.22322,3.84091e-06,3.84091e-06
-11.5152,2.62726,1.90926e-07,1.90926e-07
-11.5152,3.0313,5.36522e-06,5.36522e-06
-11.5152,3.43534,1.13247e-06,1.13247e-06
-11.5152,3.83938,2.95937e-06,2.95937e-06
-11.5152,4.24342,4.96684e-06,4.96684e-06
-11.5152,4.64746,1.32067e-07,1.32067e-07
-11.5152,5.05151,7.11177e-06,7.11177e-06
-11.5152,5.45555,5.97213e-06,5.97213e-06
-11.5152,5.85959,1.10122e-06,1.10122e-06
-11.5152,6.26363,2.63372e-06,2.63372e-06
-11.5152,6.66767,2.78482e-05,2.78482e-05
-11.5152,7.07171,8.86033e-05,8.86033e-05
-11.5152,7.47575,0.000177899,0.000177899
-11.5152,7.87979,0.00026751,0.00026751
-11.5152,8.28383,0.000321214,0.000321214
-11.5152,8.68787,0.000315778,0.000315778
-11.5152,9.09191,0.00025497,0.00025497
-11.5152,9.49595,0.000166512,0.000166512
-11.5152,9.89999,8.45599e-05,8.45599e-05
-11.5152,10.304,3.07475e-05,3.07475e-05
-11.5152,10.7081,6.64898e-06,6.64898e-06
-11.5152,11.1121,5.04252e-07,5.04252e-07
-11.5152,11.5162,1.51732e-08,1.51732e-08
-11.5152,11.9202,8.14069e-08,8.14069e-08
-11.5152,12.3242,1.0952e-06,1.0952e-06
-11.5152,12.7283,2.88409e-06,2.88409e-06
-11.5152,13.1323,2.71458e-06,2.71458e-06
-11.5152,13.5364,2.48993e-07,2.48993e-07
-11.5152,13.9404,3.75386e-06,3.75386e-06
-11.5152,14.3444,2.8917e-05,2.8917e-05
-11.5152,14.7485,8.77788e-05,8.77788e-05
-11.5152,15.1525,0.000175255,0.000175255
-11.5152,15.5566,0.000265163,0.000265163
-11.5152,15.9606,0.000321638,0.000321638
-11.5152,16.3646,0.000319711,0.000319711
-11.5152,16.7687,0.000260695,0.000260695
-11.5152,17.1727,0.000171127,0.000171127
-11.5152,17.5768,8.61741e-05,8.61741e-05
-11.5152,17.9808,2.9749e-05,2.9749e-05
-11.5152,18.3848,5.048e-06,5.048e-06
-11.5152,18.7889,3.36553e-08,3.36553e-08
-11.5152,19.1929,7.03967e-07,7.03967e-07
-11.5152,19.597,5.12987e-07,5.12987e-07
-11.5152,20.001,0,0
-11.1111,-19.999,1.2951e-11,1.2951e-11
-11.1111,-19.595,1.71085e-06,1.71085e-06
-11.1111,-19.1909,3.11417e-06,3.11417e-06
-11.1111,-18.7869,5.54515e-07,5.54515e-07
-11.1111,-18.3828,4.0028e-06,4.0028e-06
-11.1111,-17.9788,3.92702e-05,3.92702e-05
-11.1111,-17.5748,0.000130666,0.000130666
-11.1111,-17.1707,0.000275261,0.000275261
-11.1111,-16.7667,0.000431343,0.000431343
-11.1111,-16.3626,0.000535286,0.000535286
-11.1111,-15.9586,0.000538578,0.000538578
-11.1111,-15.5546,0.000438948,0.000438948
-11.1111,-15.1505,0.000282235,0.000282235
-11.1111,-14.7465,0.00013338,0.00013338
-11.1111,-14.3424,3.81151e-05,3.81151e-05
-11.1111,-13.9384,2.57614e-06,2.57614e-06
-11.1111,-13.5344,2.19547e-06,2.19547e-06
-11.1111,-13.1303,7.92706e-06,7.92706e-06
-11.1111,-12.7263,6.66214e-06,6.66214e-06
-11.1111,-12.3222,1.85249e-06,1.85249e-06
-11.1111,-11.9182,3.07918e-10,3.07918e-10
-11.1111,-11.5142,4.82467e-07,4.82467e-07
-11.1111,-11.1101,1.42368e-11,1.42368e-11
-11.1111,-10.7061,5.71543e-06,5.71543e-06
-11.1111,-10.302,4.00779e-05,4.00779e-05
-11.1111,-9.89799,0.000126783,0.000126783
-11.1111,-9.49395,0.000265977,0.000265977
-11.1111,-9.08991,0.000420308,0.000420308
-11.1111,-8.68587,0.000528069,0.000528069
-11.1111,-8.28183,0.000538433,0.000538433
-11.1111,-7.87779,0.000444368,0.000444368
-11.1111,-7.47375,0.000288368,0.000288368
-11.1111,-7.06971,0.000136092,0.000136092
-11.1111,-6.66567,3.72171e-05,3.72171e-05
-11.1111,-6.26163,1.54057e-06,1.54057e-06
-11.1111,-5.85759,4.77472e-06,4.77472e-06
-11.1111,-5.45355,1.47466e-05,1.47466e-05
-11.1111,-5.04951,1.47577e-05,1.47577e-05
-11.1111,-4.64546,4.78928e-07,4.78928e-07
-11.1111,-4.24142,1.0098e-05,1.0098e-05
-11.1111,-3.83738,6.83836e-06,6.83836e-06
-11.1111,-3.43334,2.0924e-06,2.0924e-06
-11.1111,-3.0293,1.17192e-05,1.17192e-05
-11.1111,-2.62526,5.48115e-07,5.48115e-07
-11.1111,-2.22122,8.16877e-06,8.16877e-06
-11.1111,-1.81718,6.40439e-06,6.40439e-06
-11.1111,-1.41314,1.40265e-06,1.40265e-06
-11.1111,-1.0091,1.05239e-05,1.05239e-05
-11.1111,-0.605061,8.42849e-07,8.42849e-07
-11.1111,-0.20102,6.88234e-06,6.88234e-06
-11.1111,0.20302,6.83973e-06,6.83973e-06
-11.1111,0.607061,8.59663e-07,8.59663e-07
