# t=0
0 -0.00921806 -0.00921806
1 0.000137724 0.000137724
2 0.00642837 0.00642837
3 0.0126937 0.0126937
4 0.0189088 0.0189088
5 0.0250494 0.0250494
6 0.0310911 0.0310911
7 0.0370101 0.0370101
8 0.042783 0.042783
9 0.0483871 0.0483871
10 0.0538003 0.0538003
11 0.0590011 0.0590011
12 0.063969 0.063969
13 0.0686845 0.0686845
14 0.073129 0.073129
15 0.0772848 0.0772848
16 0.0811356 0.0811356
17 0.0846662 0.0846662
18 0.0878627 0.0878627
19 0.0907124 0.0907124
20 0.0932041 0.0932041
21 0.095328 0.095328
22 0.0970757 0.0970757
23 0.0984402 0.0984402
24 0.0994163 0.0994163
25 0.1 0.1
26 0.100189 0.100189
27 0.0999827 0.0999827
28 0.0993818 0.0993818
29 0.0983886 0.0983886
30 0.0970072 0.0970072
31 0.0952429 0.0952429
32 0.0931027 0.0931027
33 0.0905951 0.0905951
34 0.08773 0.08773
35 0.0845186 0.0845186
36 0.0809737 0.0809737
37 0.0771092 0.0771092
38 0.0729404 0.0729404
39 0.0684837 0.0684837
40 0.0637568 0.0637568
41 0.0587782 0.0587782
42 0.0535677 0.0535677
43 0.0481458 0.0481458
44 0.0425338 0.0425338
45 0.036754 0.036754
46 0.0308291 0.0308291
47 0.0247826 0.0247826
48 0.0186383 0.0186383
49 0.0124204 0.0124204
50 0.00615347 0.00615347
51 -0.000137724 -0.000137724
52 -0.00642837 -0.00642837
53 -0.0126937 -0.0126937
54 -0.0189088 -0.0189088
55 -0.0250494 -0.0250494
56 -0.0310911 -0.0310911
57 -0.0370101 -0.0370101
58 -0.042783 -0.042783
59 -0.0483871 -0.0483871
60 -0.0538003 -0.0538003
61 -0.0590011 -0.0590011
62 -0.063969 -0.063969
63 -0.0686845 -0.0686845
64 -0.073129 -0.073129
65 -0.0772848 -0.0772848
66 -0.0811356 -0.0811356
67 -0.0846662 -0.0846662
68 -0.0878627 -0.0878627
69 -0.0907124 -0.0907124
70 -0.0932041 -0.0932041
71 -0.095328 -0.095328
72 -0.0970757 -0.0970757
73 -0.0984402 -0.0984402
74 -0.0994163 -0.0994163
75 -0.1 -0.1
76 -0.100189 -0.100189
77 -0.0999827 -0.0999827
78 -0.0993818 -0.0993818
79 -0.0983886 -0.0983886
80 -0.0970072 -0.0970072
81 -0.0952429 -0.0952429
82 -0.0931027 -0.0931027
83 -0.0905951 -0.0905951
84 -0.08773 -0.08773
85 -0.0845186 -0.0845186
86 -0.0809737 -0.0809737
87 -0.0771092 -0.0771092
88 -0.0729404 -0.0729404
89 -0.0684837 -0.0684837
90 -0.0637568 -0.0637568
91 -0.0587782 -0.0587782
92 -0.0535677 -0.0535677
93 -0.0481458 -0.0481458
94 -0.0425338 -0.0425338
95 -0.036754 -0.036754
96 -0.0308291 -0.0308291
97 -0.0247826 -0.0247826
98 -0.0186383 -0.0186383
99 -0.0124204 -0.0124204
100 -0.00615347 -0.00615347
101 0.000137724 0.000137724
102 0.00642837 0.00642837
103 0.0126937 0.0126937
104 0.0189088 0.0189088
105 0.0250494 0.0250494
106 0.0310911 0.0310911
107 0.0370101 0.0370101
108 0.042783 0.042783
109 0.0483871 0.0483871
110 0.0538003 0.0538003
111 0.0590011 0.0590011
112 0.063969 0.063969
113 0.0686845 0.0686845
114 0.073129 0.073129
115 0.0772848 0.0772848
116 0.0811356 0.0811356
117 0.0846662 0.0846662
118 0.0878627 0.0878627
119 0.0907124 0.0907124
120 0.0932041 0.0932041
121 0.095328 0.095328
122 0.0970757 0.0970757
123 0.0984402 0.0984402
124 0.0994163 0.0994163
125 0.1 0.1
126 0.100189 0.100189
127 0.0999827 0.0999827
128 0.0993818 0.0993818
129 0.0983886 0.0983886
130 0.0970072 0.0970072
131 0.0952429 0.0952429
132 0.0931027 0.0931027
133 0.0905951 0.0905951
134 0.08773 0.08773
135 0.0845186 0.0845186
136 0.0809737 0.0809737
137 0.0771092 0.0771092
138 0.0729404 0.0729404
139 0.0684837 0.0684837
140 0.0637568 0.0637568
141 0.0587782 0.0587782
142 0.0535677 0.0535677
143 0.0481458 0.0481458
144 0.0425338 0.0425338
145 0.036754 0.036754
146 0.0308291 0.0308291
147 0.0247826 0.0247826
148 0.0186383 0.0186383
149 0.0124204 0.0124204
150 0.00615347 0.00615347
151 -0.000137724 -0.000137724
152 -0.00642837 -0.00642837
153 -0.0126937 -0.0126937
154 -0.0189088 -0.0189088
155 -0.0250494 -0.0250494
156 -0.0310911 -0.0310911
157 -0.0370101 -0.0370101
158 -0.042783 -0.042783
159 -0.0483871 -0.0483871
160 -0.0538003 -0.0538003
161 -0.0590011 -0.0590011
162 -0.063969 -0.063969
163 -0.0686845 -0.0686845
164 -0.073129 -0.073129
165 -0.0772848 -0.0772848
166 -0.0811356 -0.0811356
167 -0.0846662 -0.0846662
168 -0.0878627 -0.0878627
169 -0.0907124 -0.0907124
170 -0.0932041 -0.0932041
171 -0.095328 -0.095328
172 -0.0970757 -0.0970757
173 -0.0984402 -0.0984402
174 -0.0994163 -0.0994163
175 -0.1 -0.1
176 -0.100189 -0.100189
177 -0.0999827 -0.0999827
178 -0.0993818 -0.0993818
179 -0.0983886 -0.0983886
180 -0.0970072 -0.0970072
181 -0.0952429 -0.0952429
182 -0.0931027 -0.0931027
183 -0.0905951 -0.0905951
184 -0.08773 -0.08773
185 -0.0845186 -0.0845186
186 -0.0809737 -0.0809737
187 -0.0771092 -0.0771092
188 -0.0729404 -0.0729404
189 -0.0684837 -0.0684837
190 -0.0637568 -0.0637568
191 -0.0587782 -0.0587782
192 -0.0535677 -0.0535677
193 -0.0481458 -0.0481458
194 -0.0425338 -0.0425338
195 -0.036754 -0.036754
196 -0.0308291 -0.0308291
197 -0.0247826 -0.0247826
198 -0.0186383 -0.0186383
199 -0.0124204 -0.0124204


# t=20
0 -0.0211295 -0.0211295
1 -0.228029 -0.228029
2 -0.175553 -0.175553
3 0.0500577 0.0500577
4 -0.0618182 -0.0618182
5 -0.280002 -0.280002
6 -0.217484 -0.217484
7 -0.0258465 -0.0258465
8 0.0193173 0.0193173
9 -0.06465 -0.06465
10 -0.130624 -0.130624
11 -0.128227 -0.128227
12 -0.0939421 -0.0939421
13 -0.063902 -0.063902
14 -0.04641 -0.04641
15 -0.0365591 -0.0365591
16 -0.0294568 -0.0294568
17 -0.0229766 -0.0229766
18 -0.0165402 -0.0165402
19 -0.0100558 -0.0100558
