0,1.88149e-07
0.05,7.10196e-07
0.1,1.4493e-06
0.15,2.24268e-06
0.2,2.92135e-06
0.25,3.35113e-06
0.3,3.46525e-06
0.35,3.28026e-06
0.4,2.89186e-06
0.45,2.45157e-06
0.5,2.13026e-06
0.55,2.07759e-06
0.6,2.3872e-06
0.65,3.07608e-06
0.7,4.08299e-06
0.75,5.28584e-06
0.8,6.53365e-06
0.85,7.68494e-06
0.9,8.64316e-06
0.95,9.38068e-06
1,9.94571e-06
1.05,1.04511e-05
1.1,1.10479e-05
1.15,1.1891e-05
1.2,1.31052e-05
1.25,1.47593e-05
1.3,1.68554e-05
1.35,1.93351e-05
1.4,2.20997e-05
1.45,2.50401e-05
1.5,2.80686e-05
1.55,3.11449e-05
1.6,3.42896e-05
1.65,3.75834e-05
1.7,4.11529e-05
1.75,4.51458e-05
1.8,4.97037e-05
1.85,5.49378e-05
1.9,6.09143e-05
1.95,6.76518e-05
2,7.51312e-05
2.05,8.33154e-05
2.1,9.2173e-05
2.15,0.0001017
2.2,0.000111936
2.25,0.00012297
2.3,0.000134932
2.35,0.000147983
2.4,0.000162296
2.45,0.000178035
2.5,0.000195344
2.55,0.000214337
2.6,0.000235107
2.65,0.000257732
2.7,0.000282292
2.75,0.000308882
2.8,0.00033763
2.85,0.0003687
2.9,0.000402296
2.95,0.000438652
3,0.000478023
3.05,0.000520675
3.1,0.000566874
3.15,0.00061688
3.2,0.000670947
3.25,0.000729327
3.3,0.000792278
3.35,0.000860077
3.4,0.000933026
3.45,0.00101146
3.5,0.00109574
3.55,0.00118628
3.6,0.0012835
3.65,0.00138786
3.7,0.00149981
3.75,0.00161985
3.8,0.00174846
3.85,0.00188614
3.9,0.00203342
3.95,0.00219083
4,0.00235894
4.05,0.00253835
4.1,0.0027297
4.15,0.00293365
4.2,0.0031509
4.25,0.00338216
4.3,0.0036282
4.35,0.00388978
4.4,0.00416769
4.45,0.00446276
4.5,0.0047758
4.55,0.00510769
4.6,0.0054593
4.65,0.00583156
4.7,0.00622539
4.75,0.00664177
4.8,0.00708169
4.85,0.00754616
4.9,0.00803623
4.95,0.00855295
5,0.00909738
5.05,0.00967062
5.1,0.0102738
5.15,0.0109079
5.2,0.0115742
5.25,0.0122738
5.3,0.0130078
5.35,0.0137774
5.4,0.0145837
5.45,0.0154278
5.5,0.016311
5.55,0.0172344
5.6,0.018199
5.65,0.0192061
5.7,0.0202567
5.75,0.0213519
5.8,0.0224928
5.85,0.0236804
5.9,0.0249156
5.95,0.0261996
6,0.0275331
6.05,0.0289171
6.1,0.0303523
6.15,0.0318397
6.2,0.0333799
6.25,0.0349735
6.3,0.0366212
6.35,0.0383235
6.4,0.0400807
6.45,0.0418934
6.5,0.0437616
6.55,0.0456857
6.6,0.0476657
6.65,0.0497015
6.7,0.0517932
6.75,0.0539403
6.8,0.0561427
6.85,0.0583998
6.9,0.060711
6.95,0.0630757
7,0.0654929
7.05,0.0679618
