# REMEMBER THAT  E[i] = E(z[i])  BUT  H[i] = H(z[i] + dz/2)
# z E H
0.00000 -nan -nan
0.33003 -nan -nan
0.66007 -nan -nan
0.99010 -nan -nan
1.32013 -nan -nan
1.65017 -nan -nan
1.98020 -nan -nan
2.31023 -nan -nan
2.64026 -nan -nan
2.97030 -nan -nan
3.30033 -nan -nan
3.63036 -nan -nan
3.96040 -nan -nan
4.29043 -nan -nan
4.62046 -nan -nan
4.95050 -nan -nan
5.28053 -nan -nan
5.61056 -nan -nan
5.94059 -nan -nan
6.27063 -nan -nan
6.60066 -nan -nan
6.93069 -nan -nan
7.26073 -nan -nan
7.59076 -nan -nan
7.92079 -nan -nan
8.25083 -nan -nan
8.58086 -nan -nan
8.91089 -nan -nan
9.24092 -nan -nan
9.57096 -nan -nan
9.90099 -nan -nan
10.23102 -nan -nan
10.56106 -nan -nan
10.89109 -nan -nan
11.22112 -nan -nan
11.55116 -nan -nan
11.88119 -nan -nan
12.21122 -nan -nan
12.54125 -nan -nan
12.87129 -nan -nan
13.20132 -nan -nan
13.53135 -nan -nan
13.86139 -nan -nan
14.19142 -nan -nan
14.52145 -nan -nan
14.85149 -nan -nan
15.18152 -nan -nan
15.51155 -nan -nan
15.84158 -nan -nan
16.17162 -nan -nan
16.50165 -nan -nan
16.83168 -nan -nan
17.16172 -nan -nan
17.49175 -nan -nan
17.82178 -nan -nan
18.15182 -nan -nan
18.48185 -nan -nan
18.81188 -nan -nan
19.14191 -nan -nan
19.47195 -nan -nan
19.80198 -nan -nan
20.13201 -nan -nan
20.46205 -nan -nan
20.79208 -nan -nan
21.12211 -nan -nan
21.45215 -nan -nan
21.78218 -nan -nan
22.11221 -nan -nan
22.44224 -nan -nan
22.77228 -nan -nan
23.10231 -nan -nan
23.43234 -nan -nan
23.76238 -nan -nan
24.09241 -nan -nan
24.42244 -nan -nan
24.75248 -nan -nan
25.08251 -nan -nan
25.41254 -nan -nan
25.74257 -nan -nan
26.07261 -nan -nan
26.40264 -nan -nan
26.73267 -nan -nan
27.06271 -nan -nan
27.39274 -nan -nan
27.72277 -nan -nan
28.05281 -nan -nan
28.38284 -nan -nan
28.71287 -nan -nan
29.04290 -nan -nan
29.37294 -nan -nan
29.70297 -nan -nan
30.03300 -nan -nan
30.36304 -nan -nan
30.69307 -nan -nan
31.02310 -nan -nan
31.35314 -nan -nan
31.68317 -nan -nan
32.01320 -nan -nan
32.34323 -nan -nan
32.67327 -nan -nan
33.00330 -nan -nan
33.33333 -nan -nan
33.66337 -nan -nan
33.99340 -nan -nan
34.32343 -nan -nan
34.65347 -nan -nan
34.98350 -nan -nan
35.31353 -nan -nan
35.64356 -nan -nan
35.97360 -nan -nan
36.30363 -nan -nan
36.63366 -nan -nan
36.96370 -nan -nan
37.29373 -nan -nan
37.62376 -nan -nan
37.95380 -nan -nan
38.28383 -nan -nan
38.61386 -nan -nan
