# REMEMBER THAT  E[i] = E(z[i])  BUT  H[i] = H(z[i] + dz/2)
# z E H
38.94389 -nan -nan
39.27393 -nan -nan
39.60396 -nan -nan
39.93399 -nan -nan
40.26403 -nan -nan
40.59406 -nan -nan
40.92409 -nan -nan
41.25413 -nan -nan
41.58416 -nan -nan
41.91419 -nan -nan
42.24422 -nan -nan
42.57426 -nan -nan
42.90429 -nan -nan
43.23432 -nan -nan
43.56436 -nan -nan
43.89439 -nan -nan
44.22442 -nan -nan
44.55446 -nan -nan
44.88449 -nan -nan
45.21452 -nan -nan
45.54455 -nan -nan
45.87459 -nan -nan
46.20462 -nan -nan
46.53465 -nan -nan
46.86469 -nan -nan
47.19472 -nan -nan
47.52475 -nan -nan
47.85479 -nan -nan
48.18482 -nan -nan
48.51485 -nan -nan
48.84488 -nan -nan
49.17492 -nan -nan
49.50495 -nan -nan
49.83498 -nan -nan
50.16502 -nan -nan
50.49505 -nan -nan
50.82508 -nan -nan
51.15512 -nan -nan
51.48515 -nan -nan
51.81518 -nan -nan
52.14521 -nan -nan
52.47525 -nan -nan
52.80528 -nan -nan
53.13531 -nan -nan
53.46535 -nan -nan
53.79538 -nan -nan
54.12541 -nan -nan
54.45545 -nan -nan
54.78548 -nan -nan
55.11551 -nan -nan
55.44554 -nan -nan
55.77558 -nan -nan
56.10561 -nan -nan
56.43564 -nan -nan
56.76568 -nan -nan
57.09571 -nan -nan
57.42574 -nan -nan
57.75578 -nan -nan
58.08581 -nan -nan
58.41584 -nan -nan
58.74587 -nan -nan
59.07591 -nan -nan
59.40594 -nan -nan
59.73597 -nan -nan
60.06601 -nan -nan
60.39604 -nan -nan
60.72607 -nan -nan
61.05611 -nan -nan
61.38614 -nan -nan
61.71617 -nan -nan
62.04620 -nan -nan
62.37624 -nan -nan
62.70627 -nan -nan
63.03630 -nan -nan
63.36634 -nan -nan
63.69637 -nan -nan
64.02640 -nan -nan
64.35644 -nan -nan
64.68647 -nan -nan
65.01650 -nan -nan
65.34653 -nan -nan
65.67657 -nan -nan
66.00660 -nan -nan
66.33663 -nan -nan
66.66667 -nan -nan
66.99670 -nan -nan
67.32673 -nan -nan
67.65677 -nan -nan
67.98680 -nan -nan
68.31683 -nan -nan
68.64686 -nan -nan
68.97690 -nan -nan
69.30693 -nan -nan
69.63696 -nan -nan
69.96700 -nan -nan
70.29703 -nan -nan
70.62706 -nan -nan
70.95710 -nan -nan
71.28713 -nan -nan
71.61716 -nan -nan
71.94719 -nan -nan
72.27723 -nan -nan
72.60726 -nan -nan
72.93729 -nan -nan
73.26733 -nan -nan
73.59736 -nan -nan
73.92739 -nan -nan
74.25743 -nan -nan
74.58746 -nan -nan
74.91749 -nan -nan
75.24752 -nan -nan
75.57756 -nan -nan
75.90759 -nan -nan
76.23762 -nan -nan
76.56766 -nan -nan
76.89769 -nan -nan
77.22772 -nan -nan
77.55776 -nan -nan
77.88779 -nan -nan
78.21782 -nan -nan
78.54785 -nan -nan
78.87789 -nan -nan
79.20792 -nan -nan
79.53795 -nan -nan
79.86799 -nan -nan
80.19802 -nan -nan
80.52805 -nan -nan
80.85809 -nan -nan
81.18812 -nan -nan
81.51815 -nan -nan
81.84818 -nan -nan
82.17822 -nan -nan
82.50825 -nan -nan
82.83828 -nan -nan
83.16832 -nan -nan
83.49835 -nan -nan
83.82838 -nan -nan
84.15842 -nan -nan
84.48845 -nan -nan
84.81848 -nan -nan
85.14851 -nan -nan
85.47855 -nan -nan
85.80858 -nan -nan
86.13861 -nan -nan
86.46865 -nan -nan
86.79868 -nan -nan
87.12871 -nan -nan
87.45875 -nan -nan
87.78878 -nan -nan
88.11881 -nan -nan
88.44884 -nan -nan
88.77888 -nan -nan
89.10891 -nan -nan
89.43894 -nan -nan
89.76898 -nan -nan
90.09901 -nan -nan
90.42904 -nan -nan
90.75908 -nan -nan
91.08911 -nan -nan
91.41914 -nan -nan
91.74917 -nan -nan
92.07921 -nan -nan
92.40924 -nan -nan
92.73927 -nan -nan
93.06931 -nan -nan
93.39934 -nan -nan
93.72937 -nan -nan
94.05941 -nan -nan
94.38944 -nan -nan
94.71947 -nan -nan
95.04950 -nan -nan
95.37954 -nan -nan
95.70957 -nan -nan
96.03960 -nan -nan
96.36964 -nan -nan
96.69967 -nan -nan
97.02970 -nan -nan
97.35974 -nan -nan
97.68977 -nan -nan
98.01980 -nan -nan
98.34983 -nan -nan
98.67987 -nan -nan
99.00990 -nan -nan
99.33993 -nan -nan
99.66997 -nan -nan
100.00000 -nan -nan
100.33003 -nan -nan
100.66007 -nan -nan
100.99010 -nan -nan
101.32013 -nan -nan
101.65017 -nan -nan
101.98020 -nan -nan
102.31023 -nan -nan
102.64026 -nan -nan
102.97030 -nan -nan
103.30033 -nan -nan
103.63036 -nan -nan
103.96040 -nan -nan
104.29043 -nan -nan
104.62046 -nan -nan
104.95050 -nan -nan
105.28053 -nan -nan
105.61056 -nan -nan
105.94059 -nan -nan
106.27063 -nan -nan
106.60066 -nan -nan
106.93069 -nan -nan
107.26073 -nan -nan
107.59076 -nan -nan
107.92079 -nan -nan
108.25083 -nan -nan
108.58086 -nan -nan
108.91089 -nan -nan
109.24092 -nan -nan
109.57096 -nan -nan
109.90099 -nan -nan
110.23102 -nan -nan
110.56106 -nan -nan
110.89109 -nan -nan
111.22112 -nan -nan
111.55116 -nan -nan
111.88119 -nan -nan
112.21122 -nan -nan
112.54125 -nan -nan
112.87129 -nan -nan
113.20132 -nan -nan
113.53135 -nan -nan
113.86139 -nan -nan
114.19142 -nan -nan
114.52145 -nan -nan
114.85149 -nan -nan
115.18152 -nan -nan
115.51155 -nan -nan
115.84158 -nan -nan
116.17162 -nan -nan
116.50165 -nan -nan
116.83168 -nan -nan
117.16172 -nan -nan
117.49175 -nan -nan
117.82178 -nan -nan
118.15182 -nan -nan
118.48185 -nan -nan
118.81188 -nan -nan
119.14191 -nan -nan
119.47195 -nan -nan
119.80198 -nan -nan
120.13201 -nan -nan
120.46205 -nan -nan
120.79208 -nan -nan
121.12211 -nan -nan
121.45215 -nan -nan
121.78218 -nan -nan
122.11221 -nan -nan
122.44224 -nan -nan
122.77228 -nan -nan
123.10231 -nan -nan
123.43234 -nan -nan
123.76238 -nan -nan
124.09241 -nan -nan
124.42244 -nan -nan
124.75248 -nan -nan
125.08251 -nan -nan
125.41254 -nan -nan
125.74257 -nan -nan
126.07261 -nan -nan
126.40264 -nan -nan
126.73267 -nan -nan
127.06271 -nan -nan
127.39274 -nan -nan
127.72277 -nan -nan
128.05281 -nan -nan
128.38284 -nan -nan
128.71287 -nan -nan
129.04290 -nan -nan
129.37294 -nan -nan
129.70297 -nan -nan
130.03300 -nan -nan
130.36304 -nan -nan
130.69307 -nan -nan
131.02310 -nan -nan
131.35314 -nan -nan
131.68317 -nan -nan
132.01320 -nan -nan
132.34323 -nan -nan
132.67327 -nan -nan
133.00330 -nan -nan
133.33333 -nan -nan
133.66337 -nan -nan
133.99340 -nan -nan
134.32343 -nan -nan
134.65347 -nan -nan
134.98350 -nan -nan
135.31353 -nan -nan
135.64356 -nan -nan
135.97360 -nan -nan
136.30363 -nan -nan
136.63366 -nan -nan
136.96370 -nan -nan
137.29373 -nan -nan
137.62376 -nan -nan
137.95380 -nan -nan
138.28383 -nan -nan
138.61386 -nan -nan
138.94389 -nan -nan
139.27393 -nan -nan
139.60396 -nan -nan
139.93399 -nan -nan
140.26403 -nan -nan
140.59406 -nan -nan
140.92409 -nan -nan
141.25413 -nan -nan
141.58416 -nan -nan
141.91419 -nan -nan
142.24422 -nan -nan
142.57426 -nan -nan
142.90429 -nan -nan
143.23432 -nan -nan
143.56436 -nan -nan
143.89439 -nan -nan
144.22442 -nan -nan
144.55446 -nan -nan
144.88449 -nan -nan
145.21452 -nan -nan
145.54455 -nan -nan
145.87459 -nan -nan
146.20462 -nan -nan
146.53465 -nan -nan
146.86469 -nan -nan
147.19472 -nan -nan
147.52475 -nan -nan
147.85479 -nan -nan
148.18482 -nan -nan
148.51485 -nan -nan
148.84488 -nan -nan
149.17492 -nan -nan
149.50495 -nan -nan
149.83498 -nan -nan
150.16502 -nan -nan
150.49505 -nan -nan
150.82508 -nan -nan
151.15512 -nan -nan
151.48515 -nan -nan
151.81518 -nan -nan
152.14521 -nan -nan
152.47525 -nan -nan
152.80528 -nan -nan
153.13531 -nan -nan
153.46535 -nan -nan
153.79538 -nan -nan
154.12541 -nan -nan
154.45545 -nan -nan
154.78548 -nan -nan
155.11551 -nan -nan
155.44554 -nan -nan
155.77558 -nan -nan
156.10561 -nan -nan
156.43564 -nan -nan
156.76568 -nan -nan
157.09571 -nan -nan
157.42574 -nan -nan
157.75578 -nan -nan
158.08581 -nan -nan
158.41584 -nan -nan
158.74587 -nan -nan
159.07591 -nan -nan
159.40594 -nan -nan
159.73597 -nan -nan
160.06601 -nan -nan
160.39604 -nan -nan
160.72607 -nan -nan
161.05611 -nan -nan
161.38614 -nan -nan
161.71617 -nan -nan
162.04620 -nan -nan
162.37624 -nan -nan
162.70627 -nan -nan
163.03630 -nan -nan
163.36634 -nan -nan
163.69637 -nan -nan
164.02640 -nan -nan
164.35644 -nan -nan
164.68647 -nan -nan
165.01650 -nan -nan
165.34653 -nan -nan
165.67657 -nan -nan
166.00660 -nan -nan
166.33663 -nan -nan
166.66667 -nan -nan
166.99670 -nan -nan
167.32673 -nan -nan
167.65677 -nan -nan
167.98680 -nan -nan
168.31683 -nan -nan
168.64686 -nan -nan
168.97690 -nan -nan
169.30693 -nan -nan
169.63696 -nan -nan
169.96700 -nan -nan
170.29703 -nan -nan
170.62706 -nan -nan
170.95710 -nan -nan
171.28713 -nan -nan
171.61716 -nan -nan
171.94719 -nan -nan
172.27723 -nan -nan
172.60726 -nan -nan
172.93729 -nan -nan
173.26733 -nan -nan
173.59736 -nan -nan
173.92739 -nan -nan
174.25743 -nan -nan
174.58746 -nan -nan
174.91749 -nan -nan
175.24752 -nan -nan
175.57756 -nan -nan
175.90759 -nan -nan
176.23762 -nan -nan
176.56766 -nan -nan
176.89769 -nan -nan
177.22772 -nan -nan
177.55776 -nan -nan
177.88779 -nan -nan
178.21782 -nan -nan
178.54785 -nan -nan
178.87789 -nan -nan
179.20792 -nan -nan
179.53795 -nan -nan
179.86799 -nan -nan
180.19802 -nan -nan
180.52805 -nan -nan
180.85809 -nan -nan
181.18812 -nan -nan
181.51815 -nan -nan
181.84818 -nan -nan
182.17822 -nan -nan
182.50825 -nan -nan
182.83828 -nan -nan
183.16832 -nan -nan
183.49835 -nan -nan
183.82838 -nan -nan
184.15842 -nan -nan
184.48845 -nan -nan
184.81848 -nan -nan
185.14851 -nan -nan
185.47855 -nan -nan
185.80858 -nan -nan
186.13861 -nan -nan
186.46865 -nan -nan
186.79868 -nan -nan
187.12871 -nan -nan
187.45875 -nan -nan
187.78878 -nan -nan
188.11881 -nan -nan
188.44884 -nan -nan
188.77888 -nan -nan
189.10891 -nan -nan
189.43894 -nan -nan
189.76898 -nan -nan
190.09901 -nan -nan
190.42904 -nan -nan
190.75908 -nan -nan
191.08911 -nan -nan
191.41914 -nan -nan
191.74917 -nan -nan
192.07921 -nan -nan
192.40924 -nan -nan
192.73927 -nan -nan
193.06931 -nan -nan
193.39934 -nan -nan
193.72937 -nan -nan
194.05941 -nan -nan
194.38944 -nan -nan
194.71947 -nan -nan
195.04950 -nan -nan
195.37954 -nan -nan
195.70957 -nan -nan
196.03960 -nan -nan
196.36964 -nan -nan
196.69967 -nan -nan
197.02970 -nan -nan
197.35974 -nan -nan
197.68977 -nan -nan
198.01980 -nan -nan
198.34983 -nan -nan
198.67987 -nan -nan
199.00990 -nan -nan
199.33993 -nan -nan
199.66997 -nan -nan
200.00000 -nan
