# z	 E	 H
#t = 0
11.7	-0.0876115	-0.0876125
11.8	-0.0904657	-0.0904668
11.9	-0.0929628	-0.0929639
12	-0.0950931	-0.0950943
12.1	-0.0968481	-0.0968493
12.2	-0.0982209	-0.0982221
12.3	-0.099206	-0.0992072
12.4	-0.0997996	-0.0998008
12.5	-0.0999994	-0.100001
12.6	-0.0998045	-0.0998057
12.7	-0.0992157	-0.0992169
12.8	-0.0982354	-0.0982366
12.9	-0.0968674	-0.0968685
13	-0.095117	-0.0951182
13.1	-0.0929913	-0.0929925
13.2	-0.0904986	-0.0904997
13.3	-0.0876488	-0.0876499
13.4	-0.084453	-0.0844541
13.5	-0.080924	-0.080925
13.6	-0.0770755	-0.0770765
13.7	-0.0729229	-0.0729238
13.8	-0.0684825	-0.0684834
13.9	-0.0637718	-0.0637726
14	-0.0588094	-0.0588101
14.1	-0.0536147	-0.0536152
14.2	-0.0482076	-0.0482077
14.3	-0.0426082	-0.0426073
14.4	-0.0368351	-0.036832
14.5	-0.0309052	-0.030898
14.6	-0.0248363	-0.0248249
14.7	-0.0186637	-0.0186577
14.8	-0.0124886	-0.0125263
14.9	-0.00657052	-0.00674876
15	-0.00143728	-0.00193059
15.1	0.00211281	0.00109036
15.2	0.00331455	0.00165034
15.3	0.0021031	-2.04597e-05
15.4	-0.000295917	-0.00236538
15.5	-0.00176191	-0.00326994
15.6	-0.00101363	-0.00199284
15.7	0.000826088	-0.000252979
15.8	0.00129904	-0.000322578
15.9	-8.91762e-05	-0.00180964
16	-0.00096395	-0.00209778
16.1	9.84659e-05	-0.000717415
16.2	0.000978416	-0.000271101
16.3	1.29654e-05	-0.00139167
16.4	-0.000618876	-0.00142826
16.5	0.000415057	-0.000244462
16.6	0.00061864	-0.000485476
16.7	-0.000386186	-0.00121671
16.8	-4.09656e-06	-0.000356425
16.9	0.000653034	-4.9717e-05
17	-0.000156066	-0.000796785
17.1	-7.85592e-05	-0.000185107
17.2	0.000572987	0.000186803
17.3	-0.000115507	-0.000437513
17.4	2.11583e-05	0.000179803
17.5	0.000475412	0.000330827
17.6	-0.000168552	-8.49088e-05
17.7	0.000214443	0.000598583
17.8	0.000282036	0.000382427
17.9	-0.000141911	0.000388981
18	0.000370221	0.000865781
18.1	6.87348e-07	0.000480967
18.2	9.23467e-05	0.000935824
18.3	0.000252208	0.000862142
18.4	-7.97192e-05	0.000877782
18.5	0.000284669	0.00118018
18.6	-3.47565e-05	0.000947315
18.7	0.000162029	0.00131996
18.8	7.70977e-05	0.00112998
18.9	4.13148e-05	0.0013629
19	0.000139768	0.00132066
19.1	-1.56078e-05	0.00139516
19.2	0.000138758	0.00145924
19.3	-2.41251e-05	0.00144361
19.4	0.000103676	0.00153866
19.5	-1.49819e-05	0.00149889
19.6	6.04909e-05	0.00157202
19.7	-5.76904e-06	0.00154515
19.8	1.95413e-05	0.00157169
19.9	-0.00842906	0


#t = 5.05
0	0	-0.00149012
0.1	-0.0125516	-0.00149079
0.2	-0.0250581	-0.00146524
0.3	-0.0374586	-0.00146993
0.4	-0.0497172	-0.0014144
0.5	-0.0617805	-0.00142893
0.6	-0.0735848	-0.00133915
0.7	-0.0851371	-0.00136495
0.8	-0.0962826	-0.00124774
0.9	-0.107158	-0.00126799
1	-0.11746	-0.00115585
1.1	-0.127483	-0.00112473
1.2	-0.136804	-0.00107527
1.3	-0.145764	-0.00093907
1.4	-0.154035	-0.000985512
1.5	-0.161701	-0.000760704
1.6	-0.168864	-0.000820472
1.7	-0.175098	-0.000661537
1.8	-0.180966	-0.000547115
1.9	-0.185848	-0.000604517
2	-0.190086	-0.000304828
2.1	-0.193744	-0.000387657
2.2	-0.196254	-0.000270204
2.3	-0.198393	-1.13132e-05
2.4	-0.199585	-0.000187608
2.5	-0.199762	8.44187e-05
2.6	-0.19965	0.000259348
2.7	-0.19836	4.54524e-05
2.8	-0.196197	0.000396275
2.9	-0.193804	0.000565834
3	-0.19017	0.000278948
3.1	-0.18564	0.000610259
3.2	-0.181039	0.000934434
3.3	-0.17536	0.000567695
3.4	-0.168505	0.000637979
3.5	-0.161679	0.00123715
3.6	-0.15441	0.00112259
3.7	-0.14569	0.000631792
3.8	-0.136403	0.000990148
3.9	-0.127505	0.00170133
4	-0.118074	0.00149231
4.1	-0.107153	0.000701433
4.2	-0.0955954	0.000713684
4.3	-0.0846993	0.00174828
4.4	-0.0742574	0.00255087
4.5	-0.0629265	0.0020411
4.6	-0.0499796	0.000508254
4.7	-0.0360976	-0.00076375
4.8	-0.0226872	-0.000576017
4.9	-0.0108371	0.00153578
5	-0.000860239	0.00534992
5.1	0.00753051	0.0103357
5.2	0.0148347	0.0159753
5.3	0.0214882	0.0219001
5.4	0.0277695	0.0278919
5.5	0.0338181	0.0338338
5.6	0.0396861	0.0396634
5.7	0.0453813	0.0453433
5.8	0.0508923	0.0508462
5.9	0.0562009	0.0561489
6	0.0612874	0.0612302
6.1	0.066132	0.0660699
6.2	0.0707155	0.0706488
6.3	0.0750199	0.0749489
6.4	0.0790283	0.0789532
6.5	0.0827248	0.082646
6.6	0.0860948	0.0860125
6.7	0.089125	0.0890396
6.8	0.0918035	0.0917153
6.9	0.0941197	0.0940291
7	0.0960644	0.0959717
7.1	0.09763	0.0975357
7.2	0.0988103	0.0987146
7.3	0.0996007	0.099504
7.4	0.099998	0.0999007
7.5	0.100001	0.0999032
7.6	0.0996086	0.0995113
7.7	0.0988234	0.0987268
7.8	0.0976483	0.0975526
7.9	0.0960878	0.0959934
8	0.094148	0.0940553
8.1	0.0918367	0.0917461
8.2	0.089163	0.0890748
8.3	0.0861374	0.086052
8.4	0.0827718	0.0826895
8.5	0.0790796	0.0790007
8.6	0.0750753	0.0750002
8.7	0.0707747	0.0707036
8.8	0.0661947	0.066128
8.9	0.0613536	0.0612915
9	0.0562703	0.056213
9.1	0.0509649	0.0509127
9.2	0.0454584	0.0454115
9.3	0.0397725	0.039731
9.4	0.0339296	0.0338938
9.5	0.0279529	0.0279227
9.6	0.0218658	0.0218415
9.7	0.0156924	0.0156741
9.8	0.00945705	0.00944484
9.9	0.00318441	0.00317829
10	-0.0031008	-0.0031008
10.1	-0.00937377	-0.00936765
10.2	-0.0156097	-0.0155975
10.3	-0.0217841	-0.0217659
10.4	-0.0278725	-0.0278483
10.5	-0.0338509	-0.0338208
10.6	-0.0396957	-0.0396599
10.7	-0.0453839	-0.0453424
10.8	-0.0508929	-0.050846
10.9	-0.0562011	-0.0561489
11	-0.0612875	-0.0612302
11.1	-0.066132	-0.0660699
11.2	-0.0707155	-0.0706488
11.3	-0.0750199	-0.0749489
11.4	-0.0790283	-0.0789532
11.5	-0.0827248	-0.082646
11.6	-0.0860948	-0.0860125
11.7	-0.089125	-0.0890396
11.8	-0.0918035	-0.0917153
11.9	-0.0941197	-0.0940291
12	-0.0960644	-0.0959717
12.1	-0.09763	-0.0975357
12.2	-0.0988103	-0.0987146
12.3	-0.0996007	-0.099504
12.4	-0.099998	-0.0999007
12.5	-0.100001	-0.0999032
12.6	-0.0996086	-0.0995113
12.7	-0.0988234	-0.0987268
12.8	-0.0976483	-0.0975526
12.9	-0.0960878	-0.0959934
13	-0.094148	-0.0940553
13.1	-0.0918367	-0.0917461
13.2	-0.089163	-0.0890748
13.3	-0.0861374	-0.086052
13.4	-0.0827718	-0.0826895
13.5	-0.0790796	-0.0790007
13.6	-0.0750753	-0.0750002
13.7	-0.0707747	-0.0707036
13.8	-0.0661947	-0.066128
13.9	-0.0613535	-0.0612914
14	-0.0562701	-0.0562127
14.1	-0.0509641	-0.0509116
14.2	-0.0454558	-0.045408
14.3	-0.0397645	-0.0397207
14.4	-0.0339082	-0.033867
14.5	-0.0279035	-0.0278636
14.6	-0.0217738	-0.0217386
14.7	-0.0155795	-0.0155701
14.8	-0.00948719	-0.00956731
14.9	-0.00387794	-0.00418214
15	0.000576017	-0.000155543
15.1	0.00303619	0.00169123
15.2	0.00299124	0.00104461
15.3	0.000970809	-0.00121997
15.4	-0.00123512	-0.00309837
15.5	-0.00166062	-0.0028958
15.6	-0.000102218	-0.00107298
15.7	0.00135433	-1.65035e-05
15.8	0.000798948	-0.00101669
15.9	-0.000704348	-0.00224703
16	-0.000623724	-0.00156658
16.1	0.000743034	-0.00027744
16.2	0.000740223	-0.000753827
16.3	-0.000463915	-0.00170759
16.4	-0.000220727	-0.00091129
16.5	0.000799366	-0.000142671
16.6	0.000196031	-0.000987889
16.7	-0.000405073	-0.00102566
16.8	0.000494805	-2.78599e-05
16.9	0.000439831	-0.000454267
17	-0.000307948	-0.000758032
17.1	0.00037079	0.000140666
17.2	0.000423932	-0.000157445
17.3	-0.000221375	-0.00036918
17.4	0.000409213	0.000406929
17.5	0.000276369	8.84479e-06
17.6	-0.00011968	0.000106589
17.7	0.000477339	0.00063238
17.8	5.10731e-05	0.000170453
17.9	9.53858e-05	0.000645047
18	0.000388205	0.000681014
18.1	-7.64213e-05	0.000526796
18.2	0.000336826	0.00101575
18.3	9.24201e-05	0.000696179
18.4	0.000102179	0.00105998
18.5	0.000264914	0.00102046
18.6	-2.21351e-05	0.00104571
18.7	0.000277921	0.00127749
18.8	-5.60582e-06	0.00111208
18.9	0.000191334	0.00141212
19	5.51942e-05	0.00124298
19.1	9.90746e-05	0.00147234
19.2	9.14885e-05	0.0013778
19.3	4.07275e-05	0.00150751
19.4	8.95871e-05	0.00147933
19.5	1.36643e-05	0.00153662
19.6	6.16271e-05	0.00153889
19.7	3.68503e-06	0.0015578
19.8	2.16016e-05	0.00156192
19.9	-0.00921002	0


#t = 5.1
0	0	-0.0077659
0.1	-0.0125406	-0.00774405
0.2	-0.0250188	-0.00766549
0.3	-0.0374255	-0.00759927
0.4	-0.0496406	-0.00744603
0.5	-0.061723	-0.00733107
0.6	-0.0734769	-0.00711531
0.7	-0.0850483	-0.00693771
0.8	-0.0961566	-0.00668561
0.9	-0.107025	-0.0064187
1	-0.117334	-0.00616745
1.1	-0.127292	-0.00578514
1.2	-0.136689	-0.00555524
1.3	-0.145523	-0.00507452
1.4	-0.153907	-0.00481852
1.5	-0.161463	-0.00434256
1.6	-0.168662	-0.0039372
1.7	-0.174927	-0.0035958
1.8	-0.180663	-0.00298816
1.9	-0.185716	-0.00272312
2	-0.189791	-0.00213401
2.1	-0.193498	-0.0016427
2.2	-0.196103	-0.00133979
2.3	-0.198027	-0.000607077
2.4	-0.199419	-0.000276022
2.5	-0.199553	0.000140317
2.6	-0.199268	0.00090434
2.7	-0.198249	0.00112673
2.8	-0.195964	0.00159279
2.9	-0.193409	0.00238309
3	-0.190089	0.002544
3.1	-0.185456	0.00291043
3.2	-0.180607	0.00377406
3.3	-0.17525	0.00399508
3.4	-0.168477	0.00405116
3.5	-0.161269	0.00487168
3.6	-0.154104	0.00548275
3.7	-0.145793	0.00527504
3.8	-0.136321	0.00543899
3.9	-0.127016	0.00641711
4	-0.117806	0.00695245
4.1	-0.107389	0.00648046
4.2	-0.0957548	0.00616178
4.3	-0.0842955	0.0069692
4.4	-0.0736338	0.00821633
4.5	-0.0627774	0.00851453
4.6	-0.0505123	0.00744927
4.7	-0.0368515	0.00594146
4.8	-0.0229834	0.00534904
4.9	-0.0102495	0.0065242
5	0.000650308	0.00954529
5.1	0.00975176	0.0139878
5.2	0.0174918	0.019302
5.3	0.0243576	0.0250407
5.4	0.0307073	0.0309162
5.5	0.0367439	0.0367678
5.6	0.0425577	0.042511
5.7	0.0481752	0.0480988
5.8	0.0535931	0.0535005
5.9	0.0587968	0.0586922
6	0.0637676	0.0636525
6.1	0.0684866	0.0683616
6.2	0.0729352	0.072801
6.3	0.077096	0.0769531
6.4	0.0809525	0.0808015
6.5	0.0844895	0.084331
6.6	0.0876931	0.0875276
6.7	0.0905506	0.0903789
6.8	0.0930508	0.0928734
6.9	0.0951837	0.0950015
7	0.096941	0.0967546
7.1	0.0983157	0.0981258
7.2	0.0993023	0.0991098
7.3	0.0998971	0.0997027
7.4	0.100098	0.099902
7.5	0.0999032	0.0997071
7.6	0.0993144	0.0991187
7.7	0.0983336	0.0981392
7.8	0.0969648	0.0967723
7.9	0.0952134	0.0950235
8	0.0930861	0.0928997
8.1	0.0905915	0.0904093
8.2	0.0877394	0.087562
8.3	0.084541	0.0843692
8.4	0.0810089	0.0808434
8.5	0.0771572	0.0769986
8.6	0.0730009	0.0728499
8.7	0.0685566	0.0684137
8.8	0.0638416	0.0637074
8.9	0.0588748	0.0587498
9	0.0536755	0.0535603
9.1	0.0482645	0.0481594
9.2	0.0426629	0.0425685
9.3	0.036893	0.0368096
9.4	0.0309775	0.0309054
9.5	0.0249398	0.0248792
9.6	0.0188036	0.0187548
9.7	0.0125932	0.0125565
9.8	0.00633308	0.00630852
9.9	4.79944e-05	3.56865e-05
10	-0.00623728	-0.00623728
10.1	-0.0124979	-0.0124856
10.2	-0.0187093	-0.0186847
10.3	-0.0248468	-0.0248101
10.4	-0.0308862	-0.0308375
10.5	-0.0368038	-0.0367432
10.6	-0.0425761	-0.0425039
10.7	-0.0481804	-0.0480969
10.8	-0.0535945	-0.0535001
10.9	-0.0587971	-0.0586921
11	-0.0637677	-0.0636525
11.1	-0.0684866	-0.0683616
11.2	-0.0729352	-0.072801
11.3	-0.077096	-0.0769531
11.4	-0.0809525	-0.0808015
11.5	-0.0844895	-0.084331
11.6	-0.0876931	-0.0875276
11.7	-0.0905506	-0.0903789
11.8	-0.0930508	-0.0928734
11.9	-0.0951837	-0.0950015
12	-0.096941	-0.0967546
12.1	-0.0983157	-0.0981258
12.2	-0.0993023	-0.0991098
12.3	-0.0998971	-0.0997027
12.4	-0.100098	-0.099902
12.5	-0.0999032	-0.0997071
12.6	-0.0993144	-0.0991187
12.7	-0.0983336	-0.0981392
12.8	-0.0969648	-0.0967723
12.9	-0.0952134	-0.0950235
13	-0.0930861	-0.0928997
13.1	-0.0905915	-0.0904093
13.2	-0.0877394	-0.087562
13.3	-0.084541	-0.0843692
13.4	-0.0810089	-0.0808434
13.5	-0.0771572	-0.0769986
13.6	-0.0730009	-0.0728499
13.7	-0.0685565	-0.0684137
13.8	-0.0638416	-0.0637074
13.9	-0.0588746	-0.0587497
14	-0.0536751	-0.0535597
14.1	-0.048263	-0.0481575
14.2	-0.0426582	-0.0425624
14.3	-0.0368796	-0.0367926
14.4	-0.0309443	-0.0308646
14.5	-0.0248705	-0.0247987
14.6	-0.0186952	-0.0186414
14.7	-0.0125208	-0.012524
14.8	-0.00660655	-0.00676268
14.9	-0.00147418	-0.00195516
15	0.00209087	0.00107455
15.1	0.0033333	0.00166875
15.2	0.00217406	3.43947e-05
15.3	-0.000207854	-0.00232293
15.4	-0.00172921	-0.00331112
15.5	-0.00106336	-0.0021166
15.6	0.000783726	-0.000344708
15.7	0.00137958	-0.000294193
15.8	6.18775e-05	-0.00176833
15.9	-0.000923539	-0.00220672
16	3.80357e-05	-0.000883197
16.1	0.00104521	-0.000278846
16.2	0.000201698	-0.0013559
16.3	-0.000578964	-0.00158599
16.4	0.000371648	-0.000401243
16.5	0.000777818	-0.000444338
16.6	-0.00022602	-0.00128844
16.7	-4.87145e-05	-0.000575724
16.8	0.000754993	-5.53471e-05
16.9	5.34259e-05	-0.000828156
17	-0.000103202	-0.000418663
17.1	0.00066374	0.000167237
17.2	0.000100264	-0.000480098
17.3	-8.26889e-06	-5.38859e-05
17.4	0.00060641	0.000340508
17.5	1.15255e-05	-0.00018918
17.6	0.000177459	0.000405098
17.7	0.000484413	0.000419247
17.8	-6.22457e-05	0.000192609
17.9	0.000394809	0.000791457
18	0.000216827	0.000448701
18.1	6.59382e-05	0.00073342
18.2	0.000416891	0.000893551
18.3	-3.82637e-06	0.000701058
18.4	0.000322322	0.00114134
18.5	0.000132712	0.00087694
18.6	0.000137262	0.00119574
18.7	0.000247918	0.00113573
18.8	3.18074e-05	0.00121056
18.9	0.000258084	0.00134405
19	1.56257e-05	0.00126492
19.1	0.00020089	0.00146855
19.2	3.34251e-05	0.00135242
19.3	0.000130485	0.00153194
19.4	4.43023e-05	0.00144137
19.5	7.32819e-05	0.0015606
19.6	3.6287e-05	0.00150992
19.7	3.21038e-05	0.00156676
19.8	1.37823e-05	0.00155112
19.9	-0.00998559	0


#t = 5.15
0	0	-0.0140362
0.1	-0.0125141	-0.0139831
0.2	-0.0249616	-0.0138688
0.3	-0.0373445	-0.0137069
0.4	-0.0495308	-0.0134872
0.5	-0.0615834	-0.013208
0.6	-0.0733234	-0.012901
0.7	-0.0848437	-0.0124918
0.8	-0.0959705	-0.0121198
0.9	-0.106752	-0.0115733
1	-0.117121	-0.0111463
1.1	-0.12696	-0.0104837
1.2	-0.136433	-0.00997251
1.3	-0.14517	-0.00926615
1.4	-0.153572	-0.00859654
1.5	-0.161135	-0.00794207
1.6	-0.168226	-0.00706992
1.7	-0.174624	-0.0064635
1.8	-0.180188	-0.00551486
1.9	-0.185339	-0.0047607
2	-0.189405	-0.00398764
2.1	-0.192977	-0.00294485
2.2	-0.195781	-0.00230193
2.3	-0.197528	-0.00130326
2.4	-0.198939	-0.000343115
2.5	-0.19924	0.000283136
2.6	-0.198702	0.00141392
2.7	-0.197821	0.00226893
2.8	-0.195664	0.00287036
2.9	-0.192823	0.004043
3	-0.189681	0.00486043
3.1	-0.185219	0.0053349
3.2	-0.180048	0.00645303
3.3	-0.174785	0.00738123
3.4	-0.16834	0.00765545
3.5	-0.160869	0.00845385
3.6	-0.153512	0.00963822
3.7	-0.145607	0.0100112
3.8	-0.136281	0.0100914
3.9	-0.126551	0.0110222
4	-0.117237	0.0121608
4.1	-0.107321	0.0122978
4.2	-0.095958	0.0118914
4.3	-0.0840912	0.0123001
4.4	-0.0729616	0.0136446
4.5	-0.0622761	0.0146471
4.6	-0.050696	0.0142797
4.7	-0.0375536	0.0128755
4.8	-0.0235632	0.011716
4.9	-0.0101204	0.0119741
5	0.00171127	0.014096
5.1	0.0116327	0.0178578
5.2	0.0199304	0.0227349
5.3	0.0270979	0.0282156
5.4	0.0335667	0.0339345
5.5	0.039614	0.0396747
5.6	0.0453802	0.0453197
5.7	0.0509192	0.0508078
5.8	0.0562404	0.0561023
5.9	0.0613344	0.0611776
6	0.0661848	0.066012
6.1	0.0707736	0.070586
6.2	0.0750829	0.0748814
6.3	0.079096	0.0788814
6.4	0.0827968	0.08257
6.5	0.0861709	0.0859328
6.6	0.0892049	0.0889564
6.7	0.0918869	0.0916289
6.8	0.0942063	0.0939399
6.9	0.0961538	0.0958801
7	0.0977219	0.0974419
7.1	0.0989043	0.0986191
7.2	0.0996964	0.0994072
7.3	0.100095	0.0998029
7.4	0.100099	0.0998048
7.5	0.0997071	0.0994128
7.6	0.0989222	0.0986284
7.7	0.0977468	0.0974548
7.8	0.0961857	0.0958966
7.9	0.094245	0.0939599
8	0.0919324	0.0916524
8.1	0.0892569	0.0889832
8.2	0.0862292	0.0859628
8.3	0.0828611	0.0826032
8.4	0.0791661	0.0789175
8.5	0.0751586	0.0749205
8.6	0.0708545	0.0706277
8.7	0.0662708	0.0660562
8.8	0.0614255	0.061224
8.9	0.0563379	0.0561502
9	0.0510278	0.0508548
9.1	0.0455164	0.0453587
9.2	0.0398254	0.0396836
9.3	0.0339772	0.0338518
9.4	0.0279949	0.0278865
9.5	0.0219021	0.0218111
9.6	0.0157228	0.0156496
9.7	0.00948157	0.0094264
9.8	0.00320287	0.00316597
9.9	-0.00308847	-0.00310695
10	-0.00936762	-0.00936762
10.1	-0.0156098	-0.0155913
10.2	-0.0217904	-0.0217535
10.3	-0.0278849	-0.0278298
10.4	-0.0338695	-0.0337963
10.5	-0.0397203	-0.0396294
10.6	-0.0454144	-0.0453061
10.7	-0.0509293	-0.050804
10.8	-0.0562432	-0.0561014
10.9	-0.0613351	-0.0611774
11	-0.0661849	-0.0660119
11.1	-0.0707736	-0.0705859
11.2	-0.0750829	-0.0748814
11.3	-0.079096	-0.0788814
11.4	-0.0827968	-0.08257
11.5	-0.0861709	-0.0859328
11.6	-0.0892049	-0.0889564
11.7	-0.0918869	-0.0916289
11.8	-0.0942063	-0.0939399
11.9	-0.0961538	-0.0958801
12	-0.0977219	-0.0974419
12.1	-0.0989043	-0.0986191
12.2	-0.0996964	-0.0994072
12.3	-0.100095	-0.0998029
12.4	-0.100099	-0.0998048
12.5	-0.0997071	-0.0994128
12.6	-0.0989222	-0.0986284
12.7	-0.0977468	-0.0974548
12.8	-0.0961857	-0.0958966
12.9	-0.094245	-0.0939599
13	-0.0919324	-0.0916524
13.1	-0.0892569	-0.0889832
13.2	-0.0862292	-0.0859628
13.3	-0.0828611	-0.0826032
13.4	-0.0791661	-0.0789175
13.5	-0.0751586	-0.0749205
13.6	-0.0708545	-0.0706277
13.7	-0.0662708	-0.0660562
13.8	-0.0614255	-0.0612239
13.9	-0.0563376	-0.0561499
14	-0.051027	-0.0508537
14.1	-0.0455137	-0.0453551
14.2	-0.0398172	-0.0396731
14.3	-0.0339556	-0.0338249
14.4	-0.0279457	-0.0278278
14.5	-0.0218122	-0.021711
14.6	-0.0156168	-0.0155542
14.7	-0.00952708	-0.00956686
14.8	-0.00392137	-0.0041965
14.9	0.00053775	-0.000172637
15	0.00302507	0.00169576
15.1	0.00302999	0.00108914
15.2	0.00105121	-0.00115656
15.3	-0.00117138	-0.00308361
15.4	-0.00167651	-0.00297819
15.5	-0.000170788	-0.00119306
15.6	0.00135686	-4.67787e-05
15.7	0.00092645	-0.000953046
15.8	-0.000592121	-0.00226104
15.9	-0.000655983	-0.00172593
16	0.000711196	-0.00037961
16.1	0.000884715	-0.000700602
16.2	-0.000321114	-0.00174623
16.3	-0.000261194	-0.00111069
16.4	0.000827913	-0.000198158
16.5	0.000403769	-0.000946257
16.6	-0.000352785	-0.00119979
16.7	0.000464244	-0.00017387
16.8	0.000638863	-0.000406131
16.9	-0.000196744	-0.00090647
17	0.000332437	-3.51923e-05
17.1	0.000624086	-0.000114501
17.2	-0.000109667	-0.000534365
17.3	0.00038564	0.000253453
17.4	0.000501216	4.30655e-05
17.5	-6.31138e-05	-0.000106213
17.6	0.000509853	0.000558575
17.7	0.000278084	0.000145918
17.8	7.5364e-05	0.000421137
17.9	0.000535474	0.000702465
18	5.22223e-05	0.000373257
18.1	0.000333758	0.000908896
18.2	0.000304039	0.000683193
18.3	8.66436e-05	0.000864133
18.4	0.000413525	0.00104654
18.5	4.90507e-05	0.000879215
18.6	0.000323186	0.00125106
18.7	0.000136223	0.00102767
18.8	0.000179817	0.00132369
18.9	0.00020765	0.00122282
19	8.29879e-05	0.00135755
19.1	0.000214524	0.00138482
19.2	4.14931e-05	0.00140095
19.3	0.000174432	0.00148885
19.4	2.78082e-05	0.00145586
19.5	0.000116406	0.00154211
19.6	1.91499e-05	0.00150783
19.7	5.69879e-05	0.0015576
19.8	7.09781e-06	0.00154423
19.9	-0.0107577	0


#t = 5.2
0	0	-0.0202933
0.1	-0.0124709	-0.0202069
0.2	-0.0248883	-0.0200602
0.3	-0.0372144	-0.0198
0.4	-0.0493876	-0.0195135
0.5	-0.0613656	-0.019078
0.6	-0.073115	-0.0186612
0.7	-0.0845408	-0.0180553
0.8	-0.0956981	-0.0175103
0.9	-0.106375	-0.0167578
1	-0.116775	-0.0160662
1.1	-0.126537	-0.01522
1.2	-0.135994	-0.014341
1.3	-0.144733	-0.013467
1.4	-0.153028	-0.0123783
1.5	-0.16069	-0.0114872
1.6	-0.167617	-0.0102691
1.7	-0.174112	-0.00924565
1.8	-0.17961	-0.00809017
1.9	-0.184691	-0.00679356
2	-0.188895	-0.00577384
2.1	-0.192264	-0.00434696
2.2	-0.195195	-0.00317513
2.3	-0.196945	-0.00200907
2.4	-0.198182	-0.000493681
2.5	-0.198717	0.00055209
2.6	-0.198051	0.00185456
2.7	-0.197075	0.00334773
2.8	-0.195192	0.00429074
2.9	-0.192161	0.00561411
3	-0.188942	0.00709113
3.1	-0.184805	0.00792029
3.2	-0.179466	0.00908452
3.3	-0.174026	0.0106039
3.4	-0.167947	0.0113908
3.5	-0.160499	0.0121325
3.6	-0.152783	0.0135908
3.7	-0.145065	0.0146742
3.8	-0.13614	0.0149564
3.9	-0.126189	0.0156792
4	-0.116517	0.0171187
4.1	-0.106891	0.0179793
4.2	-0.0960352	0.0178248
4.3	-0.0840712	0.0178649
4.4	-0.0724004	0.0189873
4.5	-0.0615512	0.0204372
4.6	-0.0504891	0.0208509
4.7	-0.0380436	0.0198707
4.8	-0.0242798	0.0184374
4.9	-0.0103941	0.01789
5	0.00229465	0.0190567
5.1	0.0131076	0.0220067
5.2	0.0220864	0.0263187
5.3	0.0296635	0.03145
5.4	0.0363208	0.0369582
5.5	0.0424138	0.0425578
5.6	0.0481459	0.0480892
5.7	0.0536088	0.0534684
5.8	0.0588309	0.0586493
5.9	0.0638111	0.0636028
6	0.0685366	0.0683063
6.1	0.0729907	0.0727406
6.2	0.0771566	0.0768879
6.3	0.0810179	0.0807318
6.4	0.0845594	0.084257
6.5	0.0877673	0.0874498
6.6	0.0906287	0.0902974
6.7	0.0931325	0.0927886
6.8	0.0952688	0.0949137
6.9	0.097029	0.0966641
7	0.0984064	0.0980331
7.1	0.0993953	0.0990152
7.2	0.099992	0.0996065
7.3	0.100194	0.0998047
7.4	0.100001	0.0996091
7.5	0.0994128	0.0990203
7.6	0.0984324	0.0980407
7.7	0.0970636	0.0966742
7.8	0.0953117	0.0949262
7.9	0.0931837	0.0928036
8	0.0906879	0.0903147
8.1	0.0878342	0.0874693
8.2	0.0846339	0.0842788
8.3	0.0810996	0.0807557
8.4	0.0772452	0.0769138
8.5	0.0730859	0.0727684
8.6	0.0686382	0.0683358
8.7	0.0639197	0.0636336
8.8	0.0589488	0.0586802
8.9	0.0537454	0.0534952
9	0.0483298	0.0480991
9.1	0.0427235	0.0425132
9.2	0.0369485	0.0367594
9.3	0.0310278	0.0308607
9.4	0.0249846	0.0248401
9.5	0.0188428	0.0187215
9.6	0.0126266	0.012529
9.7	0.0063606	0.00628705
9.8	6.94935e-05	2.03036e-05
9.9	-0.00622188	-0.00624653
10	-0.0124887	-0.0124887
10.1	-0.0187062	-0.0186816
10.2	-0.0248499	-0.0248008
10.3	-0.0308956	-0.030822
10.4	-0.0368193	-0.0367217
10.5	-0.0425977	-0.0424764
10.6	-0.048208	-0.0480635
10.7	-0.053628	-0.0534609
10.8	-0.0588364	-0.0586473
10.9	-0.0638126	-0.0636023
11	-0.0685369	-0.0683062
11.1	-0.0729908	-0.0727406
11.2	-0.0771566	-0.0768879
11.3	-0.0810179	-0.0807318
11.4	-0.0845594	-0.084257
11.5	-0.0877673	-0.0874498
11.6	-0.0906287	-0.0902974
11.7	-0.0931325	-0.0927886
11.8	-0.0952688	-0.0949137
11.9	-0.097029	-0.0966641
12	-0.0984064	-0.0980331
12.1	-0.0993953	-0.0990152
12.2	-0.099992	-0.0996065
12.3	-0.100194	-0.0998047
12.4	-0.100001	-0.0996091
12.5	-0.0994128	-0.0990203
12.6	-0.0984324	-0.0980407
12.7	-0.0970636	-0.0966742
12.8	-0.0953117	-0.0949262
12.9	-0.0931837	-0.0928036
13	-0.0906879	-0.0903147
13.1	-0.0878342	-0.0874693
13.2	-0.0846339	-0.0842788
13.3	-0.0810996	-0.0807557
13.4	-0.0772452	-0.0769138
13.5	-0.0730859	-0.0727684
13.6	-0.0686382	-0.0683358
13.7	-0.0639196	-0.0636335
13.8	-0.0589487	-0.05868
13.9	-0.0537449	-0.0534946
14	-0.0483282	-0.048097
14.1	-0.0427186	-0.0425069
14.2	-0.0369349	-0.0367422
14.3	-0.0309944	-0.03082
14.4	-0.0249162	-0.024761
14.5	-0.0187383	-0.0186133
14.6	-0.0125648	-0.0125094
14.7	-0.00665438	-0.006764
14.8	-0.00152284	-0.00196694
