#L = 15
# x	 y
#t = 0
2.81239	4.06185
6.77414	10.4824
8.87528	4.97883
2.83441	12.893
6.40354	3.82473
#E = 0.237848
#T = 0.05

#t = 0.001
2.81312	4.06185
6.77437	10.4823
8.8743	4.97949
2.83408	12.8947
6.4035	3.82457
#E = 0.237836
#T = 0.05

#t = 0.002
2.81385	4.06186
6.7746	10.4822
8.87331	4.98016
2.83375	12.8964
6.40345	3.8244
#E = 0.237823
#T = 0.05

#t = 0.003
2.81458	4.06186
6.77484	10.4821
8.87233	4.98082
2.83341	12.898
6.4034	3.82423
#E = 0.237811
#T = 0.05

#t = 0.004
2.81531	4.06187
6.77507	10.4821
8.87135	4.98148
2.83308	12.8997
6.40336	3.82406
#E = 0.237798
#T = 0.05

#t = 0.005
2.81604	4.06187
6.7753	10.482
8.87036	4.98214
2.83275	12.9014
6.40331	3.82389
#E = 0.237786
#T = 0.05

#t = 0.006
2.81677	4.06187
6.77554	10.4819
8.86938	4.98281
2.83242	12.9031
6.40326	3.82373
#E = 0.237774
#T = 0.05

#t = 0.007
2.8175	4.06188
6.77577	10.4818
8.86839	4.98347
2.83208	12.9048
6.40322	3.82356
#E = 0.237761
#T = 0.05

#t = 0.008
2.81823	4.06188
6.776	10.4817
8.86741	4.98413
2.83175	12.9065
6.40317	3.82339
#E = 0.237749
#T = 0.05

#t = 0.009
2.81896	4.06188
6.77623	10.4817
8.86642	4.9848
2.83142	12.9082
6.40312	3.82323
#E = 0.237736
#T = 0.05

#t = 0.01
2.81969	4.06189
6.77647	10.4816
8.86544	4.98546
2.83109	12.9099
6.40308	3.82306
#E = 0.237724
#T = 0.05

#t = 0.011
2.82042	4.06189
6.7767	10.4815
8.86445	4.98612
2.83075	12.9116
6.40303	3.82289
#E = 0.237711
#T = 0.05

#t = 0.012
2.82115	4.0619
6.77693	10.4814
8.86347	4.98678
2.83042	12.9133
6.40299	3.82272
#E = 0.237699
#T = 0.05

#t = 0.013
2.82188	4.0619
6.77716	10.4814
8.86248	4.98745
2.83009	12.915
6.40294	3.82256
#E = 0.237686
#T = 0.05

#t = 0.014
2.82261	4.0619
6.7774	10.4813
8.8615	4.98811
2.82976	12.9166
6.40289	3.82239
#E = 0.237674
#T = 0.05

#t = 0.015
2.82334	4.06191
6.77763	10.4812
8.86051	4.98877
2.82942	12.9183
6.40285	3.82222
#E = 0.237661
#T = 0.05

#t = 0.016
2.82407	4.06191
6.77786	10.4811
8.85953	4.98943
2.82909	12.92
6.4028	3.82205
#E = 0.237648
#T = 0.05

#t = 0.017
2.8248	4.06192
6.7781	10.481
8.85854	4.99009
2.82876	12.9217
6.40276	3.82189
#E = 0.237636
#T = 0.05

#t = 0.018
2.82553	4.06192
6.77833	10.481
8.85756	4.99076
2.82843	12.9234
6.40271	3.82172
#E = 0.237623
#T = 0.05

#t = 0.019
2.82626	4.06192
6.77856	10.4809
8.85657	4.99142
2.82809	12.9251
6.40266	3.82155
#E = 0.237611
#T = 0.05

#t = 0.02
2.82698	4.06193
6.77879	10.4808
8.85559	4.99208
2.82776	12.9268
6.40262	3.82139
#E = 0.237598
#T = 0.05

#t = 0.021
2.82771	4.06193
6.77903	10.4807
8.8546	4.99274
2.82743	12.9285
6.40257	3.82122
#E = 0.237585
#T = 0.05

#t = 0.022
2.82844	4.06193
6.77926	10.4807
8.85362	4.99341
2.8271	12.9302
6.40253	3.82105
#E = 0.237573
#T = 0.05

#t = 0.023
2.82917	4.06194
6.77949	10.4806
8.85263	4.99407
2.82676	12.9319
6.40248	3.82089
#E = 0.23756
#T = 0.05

#t = 0.024
2.8299	4.06194
6.77973	10.4805
8.85164	4.99473
2.82643	12.9335
6.40244	3.82072
#E = 0.237547
#T = 0.05

#t = 0.025
2.83063	4.06195
6.77996	10.4804
8.85066	4.99539
2.8261	12.9352
6.40239	3.82055
#E = 0.237535
#T = 0.05

#t = 0.026
2.83136	4.06195
6.78019	10.4804
8.84967	4.99605
2.82577	12.9369
6.40235	3.82039
#E = 0.237522
#T = 0.05

#t = 0.027
2.83209	4.06195
6.78042	10.4803
8.84869	4.99671
2.82543	12.9386
6.4023	3.82022
#E = 0.237509
#T = 0.05

#t = 0.028
2.83282	4.06196
6.78066	10.4802
8.8477	4.99738
2.8251	12.9403
6.40226	3.82005
#E = 0.237497
#T = 0.05

#t = 0.029
2.83355	4.06196
6.78089	10.4801
8.84671	4.99804
2.82477	12.942
6.40221	3.81989
#E = 0.237484
#T = 0.05

#t = 0.03
2.83428	4.06196
