0;-1;0
0;-0.714286;0.555227
0;-0.428571;0.816357
0;-0.142857;0.959777
0;0.142857;0.959266
0;0.428571;0.819372
0;0.714286;0.676155
0;1;1

1;-1;0
1;-0.714286;0.5192
1;-0.428571;0.797524
1;-0.142857;0.939839
1;0.142857;0.939749
1;0.428571;0.816574
1;0.714286;0.733027
1;1;1

2;-1;0
2;-0.714286;0.489693
2;-0.428571;0.777249
2;-0.142857;0.91991
2;0.142857;0.92223
2;0.428571;0.819283
2;0.714286;0.776298
2;1;1

3;-1;0
3;-0.714286;0.464931
3;-0.428571;0.756466
3;-0.142857;0.900173
3;0.142857;0.906917
3;0.428571;0.824752
3;0.714286;0.809637
3;1;1

4;-1;0
4;-0.714286;0.44369
4;-0.428571;0.735755
4;-0.142857;0.880858
4;0.142857;0.89366
4;0.428571;0.831342
4;0.714286;0.835615
4;1;1

5;-1;0
5;-0.714286;0.425116
5;-0.428571;0.715477
5;-0.142857;0.862167
5;0.142857;0.882168
5;0.428571;0.838091
5;0.714286;0.856056
5;1;1

6;-1;0
6;-0.714286;0.408608
6;-0.428571;0.695855
6;-0.142857;0.844244
6;0.142857;0.872123
6;0.428571;0.844461
6;0.714286;0.872269
6;1;1

7;-1;0
7;-0.714286;0.393742
7;-0.428571;0.677024
7;-0.142857;0.827174
7;0.142857;0.863228
7;0.428571;0.850166
7;0.714286;0.885208
7;1;1

8;-1;0
8;-0.714286;0.38021
8;-0.428571;0.659057
8;-0.142857;0.810997
8;0.142857;0.85523
8;0.428571;0.855079
8;0.714286;0.895579
8;1;1

9;-1;0
9;-0.714286;0.367793
9;-0.428571;0.64199
9;-0.142857;0.795712
9;0.142857;0.84792
9;0.428571;0.859163
9;0.714286;0.90391
9;1;1

10;-1;0
10;-0.714286;0.356328
10;-0.428571;0.625827
10;-0.142857;0.781296
10;0.142857;0.841136
10;0.428571;0.862437
10;0.714286;0.9106
10;1;1

11;-1;0
11;-0.714286;0.345691
11;-0.428571;0.610556
11;-0.142857;0.767711
11;0.142857;0.834751
11;0.428571;0.864945
11;0.714286;0.915959
11;1;1

12;-1;0
12;-0.714286;0.33579
12;-0.428571;0.596148
12;-0.142857;0.754907
12;0.142857;0.828669
12;0.428571;0.86675
12;0.714286;0.920226
12;1;1

13;-1;0
13;-0.714286;0.32655
13;-0.428571;0.58257
13;-0.142857;0.742832
13;0.142857;0.822819
13;0.428571;0.86792
13;0.714286;0.923591
13;1;1

14;-1;0
14;-0.714286;0.31791
14;-0.428571;0.569782
14;-0.142857;0.731431
14;0.142857;0.817149
14;0.428571;0.86852
14;0.714286;0.926205
14;1;1

15;-1;0
15;-0.714286;0.30982
15;-0.428571;0.557738
15;-0.142857;0.720654
15;0.142857;0.811621
15;0.428571;0.868616
15;0.714286;0.92819
15;1;1

16;-1;0
16;-0.714286;0.302237
16;-0.428571;0.546397
16;-0.142857;0.710451
16;0.142857;0.80621
16;0.428571;0.868269
16;0.714286;0.929646
16;1;1

17;-1;0
17;-0.714286;0.295123
17;-0.428571;0.535712
17;-0.142857;0.700776
17;0.142857;0.800896
17;0.428571;0.867535
17;0.714286;0.930656
17;1;1

18;-1;0
18;-0.714286;0.288442
18;-0.428571;0.525642
18;-0.142857;0.691587
18;0.142857;0.795669
18;0.428571;0.866464
18;0.714286;0.931287
18;1;1

19;-1;0
19;-0.714286;0.282165
19;-0.428571;0.516144
19;-0.142857;0.682845
19;0.142857;0.790521
19;0.428571;0.865101
19;0.714286;0.931597
19;1;1

20;-1;0
20;-0.714286;0.276262
20;-0.428571;0.50718
20;-0.142857;0.674516
20;0.142857;0.785446
20;0.428571;0.863489
20;0.714286;0.931633
20;1;1

21;-1;0
21;-0.714286;0.270708
21;-0.428571;0.498711
21;-0.142857;0.666569
21;0.142857;0.780444
21;0.428571;0.861664
21;0.714286;0.931437
21;1;1

22;-1;0
22;-0.714286;0.265476
22;-0.428571;0.490702
22;-0.142857;0.658975
22;0.142857;0.775514
22;0.428571;0.859658
22;0.714286;0.931043
22;1;1

23;-1;0
23;-0.714286;0.260546
23;-0.428571;0.483121
23;-0.142857;0.651709
23;0.142857;0.770655
23;0.428571;0.8575
23;0.714286;0.930481
23;1;1

24;-1;0
24;-0.714286;0.255894
24;-0.428571;0.475938
24;-0.142857;0.644748
24;0.142857;0.76587
24;0.428571;0.855215
24;0.714286;0.929777
24;1;1

25;-1;0
25;-0.714286;0.251503
25;-0.428571;0.469124
25;-0.142857;0.638071
25;0.142857;0.761159
25;0.428571;0.852827
25;0.714286;0.928953
25;1;1

26;-1;0
26;-0.714286;0.247352
26;-0.428571;0.462653
26;-0.142857;0.631661
26;0.142857;0.756525
26;0.428571;0.850356
26;0.714286;0.928028
26;1;1

27;-1;0
27;-0.714286;0.243426
27;-0.428571;0.456501
27;-0.142857;0.6255
27;0.142857;0.751969
27;0.428571;0.847818
27;0.714286;0.927019
27;1;1

28;-1;0
28;-0.714286;0.239708
28;-0.428571;0.450646
28;-0.142857;0.619573
28;0.142857;0.747492
28;0.428571;0.84523
28;0.714286;0.92594
28;1;1

29;-1;0
29;-0.714286;0.236184
29;-0.428571;0.445068
29;-0.142857;0.613866
29;0.142857;0.743096
29;0.428571;0.842606
29;0.714286;0.924804
29;1;1

30;-1;0
30;-0.714286;0.232839
30;-0.428571;0.439748
30;-0.142857;0.608367
30;0.142857;0.738781
30;0.428571;0.839956
30;0.714286;0.923622
30;1;1

31;-1;0
31;-0.714286;0.229663
31;-0.428571;0.434668
31;-0.142857;0.603065
31;0.142857;0.73455
31;0.428571;0.837293
31;0.714286;0.922403
31;1;1

32;-1;0
32;-0.714286;0.226642
32;-0.428571;0.429814
32;-0.142857;0.597948
32;0.142857;0.730402
32;0.428571;0.834625
32;0.714286;0.921156
32;1;1

33;-1;0
33;-0.714286;0.223767
33;-0.428571;0.425169
33;-0.142857;0.593009
33;0.142857;0.726339
33;0.428571;0.83196
33;0.714286;0.919888
33;1;1

34;-1;0
34;-0.714286;0.221027
34;-0.428571;0.420722
34;-0.142857;0.588236
34;0.142857;0.72236
34;0.428571;0.829305
34;0.714286;0.918605
34;1;1

35;-1;0
35;-0.714286;0.218414
35;-0.428571;0.41646
35;-0.142857;0.583624
35;0.142857;0.718466
35;0.428571;0.826666
35;0.714286;0.917313
35;1;1

