Paso;z;Ex;Hy
4;66.6667;-0.0533849;-0.0533849
4;68.6869;-0.0641405;-0.0641405
4;70.7071;-0.0738641;-0.0738641
4;72.7273;-0.0823991;-0.0823991
4;74.7475;-0.0896084;-0.0896084
4;76.7677;-0.0953758;-0.0953758
4;78.7879;-0.0996086;-0.0996086
4;80.8081;-0.102239;-0.102239
4;82.8283;-0.103224;-0.103224
4;84.8485;-0.102548;-0.102548
4;86.8687;-0.100222;-0.100222
4;88.8889;-0.0962832;-0.0962832
4;90.9091;-0.0907954;-0.0907954
4;92.9293;-0.0838466;-0.0838466
4;94.9495;-0.0755488;-0.0755488
4;96.9697;-0.0660353;-0.0660353
4;98.9899;-0.0554594;-0.0554594
4;101.01;-0.043991;-0.043991
4;103.03;-0.0318148;-0.0318148
4;105.051;-0.0191267;-0.0191267
4;107.071;-0.00613087;-0.00613087
4;109.091;0.00696362;0.00696362
4;111.111;0.0199461;0.0199461
4;113.131;0.0326076;0.0326076
4;115.152;0.0447444;0.0447444
4;117.172;0.0561613;0.0561613
4;119.192;0.0666746;0.0666746
4;121.212;0.076115;0.076115
4;123.232;0.0843307;0.0843307
4;125.253;0.0911894;0.0911894
4;127.273;0.096581;0.096581
4;129.293;0.100418;0.100418
4;131.313;0.10264;0.10264
4;133.333;0.10321;0.10321
4;135.354;0.10212;0.10212
4;137.374;0.0993862;0.0993862
4;139.394;0.0950534;0.0950534
4;141.414;0.0891912;0.0891912
4;143.434;0.0818938;0.0818938
4;145.455;0.0732787;0.0732787
4;147.475;0.0634846;0.0634846
4;149.495;0.0526689;0.0526689
4;151.515;0.0410058;0.0410058
4;153.535;0.0286829;0.0286829
4;155.556;0.0158985;0.0158985
4;157.576;0.00285827;0.00285827
4;159.596;-0.010228;-0.010228
4;161.616;-0.0231496;-0.0231496
4;163.636;-0.0356988;-0.0356988
4;165.657;-0.0476735;-0.0476735
4;167.677;-0.0588812;-0.0588812
4;169.697;-0.0691415;-0.0691415
4;171.717;-0.0782892;-0.0782892
4;173.737;-0.0861773;-0.0861773
4;175.758;-0.0926787;-0.0926787
4;177.778;-0.0976889;-0.0976889
4;179.798;-0.101127;-0.101127
4;181.818;-0.102938;-0.102938
4;183.838;-0.103093;-0.103093
4;185.859;-0.101589;-0.101589
4;187.879;-0.0984506;-0.0984506
4;189.899;-0.093728;-0.093728
4;191.919;-0.0874972;-0.0874972
4;193.939;-0.0798585;-0.0798585
4;195.96;-0.0709349;-0.0709349
4;197.98;-0.0608699;-0.0608699
4;200;-0.0498255;-0.0498255
5;0;-0.0612708;-0.0612708
5;2.0202;-0.050131;-0.050131
5;4.0404;-0.0381847;-0.0381847
5;6.06061;-0.025624;-0.025624
5;8.08081;-0.0126509;-0.0126509
5;10.101;0.00052568;0.00052568
5;12.1212;0.0136938;0.0136938
5;14.1414;0.0266416;0.0266416
5;16.1616;0.0391608;0.0391608
5;18.1818;0.0510498;0.0510498
5;20.202;0.0621174;0.0621174
5;22.2222;0.0721855;0.0721855
5;24.2424;0.0810921;0.0810921
5;26.2626;0.0886939;0.0886939
5;28.2828;0.0948686;0.0948686
5;30.303;0.0995169;0.0995169
5;32.3232;0.102564;0.102564
5;34.3434;0.103961;0.103961
5;36.3636;0.103684;0.103684
5;38.3838;0.10174;0.10174
5;40.404;0.0981586;0.0981586
5;42.4242;0.0929977;0.0929977
5;44.4444;0.0863405;0.0863405
5;46.4646;0.078294;0.078294
5;48.4848;0.0689878;0.0689878
5;50.5051;0.0585715;0.0585715
5;52.5253;0.0472128;0.0472128
5;54.5455;0.0350944;0.0350944
5;56.5657;0.0224113;0.0224113
5;58.5859;0.0093676;0.0093676
5;60.6061;-0.00382681;-0.00382681
5;62.6263;-0.0169597;-0.0169597
5;64.6465;-0.0298196;-0.0298196
5;66.6667;-0.0421998;-0.0421998
5;68.6869;-0.0539009;-0.0539009
5;70.7071;-0.0647347;-0.0647347
5;72.7273;-0.074527;-0.074527
5;74.7475;-0.0831201;-0.0831201
5;76.7677;-0.0903757;-0.0903757
5;78.7879;-0.0961772;-0.0961772
5;80.8081;-0.100431;-0.100431
5;82.8283;-0.103069;-0.103069
5;84.8485;-0.104049;-0.104049
5;86.8687;-0.103354;-0.103354
5;88.8889;-0.100996;-0.100996
5;90.9091;-0.0970136;-0.0970136
5;92.9293;-0.0914699;-0.0914699
5;94.9495;-0.0844544;-0.0844544
5;96.9697;-0.0760801;-0.0760801
5;98.9899;-0.0664815;-0.0664815
5;101.01;-0.0558133;-0.0558133
5;103.03;-0.044247;-0.044247
5;105.051;-0.0319687;-0.0319687
5;107.071;-0.019176;-0.019176
5;109.091;-0.00607485;-0.00607485
5;111.111;0.00712409;0.00712409
5;113.131;0.0202084;0.0202084
5;115.152;0.0329676;0.0329676
5;117.172;0.0451963;0.0451963
5;119.192;0.0566977;0.0566977
5;121.212;0.0672869;0.0672869
5;123.232;0.0767934;0.0767934
5;125.253;0.0850643;0.0850643
5;127.273;0.0919665;0.0919665
5;129.293;0.0973888;0.0973888
5;131.313;0.101244;0.101244
5;133.333;0.103471;0.103471
5;135.354;0.104032;0.104032
5;137.374;0.102919;0.102919
5;139.394;0.100151;0.100151
5;141.414;0.095771;0.095771
5;143.434;0.08985;0.08985
5;145.455;0.0824833;0.0824833
5;147.475;0.0737895;0.0737895
5;149.495;0.0639083;0.0639083
5;151.515;0.0529988;0.0529988
5;153.535;0.0412366;0.0412366
5;155.556;0.0288108;0.0288108
5;157.576;0.0159215;0.0159215
5;159.596;0.00277598;0.00277598
5;161.616;-0.0104142;-0.0104142
5;163.636;-0.0234368;-0.0234368
5;165.657;-0.0360823;-0.0360823
5;167.677;-0.0481473;-0.0481473
5;169.697;-0.0594375;-0.0594375
5;171.717;-0.0697713;-0.0697713
5;173.737;-0.0789825;-0.0789825
5;175.758;-0.0869229;-0.0869229
5;177.778;-0.0934646;-0.0934646
5;179.798;-0.0985024;-0.0985024
5;181.818;-0.101955;-0.101955
5;183.838;-0.103768;-0.103768
5;185.859;-0.10391;-0.10391
5;187.879;-0.102381;-0.102381
5;189.899;-0.0992047;-0.0992047
5;191.919;-0.0944319;-0.0944319
5;193.939;-0.0881396;-0.0881396
5;195.96;-0.0804292;-0.0804292
5;197.98;-0.0714246;-0.0714246
5;200;-0.0612708;-0.0612708
6;0;-0.0719175;-0.0719175
6;2.0202;-0.0616741;-0.0616741
6;4.0404;-0.0504382;-0.0504382
6;6.06061;-0.0383909;-0.0383909
6;8.08081;-0.0257257;-0.0257257
6;10.101;-0.0126467;-0.0126467
6;12.1212;0.000635849;0.000635849
6;14.1414;0.0139082;0.0139082
6;16.1616;0.0269567;0.0269567
6;18.1818;0.0395715;0.0395715
6;20.202;0.0515495;0.0515495
6;22.2222;0.0626981;0.0626981
6;24.2424;0.0728379;0.0728379
6;26.2626;0.0818057;0.0818057
6;28.2828;0.0894572;0.0894572
6;30.303;0.0956693;0.0956693
6;32.3232;0.100342;0.100342
6;34.3434;0.1034;0.1034
6;36.3636;0.104795;0.104795
6;38.3838;0.104503;0.104503
6;40.404;0.10253;0.10253
6;42.4242;0.0989068;0.0989068
6;44.4444;0.0936924;0.0936924
6;46.4646;0.0869704;0.0869704
6;48.4848;0.0788491;0.0788491
6;50.5051;0.069459;0.069459
6;52.5253;0.0589513;0.0589513
6;54.5455;0.0474951;0.0474951
6;56.5657;0.0352747;0.0352747
6;58.5859;0.0224867;0.0224867
6;60.6061;0.00933681;0.00933681
6;62.6263;-0.00396326;-0.00396326
6;64.6465;-0.0171996;-0.0171996
6;66.6667;-0.0301591;-0.0301591
6;68.6869;-0.0426334;-0.0426334
