# Tiempo: 0.000000
# k	zE	zH	Ex	Hy
54	54.0000000000	54.5000000000	-0.0057362720	-0.0064708011
55	55.0000000000	55.5000000000	0.0046096224	0.0112872857
56	56.0000000000	56.5000000000	-0.0100170081	-0.0112681788
57	57.0000000000	57.5000000000	0.0113348256	0.0172309594
58	58.0000000000	58.5000000000	-0.0170992638	-0.0193985148
59	59.0000000000	59.5000000000	0.0205156839	0.0252210691
60	60.0000000000	60.5000000000	-0.0272779631	-0.0304019701
61	61.0000000000	61.5000000000	0.0333352884	0.0364599754
62	62.0000000000	62.5000000000	-0.0394460550	-0.0433220762
63	63.0000000000	63.5000000000	0.0475853584	0.0498472048
64	64.0000000000	64.5000000000	-0.0537675950	-0.0577949394
65	65.0000000000	65.5000000000	0.0615857964	0.0628708595
66	66.0000000000	66.5000000000	-0.0673365384	-0.0702641099
67	67.0000000000	67.5000000000	0.0739907526	0.0747520759
68	68.0000000000	68.5000000000	-0.0777641136	-0.0791831665
69	69.0000000000	69.5000000000	0.0819174095	0.0829602198
70	70.0000000000	70.5000000000	-0.0853666289	-0.0851853480
71	71.0000000000	71.5000000000	0.0866505249	0.0872152208
72	72.0000000000	72.5000000000	-0.0896565149	-0.0883078589
73	73.0000000000	73.5000000000	0.0909044299	0.0906640391
74	74.0000000000	74.5000000000	-0.0927314736	-0.0915160423
75	75.0000000000	75.5000000000	0.0949851170	0.0940112036
76	76.0000000000	76.5000000000	-0.0973517343	-0.0964492311
77	77.0000000000	77.5000000000	0.0996274778	0.0972816046
78	78.0000000000	78.5000000000	-0.1013526929	-0.0997616555
79	79.0000000000	79.5000000000	0.1031805845	0.1001118120
80	80.0000000000	80.5000000000	-0.1024486627	-0.0996862452
81	81.0000000000	81.5000000000	0.1020652603	0.0993158093
82	82.0000000000	82.5000000000	-0.1009721623	-0.0970900229
83	83.0000000000	83.5000000000	0.0980038532	0.0947645952
84	84.0000000000	84.5000000000	-0.0970629930	-0.0926486516
85	85.0000000000	85.5000000000	0.0948105830	0.0904787514
86	86.0000000000	86.5000000000	-0.0922999097	-0.0882701367
87	87.0000000000	87.5000000000	0.0913858663	0.0867107185
88	88.0000000000	88.5000000000	-0.0882926937	-0.0842590106
89	89.0000000000	89.5000000000	0.0853007836	0.0804621931
90	90.0000000000	90.5000000000	-0.0823090085	-0.0770695209
91	91.0000000000	91.5000000000	0.0769729440	0.0717363411
92	92.0000000000	92.5000000000	-0.0723016779	-0.0663578533
93	93.0000000000	93.5000000000	0.0675888176	0.0623428237
94	94.0000000000	94.5000000000	-0.0618756043	-0.0566782231
95	95.0000000000	95.5000000000	0.0577716311	0.0525418100
96	96.0000000000	96.5000000000	-0.0532080392	-0.0483856238
97	97.0000000000	97.5000000000	0.0475369828	0.0419042310
98	98.0000000000	98.5000000000	-0.0427080848	-0.0370314698
99	99.0000000000	99.5000000000	0.0360256887	0.0303861316
100	100.0000000000	100.5000000000	-0.0289679396	-0.0230842072
101	101.0000000000	101.5000000000	0.0232597634	0.0182426215
102	102.0000000000	102.5000000000	-0.0161070883	-0.0113283415
103	103.0000000000	103.5000000000	0.0105831126	0.0058793662
104	104.0000000000	104.5000000000	-0.0053779915	-0.0010494292
105	105.0000000000	105.5000000000	-0.0018205507	-0.0066444774
106	106.0000000000	106.5000000000	0.0071335441	0.0120560884
107	107.0000000000	107.5000000000	-0.0144270645	-0.0190271246
108	108.0000000000	108.5000000000	0.0217339732	0.0262349662
109	109.0000000000	109.5000000000	-0.0265924531	-0.0304284220
110	110.0000000000	110.5000000000	0.0340551187	0.0371343218
111	111.0000000000	111.5000000000	-0.0386561698	-0.0415871760
112	112.0000000000	112.5000000000	0.0439099977	0.0465863837
113	113.0000000000	113.5000000000	-0.0512881530	-0.0537123798
114	114.0000000000	114.5000000000	0.0548169566	0.0576479494
115	115.0000000000	115.5000000000	-0.0619274795	-0.0644381635
116	116.0000000000	116.5000000000	0.0663141739	0.0683420186
117	117.0000000000	117.5000000000	-0.0694121890	-0.0715740564
118	118.0000000000	118.5000000000	0.0760338856	0.0771083745
119	119.0000000000	119.5000000000	-0.0777147659	-0.0783009021
120	120.0000000000	120.5000000000	0.0838787815	0.0842775508
121	121.0000000000	121.5000000000	-0.0874448539	-0.0866435392
122	122.0000000000	122.5000000000	0.0892817146	0.0886173225
123	123.0000000000	123.5000000000	-0.0942472125	-0.0933861633
124	124.0000000000	124.5000000000	0.0928200039	0.0917328256
125	125.0000000000	125.5000000000	-0.0977478011	-0.0970659412
126	126.0000000000	126.5000000000	0.0975799868	0.0967194605
127	127.0000000000	127.5000000000	-0.0992670945	-0.0982588585
128	128.0000000000	128.5000000000	0.1024495564	0.1007136387
129	129.0000000000	129.5000000000	-0.0985142022	-0.0966430096
130	130.0000000000	130.5000000000	0.1039280699	0.1009763912
131	131.0000000000	131.5000000000	-0.0984390214	-0.0948636351
132	132.0000000000	132.5000000000	0.1022042242	0.0984888824
133	133.0000000000	133.5000000000	-0.0999035622	-0.0948117220
134	134.0000000000	134.5000000000	0.0970851668	0.0922800430
135	135.0000000000	135.5000000000	-0.0993796890	-0.0939234767
136	136.0000000000	136.5000000000	0.0891786197	0.0840946890
137	137.0000000000	137.5000000000	-0.0965049738	-0.0912936760
138	138.0000000000	138.5000000000	0.0821399242	0.0775841217
139	139.0000000000	139.5000000000	-0.0899605549	-0.0857070100
140	140.0000000000	140.5000000000	0.0764308652	0.0720442951
141	141.0000000000	141.5000000000	-0.0777620631	-0.0748642608
142	142.0000000000	142.5000000000	0.0722074813	0.0685317232
143	143.0000000000	143.5000000000	-0.0622304380	-0.0602438184
144	144.0000000000	144.5000000000	0.0705002285	0.0673886808
145	145.0000000000	145.5000000000	-0.0432597896	-0.0421455067
146	146.0000000000	146.5000000000	0.0692470300	0.0662022102
147	147.0000000000	147.5000000000	-0.0215113943	-0.0209328331
148	148.0000000000	148.5000000000	0.0684632738	0.0659283590
149	149.0000000000	149.5000000000	0.0006308365	0.0010826211
150	150.0000000000	150.5000000000	0.0678650721	0.0653147600
151	151.0000000000	151.5000000000	0.0240779417	0.0242921334
152	152.0000000000	152.5000000000	0.0660213211	0.0635697364
153	153.0000000000	153.5000000000	0.0470708604	0.0473877383
154	154.0000000000	154.5000000000	0.0639919752	0.0618223802
155	155.0000000000	155.5000000000	0.0692602013	0.0696097309
156	156.0000000000	156.5000000000	0.0607321208	0.0584482390
157	157.0000000000	157.5000000000	0.0910022491	0.0913690116
158	158.0000000000	158.5000000000	0.0565376561	0.0546255400
159	159.0000000000	159.5000000000	0.1105943447	0.1111451528
160	160.0000000000	160.5000000000	0.0518064389	0.0499372476
161	161.0000000000	161.5000000000	0.1290910175	0.1296036791
162	162.0000000000	162.5000000000	0.0457652238	0.0441239805
163	163.0000000000	163.5000000000	0.1451808969	0.1458564254
164	164.0000000000	164.5000000000	0.0395150932	0.0381822834
165	165.0000000000	165.5000000000	0.1590341904	0.1597187331
166	166.0000000000	166.5000000000	0.0322487049	0.0310209573
167	167.0000000000	167.5000000000	0.1706137796	0.1713538625
168	168.0000000000	168.5000000000	0.0246849532	0.0239002100
169	169.0000000000	169.5000000000	0.1790764452	0.1798885212
170	170.0000000000	170.5000000000	0.0167150137	0.0160494533
171	171.0000000000	171.5000000000	0.1852234850	0.1860009746
172	172.0000000000	172.5000000000	0.0083356154	0.0080923778
173	173.0000000000	173.5000000000	0.1879560083	0.1888192694
174	174.0000000000	174.5000000000	0.0000809165	0.0000515115
175	175.0000000000	175.5000000000	0.1881348448	0.1889253373
176	176.0000000000	176.5000000000	-0.0084849497	-0.0081810628
177	177.0000000000	177.5000000000	0.1850541829	0.1858957207
178	178.0000000000	178.5000000000	-0.0166017710	-0.0160004515
179	179.0000000000	179.5000000000	0.1792228329	0.1799879549
180	180.0000000000	180.5000000000	-0.0247428564	-0.0238938078
181	181.0000000000	181.5000000000	0.1705090810	0.1712716524
182	182.0000000000	182.5000000000	-0.0322564572	-0.0310828667
183	183.0000000000	183.5000000000	0.1590743677	0.1597651044
184	184.0000000000	184.5000000000	-0.0394428303	-0.0380822953
185	185.0000000000	185.5000000000	0.1452232933	0.1458632784
186	186.0000000000	186.5000000000	-0.0458792967	-0.0442232853
187	187.0000000000	187.5000000000	0.1289552955	0.1295223537
188	188.0000000000	188.5000000000	-0.0516742548	-0.0498761048
189	189.0000000000	189.5000000000	0.1107926389	0.1112759952
190	190.0000000000	190.5000000000	-0.0566077572	-0.0545806954
191	191.0000000000	191.5000000000	0.0907481580	0.0911502911
192	192.0000000000	192.5000000000	-0.0606701937	-0.0585435813
193	193.0000000000	193.5000000000	0.0693906274	0.0696916273
194	194.0000000000	194.5000000000	-0.0637693963	-0.0615000383
195	195.0000000000	195.5000000000	0.0468449991	0.0470533940
196	196.0000000000	196.5000000000	-0.0658618858	-0.0635404821
197	197.0000000000	197.5000000000	0.0236252341	0.0237274595
198	198.0000000000	198.5000000000	-0.0669185606	-0.0645488558
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 73.000000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	0.0042523972	-0.0042706706
2	2.0000000000	2.5000000000	0.0001344803	-0.0001262238
3	3.0000000000	3.5000000000	0.0041950796	-0.0041926930
4	4.0000000000	4.5000000000	0.0002698497	-0.0002586982
5	5.0000000000	5.5000000000	0.0040418644	-0.0040801771
6	6.0000000000	6.5000000000	0.0003931538	-0.0003723718
7	7.0000000000	7.5000000000	0.0038760396	-0.0038517788
8	8.0000000000	8.5000000000	0.0005264047	-0.0004977707
9	9.0000000000	9.5000000000	0.0035745974	-0.0036320806
10	10.0000000000	10.5000000000	0.0006217122	-0.0006004042
11	11.0000000000	11.5000000000	0.0033165572	-0.0032713516
12	12.0000000000	12.5000000000	0.0007568254	-0.0006982300
13	13.0000000000	13.5000000000	0.0028801455	-0.0029512797
14	14.0000000000	14.5000000000	0.0008032288	-0.0008000724
15	15.0000000000	15.5000000000	0.0025495663	-0.0024925753
16	16.0000000000	16.5000000000	0.0009477935	-0.0008438260
17	17.0000000000	17.5000000000	0.0020069835	-0.0020745454
18	18.0000000000	18.5000000000	0.0009275040	-0.0009611045
19	19.0000000000	19.5000000000	0.0016154149	-0.0015710979
20	20.0000000000	20.5000000000	0.0010826089	-0.0009259025
21	21.0000000000	21.5000000000	0.0010207177	-0.0010508076
22	22.0000000000	22.5000000000	0.0009959694	-0.0010684392
23	23.0000000000	23.5000000000	0.0005601476	-0.0005683817
24	24.0000000000	24.5000000000	0.0011385040	-0.0009503388
25	25.0000000000	25.5000000000	-0.0000043633	0.0000538531
26	26.0000000000	26.5000000000	0.0010230055	-0.0010972816
27	27.0000000000	27.5000000000	-0.0005581237	0.0004626733
28	28.0000000000	28.5000000000	0.0010913932	-0.0009400756
29	29.0000000000	29.5000000000	-0.0010046879	0.0011493304
30	30.0000000000	30.5000000000	0.0010242087	-0.0010185462
31	31.0000000000	31.5000000000	-0.0016534097	0.0014892255
32	32.0000000000	32.5000000000	0.0009369773	-0.0009199925
33	33.0000000000	33.5000000000	-0.0019503118	0.0021283761
34	34.0000000000	34.5000000000	0.0009862837	-0.0008289933
35	35.0000000000	35.5000000000	-0.0026029075	0.0024866191
36	36.0000000000	36.5000000000	0.0007196863	-0.0008808039
37	37.0000000000	37.5000000000	-0.0028352905	0.0029134709
38	38.0000000000	38.5000000000	0.0008377885	-0.0006033462
39	39.0000000000	39.5000000000	-0.0032746148	0.0033983733
40	40.0000000000	40.5000000000	0.0005100951	-0.0007769157
41	41.0000000000	41.5000000000	-0.0035725955	0.0035545918
42	42.0000000000	42.5000000000	0.0004529455	-0.0005430549
43	43.0000000000	43.5000000000	-0.0035453928	0.0041668186
44	44.0000000000	44.5000000000	0.0002084207	-0.0007283343
45	45.0000000000	45.5000000000	-0.0037313042	0.0043760487
46	46.0000000000	46.5000000000	-0.0004168801	-0.0011045885
47	47.0000000000	47.5000000000	-0.0029943194	0.0051312629
48	48.0000000000	48.5000000000	-0.0009636018	-0.0016771479
49	49.0000000000	49.5000000000	-0.0020246664	0.0063283348
50	50.0000000000	50.5000000000	-0.0027562393	-0.0036443486
51	51.0000000000	51.5000000000	0.0002307705	0.0080955488
52	52.0000000000	52.5000000000	-0.0052946872	-0.0064647145
53	53.0000000000	53.5000000000	0.0045115995	0.0119094111
54	54.0000000000	54.5000000000	-0.0097185755	-0.0117530852
55	55.0000000000	55.5000000000	0.0106643527	0.0173124298
56	56.0000000000	56.5000000000	-0.0169742676	-0.0198781817
57	57.0000000000	57.5000000000	0.0204119384	0.0256766845
58	58.0000000000	58.5000000000	-0.0264614104	-0.0304339771
59	59.0000000000	59.5000000000	0.0327508645	0.0370685895
60	60.0000000000	60.5000000000	-0.0391696893	-0.0440681645
61	61.0000000000	61.5000000000	0.0467561898	0.0498405011
62	62.0000000000	62.5000000000	-0.0532428036	-0.0580706165
63	63.0000000000	63.5000000000	0.0614301729	0.0635944921
64	64.0000000000	64.5000000000	-0.0663553967	-0.0704700906
65	65.0000000000	65.5000000000	0.0731371379	0.0753011674
66	66.0000000000	66.5000000000	-0.0776445744	-0.0802314118
67	67.0000000000	67.5000000000	0.0812983855	0.0831252113
68	68.0000000000	68.5000000000	-0.0847886364	-0.0855249822
69	69.0000000000	69.5000000000	0.0867042095	0.0883141000
70	70.0000000000	70.5000000000	-0.0888218325	-0.0887504964
71	71.0000000000	71.5000000000	0.0899732041	0.0912206371
72	72.0000000000	72.5000000000	-0.0927573075	-0.0926067894
73	73.0000000000	73.5000000000	0.0942898184	0.0940429959
74	74.0000000000	74.5000000000	-0.0965889642	-0.0964698771
75	75.0000000000	75.5000000000	0.0995943643	0.0982437423
76	76.0000000000	76.5000000000	-0.1002972113	-0.0999373408
77	77.0000000000	77.5000000000	0.1021854256	0.1005270751
78	78.0000000000	78.5000000000	-0.1026097134	-0.1008969408
79	79.0000000000	79.5000000000	0.1014809799	0.0992301937
80	80.0000000000	80.5000000000	-0.1006072682	-0.0973096331
81	81.0000000000	81.5000000000	0.0984559464	0.0958354856
82	82.0000000000	82.5000000000	-0.0960729242	-0.0925478620
83	83.0000000000	83.5000000000	0.0940832032	0.0910614386
84	84.0000000000	84.5000000000	-0.0924786271	-0.0892515879
85	85.0000000000	85.5000000000	0.0903423630	0.0860837765
86	86.0000000000	86.5000000000	-0.0882951197	-0.0845051083
87	87.0000000000	87.5000000000	0.0858547309	0.0809660153
88	88.0000000000	88.5000000000	-0.0812629997	-0.0764903925
89	89.0000000000	89.5000000000	0.0771887999	0.0727940460
90	90.0000000000	90.5000000000	-0.0723716606	-0.0670648275
91	91.0000000000	91.5000000000	0.0664953097	0.0617796648
92	92.0000000000	92.5000000000	-0.0627546182	-0.0574718802
93	93.0000000000	93.5000000000	0.0577742129	0.0519542573
94	94.0000000000	94.5000000000	-0.0525834252	-0.0474431698
95	95.0000000000	95.5000000000	0.0486434016	0.0428690261
96	96.0000000000	96.5000000000	-0.0418803592	-0.0364453893
97	97.0000000000	97.5000000000	0.0357637597	0.0306890711
98	98.0000000000	98.5000000000	-0.0300611609	-0.0241962730
99	99.0000000000	99.5000000000	0.0223086941	0.0168830999
100	100.0000000000	100.5000000000	-0.0171717468	-0.0115445631
101	101.0000000000	101.5000000000	0.0114111985	0.0054178454
102	102.0000000000	102.5000000000	-0.0044907193	0.0006170630
103	103.0000000000	103.5000000000	-0.0002277294	-0.0055022482
104	104.0000000000	104.5000000000	0.0077255922	0.0127985417
105	105.0000000000	105.5000000000	-0.0147239678	-0.0190873818
106	106.0000000000	106.5000000000	0.0201231814	0.0250807553
107	107.0000000000	107.5000000000	-0.0278125175	-0.0324801732
108	108.0000000000	108.5000000000	0.0324305700	0.0368050064
109	109.0000000000	109.5000000000	-0.0377188779	-0.0425924463
110	110.0000000000	110.5000000000	0.0444804431	0.0484803039
111	111.0000000000	111.5000000000	-0.0487099638	-0.0523483183
112	112.0000000000	112.5000000000	0.0560108364	0.0595429488
113	113.0000000000	113.5000000000	-0.0613045486	-0.0637312201
114	114.0000000000	114.5000000000	0.0654171496	0.0679213713
115	115.0000000000	115.5000000000	-0.0712376988	-0.0737101655
116	116.0000000000	116.5000000000	0.0732570139	0.0753478954
117	117.0000000000	117.5000000000	-0.0784589992	-0.0809550059
118	118.0000000000	118.5000000000	0.0822988381	0.0844657494
119	119.0000000000	119.5000000000	-0.0851714902	-0.0867606869
120	120.0000000000	120.5000000000	0.0908026521	0.0918199693
121	121.0000000000	121.5000000000	-0.0909518687	-0.0912738482
122	122.0000000000	122.5000000000	0.0951033608	0.0946839098
123	123.0000000000	123.5000000000	-0.0965294039	-0.0956457083
124	124.0000000000	124.5000000000	0.0969648927	0.0962358162
125	125.0000000000	125.5000000000	-0.1014879197	-0.1001289558
126	126.0000000000	126.5000000000	0.0987343185	0.0976302263
127	127.0000000000	127.5000000000	-0.1020109384	-0.1010755184
128	128.0000000000	128.5000000000	0.0999603584	0.0983517181
129	129.0000000000	129.5000000000	-0.0991201137	-0.0979856433
130	130.0000000000	130.5000000000	0.1011395756	0.0992825928
131	131.0000000000	131.5000000000	-0.0963407867	-0.0939204216
132	132.0000000000	132.5000000000	0.1004429739	0.0973473608
133	133.0000000000	133.5000000000	-0.0932439338	-0.0893812535
134	134.0000000000	134.5000000000	0.0949942038	0.0905835888
135	135.0000000000	135.5000000000	-0.0907769059	-0.0855013524
136	136.0000000000	136.5000000000	0.0866241286	0.0817932102
137	137.0000000000	137.5000000000	-0.0884389464	-0.0825220098
138	138.0000000000	138.5000000000	0.0767402672	0.0714202800
139	139.0000000000	139.5000000000	-0.0824106006	-0.0770715181
140	140.0000000000	140.5000000000	0.0664059613	0.0613511952
141	141.0000000000	141.5000000000	-0.0729041811	-0.0684585321
142	142.0000000000	142.5000000000	0.0585790457	0.0542848258
143	143.0000000000	143.5000000000	-0.0593822988	-0.0561576548
144	144.0000000000	144.5000000000	0.0527001845	0.0486724226
145	145.0000000000	145.5000000000	-0.0411184351	-0.0391089918
146	146.0000000000	146.5000000000	0.0485557872	0.0452412400
147	147.0000000000	147.5000000000	-0.0208223599	-0.0194807394
148	148.0000000000	148.5000000000	0.0464618760	0.0434982178
149	149.0000000000	149.5000000000	0.0018240634	0.0025192795
150	150.0000000000	150.5000000000	0.0444085139	0.0415413779
151	151.0000000000	151.5000000000	0.0255221351	0.0259551252
152	152.0000000000	152.5000000000	0.0429220719	0.0404990841
153	153.0000000000	153.5000000000	0.0487374204	0.0490974032
154	154.0000000000	154.5000000000	0.0412619048	0.0387575059
155	155.0000000000	155.5000000000	0.0722487562	0.0724566650
156	156.0000000000	156.5000000000	0.0388185428	0.0366000475
157	157.0000000000	157.5000000000	0.0940824100	0.0944270418
158	158.0000000000	158.5000000000	0.0364378566	0.0343856139
159	159.0000000000	159.5000000000	0.1148261215	0.1151134064
160	160.0000000000	160.5000000000	0.0329937057	0.0310137467
161	161.0000000000	161.5000000000	0.1338364924	0.1342042067
162	162.0000000000	162.5000000000	0.0294180495	0.0278368739
163	163.0000000000	163.5000000000	0.1503698895	0.1507974106
164	164.0000000000	164.5000000000	0.0252630544	0.0237236016
165	165.0000000000	165.5000000000	0.1650941710	0.1654974380
166	166.0000000000	166.5000000000	0.0205995103	0.0194846612
167	167.0000000000	167.5000000000	0.1766262035	0.1771460294
168	168.0000000000	168.5000000000	0.0159012706	0.0149626494
169	169.0000000000	169.5000000000	0.1858714193	0.1863265038
170	170.0000000000	170.5000000000	0.0105713112	0.0099605201
171	171.0000000000	171.5000000000	0.1918519931	0.1924000852
172	172.0000000000	172.5000000000	0.0054679825	0.0051875108
173	173.0000000000	173.5000000000	0.1949524671	0.1954534032
174	174.0000000000	174.5000000000	-0.0000658328	-0.0001116166
175	175.0000000000	175.5000000000	0.1950054020	0.1955373321
176	176.0000000000	176.5000000000	-0.0053389459	-0.0049762334
177	177.0000000000	177.5000000000	0.1918221583	0.1923376399
178	178.0000000000	178.5000000000	-0.0106906366	-0.0101358087
179	179.0000000000	179.5000000000	0.1858614612	0.1863504040
180	180.0000000000	180.5000000000	-0.0158024137	-0.0148462059
181	181.0000000000	181.5000000000	0.1766797420	0.1771675319
182	182.0000000000	182.5000000000	-0.0206609736	-0.0195219835
183	183.0000000000	183.5000000000	0.1650075314	0.1654331547
184	184.0000000000	184.5000000000	-0.0252522856	-0.0237725400
185	185.0000000000	185.5000000000	0.1504566756	0.1508769644
186	186.0000000000	186.5000000000	-0.0293530180	-0.0276986378
187	187.0000000000	187.5000000000	0.1337747918	0.1341174312
188	188.0000000000	188.5000000000	-0.0330986730	-0.0311861527
189	189.0000000000	189.5000000000	0.1147827969	0.1151043413
190	190.0000000000	190.5000000000	-0.0362134750	-0.0341528186
191	191.0000000000	191.5000000000	0.0941388360	0.0943798202
192	192.0000000000	192.5000000000	-0.0388564975	-0.0366249793
193	193.0000000000	193.5000000000	0.0718914618	0.0720927036
194	194.0000000000	194.5000000000	-0.0408040919	-0.0384730030
195	195.0000000000	195.5000000000	0.0485939615	0.0487185182
196	196.0000000000	196.5000000000	-0.0421696465	-0.0397538356
197	197.0000000000	197.5000000000	0.0244772368	0.0245456801
198	198.0000000000	198.5000000000	-0.0428324388	-0.0403815560
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 74.000000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	0.0043556399	-0.0043605661
2	2.0000000000	2.5000000000	0.0000624403	-0.0000659456
3	3.0000000000	3.5000000000	0.0042884488	-0.0042994345
4	4.0000000000	4.5000000000	0.0001423556	-0.0001082144
5	5.0000000000	5.5000000000	0.0041500277	-0.0041469657
6	6.0000000000	6.5000000000	0.0001840843	-0.0001938775
7	7.0000000000	7.5000000000	0.0039491389	-0.0039703060
8	8.0000000000	8.5000000000	0.0002741881	-0.0002095022
9	9.0000000000	9.5000000000	0.0036881548	-0.0036694661
10	10.0000000000	10.5000000000	0.0002970178	-0.0003092169
11	11.0000000000	11.5000000000	0.0033553251	-0.0033957783
12	12.0000000000	12.5000000000	0.0003841442	-0.0002992770
13	13.0000000000	13.5000000000	0.0030026459	-0.0029572949
14	14.0000000000	14.5000000000	0.0003982705	-0.0004013616
15	15.0000000000	15.5000000000	0.0025412669	-0.0026109983
16	16.0000000000	16.5000000000	0.0004602411	-0.0003770608
17	17.0000000000	17.5000000000	0.0021382937	-0.0020585354
18	18.0000000000	18.5000000000	0.0004869942	-0.0004576404
19	19.0000000000	19.5000000000	0.0015588468	-0.0016589721
20	20.0000000000	20.5000000000	0.0004927892	-0.0004459489
21	21.0000000000	21.5000000000	0.0011448751	-0.0010392058
22	22.0000000000	22.5000000000	0.0005602419	-0.0004668116
23	23.0000000000	23.5000000000	0.0004794488	-0.0005871183
24	24.0000000000	24.5000000000	0.0004816102	-0.0005067910
25	25.0000000000	25.5000000000	0.0000693184	0.0000229175
26	26.0000000000	26.5000000000	0.0006045339	-0.0004288594
27	27.0000000000	27.5000000000	-0.0006081557	0.0005494303
28	28.0000000000	28.5000000000	0.0004450749	-0.0005462625
29	29.0000000000	29.5000000000	-0.0010440478	0.0010553151
30	30.0000000000	30.5000000000	0.0005896268	-0.0003684922
31	31.0000000000	31.5000000000	-0.0016139604	0.0016743295
32	32.0000000000	32.5000000000	0.0004180338	-0.0005292095
33	33.0000000000	33.5000000000	-0.0021323298	0.0020179413
34	34.0000000000	34.5000000000	0.0004796742	-0.0003380329
35	35.0000000000	35.5000000000	-0.0024781321	0.0026813150
36	36.0000000000	36.5000000000	0.0004142624	-0.0004276462
37	37.0000000000	37.5000000000	-0.0030671368	0.0029251518
38	38.0000000000	38.5000000000	0.0002612219	-0.0004019565
39	39.0000000000	39.5000000000	-0.0031644495	0.0034896837
40	40.0000000000	40.5000000000	0.0003280355	-0.0003443842
41	41.0000000000	41.5000000000	-0.0035775649	0.0038681260
42	42.0000000000	42.5000000000	-0.0001128349	-0.0006986542
43	43.0000000000	43.5000000000	-0.0034360495	0.0042885155
44	44.0000000000	44.5000000000	-0.0002723540	-0.0008290541
45	45.0000000000	45.5000000000	-0.0030196768	0.0052190473
46	46.0000000000	46.5000000000	-0.0011723673	-0.0019317877
47	47.0000000000	47.5000000000	-0.0021162194	0.0061448015
48	48.0000000000	48.5000000000	-0.0026459517	-0.0035532214
49	49.0000000000	49.5000000000	0.0003880969	0.0084730511
50	50.0000000000	50.5000000000	-0.0050741397	-0.0066345636
51	51.0000000000	51.5000000000	0.0040779616	0.0119363365
52	52.0000000000	52.5000000000	-0.0098089872	-0.0121561726
53	53.0000000000	53.5000000000	0.0106524451	0.0175201477
54	54.0000000000	54.5000000000	-0.0164185980	-0.0198130270
55	55.0000000000	55.5000000000	0.0201117619	0.0262002380
56	56.0000000000	56.5000000000	-0.0262738857	-0.0309897677
57	57.0000000000	57.5000000000	0.0320803289	0.0370202147
58	58.0000000000	58.5000000000	-0.0388317286	-0.0442975784
59	59.0000000000	59.5000000000	0.0466414691	0.0503813865
60	60.0000000000	60.5000000000	-0.0523878006	-0.0581533625
61	61.0000000000	61.5000000000	0.0606525518	0.0640092406
62	62.0000000000	62.5000000000	-0.0661855869	-0.0712869156
63	63.0000000000	63.5000000000	0.0725365752	0.0753857959
64	64.0000000000	64.5000000000	-0.0770197371	-0.0804580483
65	65.0000000000	65.5000000000	0.0812525257	0.0840827445
66	66.0000000000	66.5000000000	-0.0840625182	-0.0860498810
67	67.0000000000	67.5000000000	0.0858460139	0.0888060430
68	68.0000000000	68.5000000000	-0.0888527228	-0.0898233027
69	69.0000000000	69.5000000000	0.0895409793	0.0915217416
70	70.0000000000	70.5000000000	-0.0919551007	-0.0926961575
71	71.0000000000	71.5000000000	0.0940957866	0.0950799983
72	72.0000000000	72.5000000000	-0.0957441315	-0.0969185255
73	73.0000000000	73.5000000000	0.0983873994	0.0984423115
74	74.0000000000	74.5000000000	-0.1002247388	-0.1008993858
75	75.0000000000	75.5000000000	0.1017216360	0.1006789511
76	76.0000000000	76.5000000000	-0.1017297423	-0.1009310303
77	77.0000000000	77.5000000000	0.1015722844	0.1004320841
78	78.0000000000	78.5000000000	-0.0999075468	-0.0978932224
79	79.0000000000	79.5000000000	0.0974661105	0.0962006615
80	80.0000000000	80.5000000000	-0.0963610776	-0.0937028504
81	81.0000000000	81.5000000000	0.0935679042	0.0910064142
82	82.0000000000	82.5000000000	-0.0917375336	-0.0890518006
83	83.0000000000	83.5000000000	0.0905382299	0.0870651726
84	84.0000000000	84.5000000000	-0.0872460972	-0.0844833258
85	85.0000000000	85.5000000000	0.0849768396	0.0813277949
86	86.0000000000	86.5000000000	-0.0816861561	-0.0777508264
87	87.0000000000	87.5000000000	0.0765670350	0.0724053071
88	88.0000000000	88.5000000000	-0.0723898619	-0.0672691173
89	89.0000000000	89.5000000000	0.0671874040	0.0625694657
90	90.0000000000	90.5000000000	-0.0616358711	-0.0567765663
91	91.0000000000	91.5000000000	0.0575093389	0.0526740776
92	92.0000000000	92.5000000000	-0.0526387766	-0.0481274129
93	93.0000000000	93.5000000000	0.0474777996	0.0420515546
94	94.0000000000	94.5000000000	-0.0427145110	-0.0372598588
95	95.0000000000	95.5000000000	0.0362567007	0.0305006952
96	96.0000000000	96.5000000000	-0.0294855432	-0.0233399934
97	97.0000000000	97.5000000000	0.0234122327	0.0180358235
98	98.0000000000	98.5000000000	-0.0164364241	-0.0109612433
99	99.0000000000	99.5000000000	0.0106653165	0.0052873449
100	100.0000000000	100.5000000000	-0.0055073289	-0.0003899233
101	101.0000000000	101.5000000000	-0.0010894424	-0.0069680970
102	102.0000000000	102.5000000000	0.0067294098	0.0125512990
103	103.0000000000	103.5000000000	-0.0134161390	-0.0190925854
